Q No.,Question,Answer
58,एक मोटरसाइकिल १२ लीटर पेट्रोल से ३०० कि.मी. जा सकती है। तो १०० कि.मी. जाने के लिए _____ लीटर पेट्रोल लगेगा।,४
59,१० गायों और ५ बकरियों का मूल्य मिलाकर ९४५००० रुपये है। एक बकरी का मूल्य ६५६० रुपये है और एक गाय का मूल्य _____ रुपये है।,९१२२०
60,जयराम बाबू का मासिक वेतन ८७६५ रुपये है। हर महीने वे ३२२५ रुपये मकान किराए और ४८५० रुपये अन्य चीज़ें खरीदने में खर्च करते हैं। शेष रुपये वे बैंक में जमा करते हैं। वे ८ महीनों में _____ रुपये जमा करते हैं।,५५२०
61,सरिता और कविता का वेतन मिलाकर १९९५० रुपये है। सरिता की तुलना में कविता २४५० रुपये अधिक पाती है। सरिता का वेतन _____ रुपये है।,८७५०
62,राजू और मोनू के पास मिलाकर ६९० लीची हैं। राजू की तुलना में मोनू के पास ८६ लीची कम हैं। राजू के पास _____ लीची हैं।,३८८
63,माँ और पुत्र की आयु का योग ६० वर्ष है। माँ की आयु पुत्र की आयु की ३ गुनी है। माँ की आयु _____ वर्ष है।,४५
64,"यदि भाजक ७८, भागफल २५ और शेषफल भाजक का एक-तिहाई हो तो भाज्य _____ होगा।",१९७६
65,"यदि भाज्य ८९०३, भाजक ८७ और शेषफल २९ हो तो भागफल _____ होगा।",१०२
66,एक कारखाने में ७ दिनों में २५२० साइकिलें बनती हैं। तो उस कारखाने में ३ सप्ताह में _____ साइकिलें बनेंगी।,७५६०
67,आरती ने ७२ रुपये में ३ कॉपियाँ खरीदीं। १२ कॉपियाँ खरीदने के लिए उसे _____ रुपये लगेंगे।,२८८
68,"यदि ८ किलो पुलाव के चावल का मूल्य ९६० रुपये हो, तो ४८०० रुपये में _____ किलो चावल खरीदे जा सकेंगे।",४०
69,७/५ मीटर और ४/५ मीटर लंबाई के दो फीते मिलाकर _____ मीटर हैं।,११/५
70,एक बॉक्स आइसक्रीम बनाने में २/७ लीटर दूध की आवश्यकता होती है। ऐसे ३ बॉक्स आइसक्रीम बनाने के लिए _____ लीटर दूध की आवश्यकता होगी।,६/७
71,एक बोर्ड के ३/४ वर्ग मीटर को रंगने में १ डेसीलीटर रंग लगता है। ४ डेसीलीटर रंग से _____ वर्ग मीटर रंगा जा सकेगा।,३
72,एक कटोरी खीर बनाने में २ किलोग्राम चीनी लगती है। ऐसी १४ कटोरी खीर बनाने के लिए _____ किलोग्राम चीनी लगेगी।,२८
73,४/५ लीटर शरबत २ लोगों में बराबर बाँटने पर प्रत्येक को _____ लीटर शरबत मिलेगा।,२/५
74,८/९ लीटर दूध ५ लोगों में बराबर बाँटने पर प्रत्येक को _____ लीटर दूध मिलेगा।,८/४५
75,३/५ वर्ग मीटर क्षेत्रफल के लिए २ डेसीलीटर रंग लगता है। १ डेसीलीटर रंग से _____ वर्ग मीटर क्षेत्रफल रंगा जा सकेगा।,३/१०
76,१ डेसीलीटर रंग से ८/९ वर्ग मीटर रंगा जा सकता है। ५/८ डेसीलीटर रंग से _____ वर्ग मीटर रंगा जा सकेगा।,५/९
77,"एक बगीचे का क्षेत्रफल २० वर्ग मीटर है। इस बगीचे के ५/६ भाग में फूल उगाए गए हैं, उगाए गए भाग का क्षेत्रफल _____ वर्ग मीटर है।",१६.६६
78,दूध के ४ पैकेटों में से प्रत्येक में ०.२ लीटर दूध है। सभी पैकेटों का दूध मिलाने पर _____ लीटर दूध होगा।,०.८०
79,५ कप हैं जिनमें से प्रत्येक का वज़न ०.३ किलो है। ५ कपों का वज़न मिलाकर _____ किलो है।,१.५०
80,दूध के ७ पैकेटों में से प्रत्येक में ०.०८ लीटर दूध है। ऐसे ७ पैकेटों में कुल _____ लीटर दूध है।,०.५६
81,एक मोटरसाइकिल प्रति सेकंड ०.०२ कि.मी. जाती है। ८ सेकंड में _____ किलोमीटर जाती है।,०.१६
82,हम ०.६ लीटर दूध ३ विद्यार्थियों में बराबर बाँटना चाहते हैं। तो प्रत्येक विद्यार्थी को _____ लीटर दूध मिलेगा।,०.२०
83,५ विद्यार्थी ४.५ मीटर फीता आपस में बराबर बाँटना चाहते हैं। तो प्रत्येक को _____ मीटर फीता मिलेगा।,०.९०
84,"एक बर्तन में ०.६३ लीटर तेल है। वह तेल ७ कपों में बराबर डाला जाए, तो प्रत्येक कप में _____ लीटर तेल होगा।",०.०९
85,हम २ लीटर दूध ५ विद्यार्थियों में बराबर बाँटना चाहते हैं। तो प्रत्येक विद्यार्थी को _____ लीटर दूध मिलेगा।,०.४०
86,एक शिक्षक ने ७५ विद्यार्थियों में से प्रत्येक को ०.२४ मीटर फीता दिया। तो उन्होंने सभी विद्यार्थियों को कुल _____ मीटर फीता दिया।,१८
87,एक पैकेट में ०.३३४ लीटर दूध है। ऐसे ५० पैकेटों में _____ लीटर दूध है।,१६.७०
88,३५.२८ लीटर तेल ९ परिवारों में बराबर बाँटने पर प्रत्येक परिवार को _____ लीटर तेल मिलेगा।,३.९२
89,यदि १२ कपों का वज़न मिलाकर ४.८० किलो हो तो प्रत्येक का वज़न _____ किलो है।,०.४०
90,एक इंच २.५४ से.मी. के बराबर है। तो ८.५ इंच _____ से.मी. के बराबर है।,२१.५९
91,एक गाड़ी एक घंटे में ४२.८ कि.मी. जाती है। तो १५.५ घंटे में गाड़ी _____ कि.मी. जाती है।,६६३.४०
92,एक गाड़ी २.५ घंटे में ११४.५ कि.मी. जाती है। गाड़ी एक घंटे में _____ कि.मी. जाती है।,४५.८०
93,सुखपुर गाँव की कुल जनसंख्या १२८० है। यदि उनमें से ४०% लोग शिक्षित हों तो शिक्षित लोगों की संख्या _____ है।,५१२
94,दस लाख रुपये के लिए कुल _____ दो सौ रुपये के नोटों की आवश्यकता है।,५०००
95,दस हज़ार रुपये के लिए कुल _____ पाँच सौ रुपये के नोटों की आवश्यकता है।,२०
96,५% लाभ की दर से ११ वर्षों में १०००० रुपये पर _____ रुपये का लाभ मिलेगा।,५५००
97,नवीन के पास ५ रुपये थे। दुकान में उसने एक नए खेल पर २ रुपये खर्च किए। यदि उसे अपने भत्ते के ५ रुपये और मिलें तो उसके पास अब _____ राशि है।,८
98,बबलू ४ मील प्रति घंटे की गति से १४ मील चला। बबलू _____ घंटे चलता रहा।,३.५०
99,"राजेश ने १ मीटर लंबी एक रेखा खींची। फिर उसे लगा कि यह कुछ लंबी है। इसलिए, उसने इसका २२ सेंटीमीटर मिटा दिया। फलस्वरूप रेखा की लंबाई अब _____ से.मी. है।",७८
100,पार्क में ६ अखरोट के पेड़ हैं। पार्क के कर्मचारी आज ४ पेड़ हटाएँगे। कर्मचारियों का काम पूरा होने के बाद पार्क में _____ अखरोट के पेड़ रहेंगे।,२
101,स्पर्स बास्केटबॉल टीम में २२ खिलाड़ी हैं। प्रत्येक खिलाड़ी के पास ११ बास्केटबॉल हैं। उन सबके पास मिलाकर _____ बास्केटबॉल हैं।,२४२
102,जोआन इस साल १४ फुटबॉल मैच देखने गई। वह इस साल और पिछले साल कुल ३१ मैच देखने गई। जोआन पिछले साल _____ फुटबॉल मैच देखने गई थी।,१७
103,१२ कलम और ३० कॉपियों का मूल्य मिलाकर १९२ रुपये है। यदि एक कलम का मूल्य ६ रुपये हो तो एक कॉपी का मूल्य _____ रुपये है।,४
104,तीन संख्याओं का योग ५४५२ है। यदि दो संख्याएँ २५६३ और १२४५ हों तो तीसरी संख्या _____ है।,१६४४
105,सीता की तुलना में रोहन के पास ३९० रुपये अधिक हैं। श्याम की तुलना में सीता के पास ४७० रुपये कम हैं। श्याम के पास ८९० रुपये हैं। सीता के पास _____ रुपये हैं।,४२०
106,सीता की तुलना में रोहन के पास ३९० रुपये अधिक हैं। श्याम की तुलना में सीता के पास ४७० रुपये कम हैं। श्याम के पास ८९० रुपये हैं। रोहन के पास _____ रुपये हैं।,८१०
107,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। २०० वर्ष बाद चीड़ के पेड़ की आयु _____ वर्ष होगी।,१६३२
108,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। वर्तमान में बरगद के पेड़ की आयु _____ वर्ष है।,१८२९
109,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। २०० वर्ष बाद दोनों पेड़ों की आयु का योग _____ वर्ष होगा।,३६६१
110,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। वर्तमान में दोनों पेड़ों की आयु का योग _____ वर्ष होगा।,३२६१
111,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। २०० वर्ष बाद बरगद के पेड़ की आयु _____ वर्ष होगी।,२०२९
112,माँ और पुत्र की आयु का योग ६० वर्ष है। माँ की आयु पुत्र की आयु की ३ गुनी है। तो माँ की आयु _____ वर्ष है।,४५
113,माँ और पुत्र की आयु का योग ६० वर्ष है। माँ की आयु पुत्र की आयु की ३ गुनी है। तो पुत्र की आयु _____ वर्ष है।,१५
114,रीना ने १५३ रुपये में ३ कॉपियाँ खरीदीं। तो १२ कॉपियाँ खरीदने के लिए उसे _____ रुपये लगेंगे।,६१२
115,२ गायों और ३ बकरियों का मूल्य मिलाकर ४५०८० रुपये है। एक बकरी का मूल्य ४५६० रुपये है। तो एक गाय का मूल्य _____ रुपये है।,१५७००
116,नकुल और धीरज का वेतन मिलाकर १९९५० रुपये है। नकुल की तुलना में धीरज २४५० रुपये अधिक पाता है। नकुल _____ रुपये वेतन पाता है।,८७५०
117,नकुल और धीरज का वेतन मिलाकर १९९५० रुपये है। नकुल की तुलना में धीरज २४५० रुपये अधिक पाता है। धीरज _____ रुपये वेतन पाता है।,११२००
118,राजदीप के पिता ने अपने अमरूद के बगीचे से १२५ अमरूद २ रुपये प्रति अमरूद के दाम पर सदर बाज़ार में बेचे। मिले हुए रुपयों से उन्होंने ५ रुपये दाम के २ पेन और २० रुपये दाम की २ कॉपियाँ खरीदीं। बाकी रुपये उन्होंने अपने दोनों भाई-बहनों को मिठाई खाने के लिए बराबर बाँट दिए। देखते हैं राजदीप को _____ रुपये मिले।,१००
119,"_____ वह सबसे छोटी संख्या है जो १८, २४, ४२ से विभाज्य है।",५०४
120,_____ वह सबसे बड़ी संख्या है जिससे ४५ और ६० को भाग देने पर कोई शेष नहीं बचेगा।,१५
121,दो संख्याओं का ल.स. और म.स. क्रमशः २५२ और ६ है; दोनों संख्याओं का गुणनफल _____ होगा।,१५१२
122,दो संख्याओं का म.स. और ल.स. क्रमशः ८ और २८० है; यदि एक संख्या ५६ हो तो दूसरी संख्या _____ होगी।,४०
123,दो संख्याओं का म.स. १ और गुणनफल ३० है। छोटी संख्या _____ होगी।,२
124,दो संख्याओं का म.स. १ और गुणनफल ३० है। बड़ी संख्या _____ होगी।,१५
125,४८ रसगुल्ले और ६४ लड्डू बिना कोई तोड़े अधिकतम _____ लोगों को बराबर संख्या में दिए जा सकेंगे।,१६
126,विकास और उसके दोस्तों ने मिलकर ८ या १० सदस्यों वाली नाटक की एक टीम बनाने की सोची। कम से कम _____ लोग होने पर वे दोनों प्रकार की टीमें बना सकेंगे।,४०
127,"सरस्वती विद्या मंदिर स्कूल की छठी कक्षा के छात्र-छात्राओं को, स्कूल के बगीचे में लगाने के लिए पंचायत से फूलों के पौधे भेजे गए। हिसाब करने पर देखा गया कि पौधों को २०, २४ या ३० पंक्तियों में लगाने पर हर स्थिति में प्रत्येक पंक्ति में बराबर पौधे रहते हैं। पंचायत से कम से कम _____ पौधे भेजे गए थे।",१२०
128,एक इंजन के अगले पहिये की परिधि १४ डेसीमीटर और पिछले पहिये की परिधि ३५ डेसीमीटर है। कम से कम _____ रास्ता चलने पर दोनों पहिये एक साथ पूर्ण संख्या में चक्कर पूरे करेंगे।,७०
129,"मेरे पास एक बड़ी चॉकलेट है। मैंने उस चॉकलेट के बराबर ८ टुकड़े करके उसके ३ टुकड़े बहन को, २ टुकड़े भाई को दिए और बाकी टुकड़े खुद खा लिए। देखता हूँ मुझे चॉकलेट का _____ भाग मिला।",३/८
130,"मेरे पास एक बड़ी चॉकलेट है। मैंने उस चॉकलेट के बराबर ८ टुकड़े करके उसके ३ टुकड़े बहन को, २ टुकड़े भाई को दिए और बाकी टुकड़े खुद खा लिए। देखता हूँ बहन को चॉकलेट का _____ भाग मिला।",३/८
131,"मेरे पास एक बड़ी चॉकलेट है। मैंने उस चॉकलेट के बराबर ८ टुकड़े करके उसके ३ टुकड़े बहन को, २ टुकड़े भाई को दिए और बाकी टुकड़े खुद खा लिए। देखता हूँ भाई को चॉकलेट का _____ भाग मिला।",१/४
132,१ से १० तक की पूर्ण संख्याओं में कुल पूर्ण संख्याओं का _____ भाग अभाज्य संख्याएँ हैं।,२/५
133,टोकरी में कुछ संतरे हैं। आधे संतरे दादाजी को देने के बाद टोकरी में २ संतरे बचे रहे। दादाजी को देने से पहले टोकरी में _____ संतरे थे।,४
134,स्कूल के गेट का ५/७ भाग रंगा जा चुका है। _____ भाग रंगना अभी बाकी है।,२/७
135,मेरे पास २० रुपये हैं। मैंने ५ रुपये खर्च किए। मैंने अपने रुपयों का _____ भाग खर्च किया।,१/४
136,मेरे पास २० रुपये हैं। मैंने ५ रुपये खर्च किए। मेरे रुपयों का _____ भाग अभी भी मेरे पास है।,३/४
137,रचना के पास ३६ फूल हैं। वह अपने कुल फूलों का २/३ भाग मुझे देगी। रचना मुझे _____ फूल देगी।,२४
138,आज टिफिन के समय स्कूल की पूरी भरी पानी की टंकी का १/४ भाग पानी खर्च हुआ। छुट्टी के समय देखा गया कि १/३ भाग पानी और खर्च हुआ है। छुट्टी के बाद टंकी में _____ भाग पानी बचा है।,५/१२
139,रतन बाबू ने अपनी २५ बीघा ज़मीन में से १६ बीघा ज़मीन पर जूट की खेती की है। लेकिन उषा देवी ने अपनी १५ बीघा ज़मीन में से ८ बीघा ज़मीन पर जूट की खेती की है। हिसाब करके देखते हैं कि रतन बाबू ने अपनी ज़मीन के _____ भाग पर जूट की खेती की है।,१६/२५
140,रतन बाबू ने अपनी २५ बीघा ज़मीन में से १६ बीघा ज़मीन पर जूट की खेती की है। लेकिन उषा देवी ने अपनी १५ बीघा ज़मीन में से ८ बीघा ज़मीन पर जूट की खेती की है। हिसाब करके देखते हैं कि उषा देवी ने अपनी ज़मीन के _____ भाग पर जूट की खेती की है।,८/१५
141,मेरे पास १५ मीटर लंबा सफेद फीता है। मैंने १/३ भाग काट लिया। _____ लंबा सफेद फीता बचा रहा।,१०
142,मेरे पास ५ रुपये थे। मैंने ३.५० रुपये का पेन खरीदा। देखता हूँ _____ रुपये बचे हैं।,१.५०
143,२.७५ के साथ _____ जोड़ने पर ३ मिलेगा।,०.२५
144,मीरा ने १२.५ से.मी. लंबाई की रस्सी से ८.५ लंबाई की रस्सी काट ली। देखते हैं अब _____ लंबाई की रस्सी बची है।,४
145,"घर में समारोह के लिए पिताजी २०० रुपये के चावल, १२५.५० रुपये की दाल और २४२.५० रुपये की सब्ज़ियाँ लाए। पिताजी ने कुल _____ रुपये खर्च किए।",५६८
146,लंबी कूद प्रतियोगिता में साहिल ने १८२.८८ से.मी. की छलांग लगाई और मुन्ना ने १७९.२५ से.मी. की। साहिल ने _____ से.मी. अधिक छलांग लगाई।,३.६३
147,५ में से _____ घटाने पर २.१७२ मिलेगा।,२.८२८
148,४.१५ में से २.६४७ के अंतर के साथ _____ जोड़ने पर १० मिलेगा।,८.४९७
149,गोमती नदी के किनारे के एक हिस्से को बाँधने में ४० मज़दूरों को ३५ दिन लगते हैं। २८ दिनों में उस हिस्से को बाँधने के लिए _____ मज़दूर लगेंगे।,५०
150,"राजीव, देवांगना, मयंक और तनुजा ६ दिनों में १५० सवाल हल कर सकते हैं। हिसाब करके देखते हैं कि यदि प्रत्येक व्यक्ति प्रतिदिन बराबर सवाल हल करे तो राजीव और तनुजा _____ दिनों में २५० सवाल हल कर सकेंगे।",२०
151,२ लोग एक दिन में एक दरवाज़े का १/३ भाग पॉलिश कर सकते हैं। २ दिनों में दरवाज़े का २/३ भाग पॉलिश करने के लिए _____ लोग लगेंगे।,२
