Q No.,Question,Answer
15,"४ लड़कियों का एक समूह नेल पॉलिश करवाने के लिए एक स्पा में गया। यदि प्रत्येक लड़की के पैरों की सभी उंगलियाँ पॉलिश की जाती हैं, तो स्पा कर्मियों द्वारा पॉलिश की गई कुल उंगलियों की संख्या कितनी है?",४०
16,अमित दुकान से साढ़े चार दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ५ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,४९
17,अमित दुकान से तीन दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ८ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,२८
18,अमित दुकान से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि २ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,४
19,अमित दुकान से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ४ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,१४
20,अमित दुकान से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,२७
21,राकेश दुकान से साढ़े पाँच दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ७ अंडे खराब हैं। तो राकेश के पास कितने अच्छे अंडे हैं?,५९
22,राकेश दुकान से १४४ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,७२
23,राकेश दुकान से १४४ रुपये प्रति दर्जन के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ४ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,३६०
24,राकेश दुकान से १२० रुपये प्रति दर्जन के हिसाब से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ६ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,१८०
25,राकेश दुकान से १३२ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि २ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,६६
26,राकेश दुकान से १४ रुपये प्रति अंडे के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,८४
27,राकेश दुकान से १२ रुपये प्रति अंडे के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ४ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,३६०
28,राकेश दुकान से ११ रुपये प्रति अंडे के हिसाब से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि २ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,१९८
29,राकेश दुकान से ९ रुपये प्रति अंडे के हिसाब से आधा दर्जन अंडे लेकर घर गया। तो राकेश के कितने रुपये खर्च हुए?,५४
30,राकेश दुकान से ७ रुपये प्रति अंडे के हिसाब से साढ़े चार दर्जन अंडे लेकर घर गया। तो राकेश के कितने रुपये खर्च हुए?,३७८
31,राकेश दुकान से ११ रुपये प्रति अंडे के हिसाब से ढाई दर्जन अंडे लेकर घर गया। तो राकेश के कितने रुपये खर्च हुए?,३३०
32,गोपाल दुकान से १० रुपये प्रति अंडे के हिसाब से साढ़े छह गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,२६०
33,गोपाल दुकान से ११ रुपये प्रति अंडे के हिसाब से साढ़े तीन गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,१५४
34,गोपाल दुकान से ५ रुपये प्रति अंडे के हिसाब से साढ़े चार गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,९०
35,गोपाल दुकान से ९ रुपये प्रति अंडे के हिसाब से ढाई गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,९०
36,गोपाल दुकान से ७ रुपये प्रति अंडे के हिसाब से ढाई गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,७०
37,गोपाल दुकान से १२ रुपये प्रति अंडे के हिसाब से डेढ़ गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,७२
38,राकेश दुकान से १० रुपये प्रति अंडे के हिसाब से साढ़े छह दर्जन अंडे लेकर घर गया। तो राकेश के कितने रुपये खर्च हुए?,७८०
39,राकेश दुकान से १४ रुपये प्रति अंडे के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ६ अंडे खराब हैं। तो राकेश के कितने रुपये के अंडे खराब नहीं हुए?,०
40,राकेश दुकान से ३३ रुपये प्रति अंडे के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ४ अंडे खराब हैं। तो राकेश के कितने रुपये के अंडे खराब नहीं हुए?,८५८
41,राकेश दुकान से १४४ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो राकेश का कितने रुपये का नुकसान हुआ?,३६
42,तुषार दुकान से १४४ रुपये प्रति दर्जन के हिसाब से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ५ अंडे खराब हैं। तो तुषार के कितने रुपये के अंडे खराब नहीं हुए?,१५६
43,तुषार दुकान से १४४ रुपये प्रति दर्जन के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ८ अंडे खराब हैं। तो कितने रुपये के अंडे खराब नहीं हुए?,२६४
44,तुषार दुकान से १४४ रुपये प्रति दर्जन के हिसाब से साढ़े पाँच दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,३६
45,तुषार दुकान से १२० रुपये प्रति दर्जन के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,३०
46,तुषार दुकान से १२० रुपये प्रति दर्जन के हिसाब से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ५ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,५०
47,तुषार दुकान से १२० रुपये प्रति दर्जन के हिसाब से साढ़े तीन दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ८ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,८०
48,तुषार दुकान से १३२ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ६ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,६६
49,तुषार दुकान से १३२ रुपये में एक दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,३३
50,अशोक की दुकान में ३० दर्जन अंडे हैं। अशोक प्रति दर्जन अंडे १४४ रुपये में बेचता है। यदि प्रतीक अशोक की दुकान से कुल अंडों का २५% खरीदे तो प्रतीक को कितने रुपये का बिल देना होगा?,१०८०
51,अशोक की दुकान में २० दर्जन अंडे हैं। अशोक प्रत्येक अंडा १० रुपये में बेचता है। यदि प्रतीक अशोक की दुकान से कुल अंडों का ७५% खरीदे तो प्रतीक को कितने रुपये का बिल देना होगा?,१८००
52,अशोक की दुकान में ५० दर्जन अंडे हैं। अशोक प्रति दर्जन अंडे १२० रुपये में बेचता है। यदि प्रतीक अशोक की दुकान से कुल अंडों का ७५% खरीदे तो प्रतीक को कितने रुपये का बिल देना होगा?,४५००
53,"एक इलाके में ३०० लोग हैं, जिनमें से प्रत्येक के पास १ पालतू कुत्ता है। यदि इलाके के सभी लोग अपने कुत्तों के साथ एक मैदान में एक साथ उपस्थित हों, तो उस समय उस मैदान में कुल कितने पैर होंगे?",१८००
54,"एक इलाके में ८० लोग हैं, जिनमें से प्रत्येक के पास २ पालतू कुत्ते हैं। यदि इलाके के सभी लोग अपने कुत्तों के साथ एक मैदान में एक साथ उपस्थित हों, तो उस समय उस मैदान में कुल कितने पैर होंगे?",८००
55,"एक इलाके में १२० लोग हैं, जिनमें से प्रत्येक के पास २ पालतू कुत्ते हैं। यदि इलाके के सभी लोग अपने कुत्तों के साथ एक मैदान में एक साथ उपस्थित हों, तो उस समय उस मैदान में कुल कितने पैर होंगे?",१२००
56,"एक इलाके में १०० लोग हैं, जिनमें से प्रत्येक के पास १ पालतू कुत्ता है। यदि इलाके के सभी लोग अपने कुत्तों के साथ एक मैदान में एक साथ उपस्थित हों, तो उस समय उस मैदान में कुल कितने पैर होंगे?",६००
57,आशीष के फार्म में कुल १२३ गायें और ४५ बकरियाँ हैं। उसके फार्म के पशुओं के कुल कितने पैर हैं?,६७२
58,आशीष के फार्म के पशुओं के कुल ४६० पैर हैं। उसके फार्म में कुल कितनी गायें हैं?,११५
59,अशोक की दुकान में ७० दर्जन अंडे हैं। अशोक प्रति दर्जन अंडे २४० रुपये में बेचता है। यदि प्रतीक अशोक की दुकान से कुल अंडों का ३०% खरीदे तो प्रतीक को कितने रुपये का बिल देना होगा?,५०४०
60,फरवरी महीने की ३० तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
61,"अमित की माँ ने कहा कि जतिन का जन्म अप्रैल के अगले महीने में हुआ था, लेकिन अमित जतिन से एक महीने बड़ा है। मई महीने में जतिन का जन्मदिन होने की संभावना कितनी है?",१
62,"अमित की माँ ने कहा कि जतिन का जन्म अप्रैल के अगले महीने में हुआ था, लेकिन अमित जतिन से एक महीने बड़ा है। जून महीने में जतिन का जन्मदिन होने की संभावना कितनी है?",०
63,"अमित की माँ ने कहा कि जतिन का जन्म अप्रैल के अगले महीने में हुआ था, लेकिन अमित जतिन से एक महीने बड़ा है। मई महीने में अमित का जन्मदिन होने की संभावना कितनी है?",०
64,"अमित की माँ ने कहा कि जतिन का जन्म अप्रैल के अगले महीने में हुआ था, लेकिन अमित जतिन से एक महीने बड़ा है। अप्रैल महीने में अमित का जन्मदिन होने की संभावना कितनी है?",१
65,"यदि जतिन का जन्मदिन मार्च महीने में है, तो मार्च महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?",१/३१
66,मई महीने की ३३ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
67,जून महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
68,सितंबर महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
69,अप्रैल महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
70,एक कारखाने में ३ दिनों में ३३९ मोटरसाइकिलें बनती हैं। ४ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,३१६४
71,एक कारखाने में ५ दिनों में २४५० मोटरसाइकिलें बनती हैं। ५ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,१७१५०
72,एक कारखाने में ५ दिनों में ५०० मोटरसाइकिलें बनती हैं। ३ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,२१००
73,एक कारखाने में २ दिनों में ३६० मोटरसाइकिलें बनती हैं। ५ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,६३००
74,एक कारखाने में ३ दिनों में ९०० मोटरसाइकिलें बनती हैं। ४ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,८४००
75,एक कारखाने में ३ दिनों में १५०० मोटरसाइकिलें बनती हैं। ६ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,२१०००
76,एक कारखाने में २ दिनों में ४५० मोटरसाइकिलें बनती हैं। ४ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,६३००
77,एक कारखाने में ५ दिनों में २४५० मोटरसाइकिलें बनती हैं। ४ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,१३७२०
78,मीना ४ मिनट में २०० मीटर चलती है। आधे घंटे में वह कितने मीटर चल सकेगी?,१५००
79,"२ घंटियाँ हैं। एक १२ मिनट के अंतराल पर और दूसरी ५ मिनट के अंतराल पर बजती है। यदि दोनों घंटियाँ दोपहर बाद ३ बजे एक साथ बजें, तो शाम को कितने बजे फिर से एक साथ बजेंगी?",४
80,"एक बस स्टेशन से क कंपनी की बस १५ मिनट के अंतराल पर और ख कंपनी की बस २५ मिनट के अंतराल पर छूटती है। यदि सुबह ८:४५ पर दोनों कंपनियों की बसें एक साथ छूटें, तो अगली बार सुबह कितने बजे फिर से एक साथ छूटेंगी?",१०
81,"एक शिक्षक ने ४० छात्रों और २४ छात्राओं को इतने समूहों में बाँटा कि प्रत्येक समूह में छात्रों और छात्राओं की संख्या समान रहे और कोई विद्यार्थी शेष न बचे। अधिकतम कितने समूहों में बाँटा जा सकता है और प्रत्येक समूह में कितने छात्र और छात्राएँ होंगी, ज्ञात कीजिए।",१२०
82,"तीन अलग-अलग रंगों की घंटियाँ हैं। लाल रंग की घंटी १८ मिनट के अंतराल पर, पीले रंग की घंटी १५ मिनट के अंतराल पर और हरे रंग की घंटी १२ मिनट के अंतराल पर बजती है। यदि घंटियाँ शाम ६ बजे एक साथ बजें, तो रात को कितने बजे फिर से एक साथ बजेंगी?",९
83,आज मैं सुबह १०:२० बजे स्कूल जाने के लिए घर से निकला। शाम ४:२० बजे घर वापस आया। हिसाब करता हूँ कि आज मैं कितने घंटे घर से बाहर रहा।,६
84,देव कल रात १०:२५ बजे सो गया। लेकिन आज सुबह ६:२५ बजे नींद से उठ गया। हिसाब करके देखता हूँ कि देव कितने घंटे सोया।,८
85,आज मैं अपने घर के सभी लोगों के साथ आगरा घूमने जाऊँगा। २२:३५ पर नई दिल्ली स्टेशन से ट्रेन छूटेगी। लेकिन हम २०:३५ पर ही नई दिल्ली स्टेशन पहुँच गए। हिसाब करके देखता हूँ कि हमें स्टेशन पर कितने घंटे इंतज़ार करना होगा।,२
86,घर से बस में बैठकर पिताजी के ऑफिस पहुँचने में २ घंटे २३ मिनट लगे। लेकिन वहाँ से घर लौटने में २ घंटे ३७ मिनट लगे। हिसाब करके देखता हूँ कि जाने और आने में कुल कितने घंटे लगे।,५
87,(४ घंटे ३३ मिनट) + (९ घंटे ५२ मिनट) = कितने मिनट?,८६५
88,(५ घंटे १३ मिनट) + (२ घंटे १२ मिनट) = कितने मिनट?,४४५
89,(२ घंटे ४५ मिनट) + (१ घंटा ५२ मिनट) = कितने मिनट?,२७७
90,(३ घंटे ३० मिनट) + (१ घंटा ३१ मिनट) = कितने मिनट?,३०१
91,(२ घंटे ४५ मिनट) - (१ घंटा ५२ मिनट) = कितने मिनट?,५३
92,(३ घंटे ३० मिनट) - (१ घंटा ३१ मिनट) = कितने मिनट?,११९
93,(९ घंटे ३३ मिनट) - (४ घंटे ५२ मिनट) = कितने मिनट?,२८१
94,(३ घंटे १३ मिनट) - (२ घंटे १२ मिनट) = कितने मिनट?,६१
95,(४ घंटे ३३ मिनट) + (९ घंटे २७ मिनट) = कितने घंटे?,१४
96,(२ घंटे १३ मिनट) + (४ घंटे १७ मिनट) = कितने घंटे?,६.५०
97,(१ घंटा २३ मिनट) + (४ घंटे ३७ मिनट) = कितने घंटे?,६
98,(३ घंटे २५ मिनट) + (८ घंटे ३५ मिनट) = कितने घंटे?,१२
99,(४ घंटे २८ मिनट) + (९ घंटे ३२ मिनट) = कितने घंटे?,१४
100,(२ घंटे १३ मिनट) - (२ घंटे १२ मिनट) = कितने मिनट?,१
101,(५ घंटे ३३ मिनट) - (१ घंटा ३३ मिनट) = कितने घंटे?,४
102,एक स्टील मिल में एक महीने में १२००० मीट्रिक टन रॉड बनती है। उस मिल में प्रतिदिन कितनी रॉड बनती है?,४००
103,एक हॉस्टल में प्रतिदिन ६०/७ क्विंटल चावल लगता है। हॉस्टल में एक सप्ताह में कितने क्विंटल चावल लगेगा?,६०
104,एक हॉस्टल में प्रतिदिन १५/७ क्विंटल चावल लगता है। हॉस्टल में एक सप्ताह में कितने क्विंटल चावल लगेगा?,१५
105,एक स्टील मिल में एक महीने में २४००० मीट्रिक टन रॉड बनती है। उस मिल में प्रतिदिन कितनी रॉड बनती है?,८००
106,एक कारखाने में एक यंत्र लगातार तीन दिन चलता रहता है। यंत्र कुल कितने घंटे चलता है?,७२
107,एक कारखाने में एक यंत्र लगातार ढाई दिन चलता रहता है। यंत्र कुल कितने घंटे चलता है?,६०
108,एक कारखाने में एक मशीन लगातार दो सप्ताह चलती रहती है। मशीन कुल कितने घंटे चलती है?,३३६
109,एक कारखाने में एक मशीन लगातार ढाई सप्ताह चलती रहती है। मशीन कुल कितने घंटे चलती है?,४२०
110,एक कारखाने में एक मशीन लगातार डेढ़ सप्ताह चलती रहती है। मशीन कुल कितने घंटे चलती है?,२५२
111,एक दुकानदार के पास ताश के नौ डेक हैं। उसके पास कुल कितने लाल रंग के कार्ड हैं?,२३४
112,"हाइकिंग टीम को प्रत्येक प्रतिभागी के लिए ग्लव्स की व्यवस्था करनी है। यदि कुल प्रतिभागियों की संख्या ४३ है, तो हाइकिंग टीम को न्यूनतम कितने ग्लव्स की व्यवस्था करनी होगी?",८६
113,माधव प्रतिदिन काम करता है और साप्ताहिक आधार पर ७९१ रुपये वेतन पाता है। यदि माधव इस सप्ताह ४ दिन काम पर नहीं जाए तो उसका कितना वेतन कटेगा?,३३९
114,थॉमस अपनी कार के बीमे पर प्रति वर्ष ४ हज़ार रुपये खर्च करता है। एक दशक में उसने कितने हज़ार रुपये खर्च किए?,४०
115,एक दुकानदार के पास ताश के ३ पूरे डेक और अतिरिक्त ४ ताश हैं। उसके पास कुल कितने कार्ड हैं?,१६०
116,जेडन अपने बेटे से कहता है कि यदि आकाश में पक्षियों के कुल १२ पंख हैं तो वहाँ कितने पक्षी होने चाहिए?,६
117,"पूर्वी तट से पश्चिमी तट तक एक २८ घंटे की ट्रेन है। यदि ट्रेन मंगलवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",बुधवार
118,"स्टेडियम के प्रवेश द्वार पर बड़ी संख्या में प्लेकार्ड एक विशाल टोकरी में रखे जाते हैं। स्टेडियम में प्रवेश करने वाला प्रत्येक व्यक्ति अपने प्रत्येक हाथ में एक-एक प्लेकार्ड लेता है। दोपहर बाद ३ बजे लोग स्टेडियम में प्रवेश करने लगते हैं। कुछ मिनटों बाद, लोग शिकायत करते हैं कि टोकरी खाली है और अब कोई प्लेकार्ड नहीं है। यदि टोकरी में ५६८२ प्लेकार्ड आ सकते हैं और वह शुरू में भरी हुई थी, तो उस समय तक कितने लोग स्टेडियम में प्रवेश कर चुके हैं?",२८४१
119,"पार्कर प्रतिदिन ८ घंटे सोता है। यदि आज वह सुबह ९ बजे नींद से उठा, तो वह कितने बजे सोया था?",१०
120,एक विशेष प्रजाति के पौधे की ऊँचाई प्रत्येक दशक में ७५ मीटर बढ़ती है। ४ शताब्दियों में कुल ऊँचाई की वृद्धि ज्ञात कीजिए।,३०००
121,बेंजामिन अपनी कार के बीमे पर प्रति वर्ष ३ हज़ार रुपये खर्च करता है। एक दशक में उसने कितने हज़ार खर्च किए?,३०
122,"पेनेलोपी ने पूरे साल के लिए प्रतिदिन २४ रुपये बचाने का निर्णय लिया है। साल के अंत में पेनेलोपी के कितने रुपये बचेंगे, हिसाब कीजिए।",८७६०
123,"जीव विज्ञान के शिक्षक ने देखा कि इशिता क्लास में ध्यान नहीं दे रही है और उन्होंने उससे प्रयोगशाला में कीड़ों की संख्या बताने को कहा, यदि कीड़ों के कुल ५४ पैर हैं। इशिता का उत्तर क्या होना चाहिए?",९
124,बरसात के मौसम में मेंढक हर जगह दिखने लगते हैं। एलेना ने एक तालाब में मेंढकों की कुल २० आँखें देखीं। एलेना ने कितने मेंढक देखे?,१०
125,डॉक्टर ने आर्या को लगातार २ सप्ताह तक प्रतिदिन एक सेब खाने की सलाह दी है। उसे कितने सेब खरीदने होंगे?,१४
126,एंटनी ने एक दर्जन केले खरीदे। उसने २ केले खा लिए। अब कितने बचे हैं?,१०
127,एक फार्म में जानवरों के ३८ पैर हैं और कुल १२ जानवर हैं। कुछ मुर्गियाँ हैं और कुछ भेड़ें। मुर्गियों की संख्या ज्ञात कीजिए।,५
128,"एक स्थानीय फुटबॉल क्लब के सभी खिलाड़ी मैच के तुरंत बाद अपने मोज़े धोने के लिए एक वॉशिंग मशीन का उपयोग करते हैं। यदि वॉशिंग मशीन में मोज़ों की कुल संख्या १६ है, तो कितने लोगों ने मैच खेला?",८
129,"नए साल के दिन सागर कोचिंग में शामिल हुआ। वह ३ नवंबर तक प्रतिदिन कोचिंग करता रहा। सागर को कितनी कोचिंग फीस देनी होगी, यदि दैनिक कोचिंग शुल्क ३९ रुपये है और वह साल लीप ईयर नहीं है?",११८९५
130,"काइली एक ऐसे स्कूल में पढ़ती है जहाँ क्लास शुरू होने पर और फिर क्लास खत्म होने पर घंटी बजती है। प्रत्येक क्लास के बाद १५ मिनट का ब्रेक होता है। सोमवार को काइली की क्लासें हैं: गणित, इतिहास, भूगोल, विज्ञान और संगीत। इस समय काइली अपनी भूगोल की क्लास में है। अब तक घंटी कितनी बार बज चुकी है?",५
131,एक फार्म में १३ जानवर हैं। १३ जानवरों में से ४ मुर्गियाँ हैं और बाकी भैंसें। फार्म में जानवरों के कुल कितने पैर हैं?,४४
132,एक फार्म में जानवरों के ६० पैर हैं और कुल २० जानवर हैं। कुछ मुर्गियाँ हैं और कुछ भेड़ें। भेड़ों की संख्या ज्ञात कीजिए।,१०
133,"महीने के अंत में सचिन अपने अप्रैल महीने के खर्च का हिसाब कर रहा था। उसने देखा कि उसने बर्गर पर कुल ४२० रुपये खर्च किए हैं। यदि सचिन प्रतिदिन समान संख्या में बर्गर खाता है, तो वह प्रतिदिन कितने रुपये के बर्गर खाता है?",१४
134,"महीने के अंत में सचिन अपने अगस्त महीने के खर्च का हिसाब कर रहा था। उसने देखा कि उसने बर्गर पर कुल ३७२ रुपये खर्च किए हैं। दिया गया है कि सचिन प्रतिदिन समान संख्या में बर्गर खाता है, तो वह प्रतिदिन कितने रुपये के बर्गर खाता है?",१२
135,एक तालाब में २० मेंढक और ६ मगरमच्छ रहते हैं। जानवरों की कुल आँखों की संख्या ज्ञात कीजिए।,५२
136,स्टेला एक फार्मास्युटिकल कंपनी में काम करती है और महीने में ४९१९ रुपये पाती है। पिछले साल उसने २ महीने की अवैतनिक छुट्टी ली थी। पिछले साल की उसकी वार्षिक आय ज्ञात कीजिए।,४९१९०
137,"हार्पर पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल ११ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल ३० पैर गिने। वह पहले से जानती है कि इस फार्म में केवल बत्तखें और घोड़े हैं। इस जानकारी से घोड़ों की संख्या ज्ञात कीजिए।",४
138,"हार्पर पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल ११ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल ३० पैर गिने। वह पहले से जानती है कि इस फार्म में केवल बत्तखें और घोड़े हैं। इस जानकारी से बत्तखों की संख्या ज्ञात कीजिए।",७
139,एक पार्किंग लॉट में १० कारें और २ बाइकें हैं। उस पार्किंग लॉट में पहियों की संख्या ज्ञात कीजिए।,४४
140,एक वर्गाकार पार्क के चारों ओर बाड़ लगाई गई और बाड़ की कुल लागत १७२ रुपये थी। प्रत्येक भुजा पर बाड़ की लागत कितनी है?,४३
141,"अलोक १२ बजे स्कूल जाता है। मंगलवार को अलोक की क्लासें इस क्रम में होती हैं: गणित, इतिहास, भूगोल, विज्ञान और संगीत। अभी-अभी अलोक की विज्ञान की क्लास खत्म हुई है। अब दोपहर बाद का समय क्या है?",४
142,"महीने के अंत में हडसन अपने दिसंबर के खर्च का हिसाब कर रहा था। उसने देखा कि उसने बर्गर पर कुल ४६५ रुपये खर्च किए हैं। दिया गया है कि हडसन प्रतिदिन समान संख्या में बर्गर खाता है, तो वह प्रतिदिन कितने रुपये के बर्गर खाता है?",१५
143,मेसन प्रतिदिन पाँच पैसे बचाना शुरू करता है। कितने दिनों में वह कुल ३ रुपये बचा लेगा?,६०
144,"एक फुटबॉल मैच में, प्रत्येक दर्शक को उसके दोनों हाथों के लिए रिस्टबैंड दिए गए। कुल २५० रिस्टबैंड बाँटे गए। कितने लोगों ने मैच देखा?",१२५
145,"प्रतिदिन शार्लट अपने फोन पर १६ घंटे बिताती है। यदि इस समय का आधा हिस्सा सोशल मीडिया पर खर्च होता है, तो एक सप्ताह में वह सोशल मीडिया पर कितना समय बिताती है?",५६
146,माया प्रतिदिन चार पैसे बचाने लगी। कितने दिनों में वह कुल ५ रुपये बचा लेगी?,१२५
147,"पाइपर ने एक एयर शो में रखे सभी वाणिज्यिक विमानों के पंख गिने। यदि कुल ९० पंख हों, तो कितने प्लेन थे?",४५
148,एवा और सारा ने शतरंज खेलने का निर्णय लिया लेकिन देखा कि १० मोहरे गायब हैं। कितने मोहरे मौजूद थे?,२२
