Q No.,Question,Answer
14,১৩ জন মেয়ের একটি দল নেইল পলিশ করার জন্য একটি স্পাতে গিয়েছিল। যদি প্রতিটি মেয়ের হাতের আঙ্গুল পালিশ করা হয়। স্পা কর্মীদের পালিশ করা মোট আঙ্গুলের সংখ্যা কত?,১৩০
15,৪ জন মেয়ের একটি দল নেইল পলিশ করার জন্য একটি স্পাতে গিয়েছিল। যদি প্রতিটি মেয়ের পায়ের সমস্ত আঙ্গুল পালিশ করা হয়। স্পা কর্মীদের পালিশ করা মোট আঙ্গুলের সংখ্যা কত?,৪০
16,আবির দোকান থেকে সাড়ে চার ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৫ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,৪৯
17,আবির দোকান থেকে তিন ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৮ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,২৮
18,আবির দোকান থেকে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ২ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,৪
19,আবির দোকান থেকে দেড় ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,১৪
20,আবির দোকান থেকে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে আবিরের কাছে কয়টা ভাল ডিম আছে?,২৭
21,রফিক দোকান থেকে সাড়ে পাঁচ ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৭ টা ডিম নষ্ট। তবে রফিকের কাছে কয়টা ভাল ডিম আছে?,৫৯
22,রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৭২
23,রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৩৬০
24,রফিক দোকান থেকে ডজন প্রতি ১২০ টাকা দিয়ে দেড় ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৬ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,১৮০
25,রফিক দোকান থেকে ডজন প্রতি ১৩২ টাকা দিয়ে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ২ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৬৬
26,রফিক দোকান থেকে ডিম প্রতি ১৪ টাকা করে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৮৪
27,রফিক দোকান থেকে ডিম প্রতি ১২ টাকা করে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,৩৬০
28,রফিক দোকান থেকে ডিম প্রতি ১১ টাকা করে দেড় ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ২ টা ডিম নষ্ট। তবে রফিকের কত টাকা খরচ হল?,১৯৮
29,রফিক দোকান থেকে ডিম প্রতি ৯ টাকা করে আধা ডজন ডিম নিয়ে বাসায় গেল। তবে রফিকের কত টাকা খরচ হল?,৫৪
30,রফিক দোকান থেকে ডিম প্রতি ৭ টাকা করে সাড়ে চার ডজন ডিম নিয়ে বাসায় গেল। তবে রফিকের কত টাকা খরচ হল?,৩৭৮
31,রফিক দোকান থেকে ডিম প্রতি ১১ টাকা করে আড়াই ডজন ডিম নিয়ে বাসায় গেল। তবে রফিকের কত টাকা খরচ হল?,৩৩০
32,জামাল দোকান থেকে ডিম প্রতি ১০ টাকা করে সাড়ে ছয় হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,২৬০
33,জামাল দোকান থেকে ডিম প্রতি ১১ টাকা করে সাড়ে তিন হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,১৫৪
34,জামাল দোকান থেকে ডিম প্রতি ৫ টাকা করে সাড়ে চার হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,৯০
35,জামাল দোকান থেকে ডিম প্রতি ৯ টাকা করে আড়াই হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,৯০
36,জামাল দোকান থেকে ডিম প্রতি ৭ টাকা করে আড়াই হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,৭০
37,জামাল দোকান থেকে ডিম প্রতি ১২ টাকা করে দেড় হালি ডিম নিয়ে বাসায় গেল। তবে জামালের কত টাকা খরচ হল?,৭২
38,রফিক দোকান থেকে ডিম প্রতি ১০ টাকা করে সাড়ে ছয় ডজন ডিম নিয়ে বাসায় গেল। তবে রফিকের কত টাকা খরচ হল?,৭৮০
39,রফিক দোকান থেকে ডিম প্রতি ১৪ টাকা করে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৬ টা ডিম নষ্ট। তবে রফিকের কত টাকার ডিম নষ্ট হল না?,০
40,রফিক দোকান থেকে ডিম প্রতি ৩৩ টাকা করে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৪ টা ডিম নষ্ট। তবে রফিকের কত টাকার ডিম নষ্ট হল না?,৮৫৮
41,রফিক দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে রফিকের কত টাকা ক্ষতি হল?,৩৬
42,তাহসান দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে দেড় ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৫ টা ডিম নষ্ট। তবে তাহসানের কত টাকার ডিম নষ্ট হল না?,১৫৬
43,তাহসান দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৮ টা ডিম নষ্ট। তবে কত টাকার ডিম নষ্ট হল না?,২৬৪
44,তাহসান দোকান থেকে ডজন প্রতি ১৪৪ টাকা দিয়ে সাড়ে পাঁচ ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৩৬
45,তাহসান দোকান থেকে ডজন প্রতি ১২০ টাকা দিয়ে আড়াই ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৩০
46,তাহসান দোকান থেকে ডজন প্রতি ১২০ টাকা দিয়ে দেড় ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৫ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৫০
47,তাহসান দোকান থেকে ডজন প্রতি ১২০ টাকা দিয়ে সাড়ে তিন ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৮ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৮০
48,তাহসান দোকান থেকে ডজন প্রতি ১৩২ টাকা দিয়ে আধা ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৬ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৬৬
49,তাহসান দোকান থেকে ১৩২ টাকা দিয়ে এক ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৩ টা ডিম নষ্ট। তবে তাহসানের কত টাকা ক্ষতি হল?,৩৩
50,অশিমের দোকানে ৩০ ডজন ডিম আছে। অশিম প্রতি ডজন ডিম ১৪৪ টাকা করে বিক্রি করে। প্রান্তিক অশিমের দোকান থেকে মোট ডিমের ২৫% ক্রয় করলে প্রান্তিকের কত টাকা বিল দিতে হবে?,১০৮০
51,অশিমের দোকানে ২০ ডজন ডিম আছে। অশিম প্রতিটি ডিম ১০ টাকা করে বিক্রি করে। প্রান্তিক অশিমের দোকান থেকে মোট ডিমের ৭৫% ক্রয় করলে প্রান্তিকের কত টাকা বিল দিতে হবে?,১৮০০
52,অশিমের দোকানে ৫০ ডজন ডিম আছে। অশিম প্রতি ডজন ডিম ১২০ টাকা করে বিক্রি করে। প্রান্তিক অশিমের দোকান থেকে মোট ডিমের ৭৫% ক্রয় করলে প্রান্তিকের কত টাকা বিল দিতে হবে?,৪৫০০
53,"একটি এলাকায় ৩০০ জন মানুষ আছে, যাদের প্রত্যেকের ১ টি করে পোষা কুকুর আছে। যদি এলাকার সবাই একসাথে একটি মাঠে তাদের কুকুর নিয়ে উপস্থিত হয়। তবে ওই মুহূর্তে ওই মাঠে মোট কয়টি পা থাকবে?",১৮০০
54,"একটি এলাকায় ৮০ জন মানুষ আছে, যাদের প্রত্যেকের ২ টি করে পোষা কুকুর আছে। যদি এলাকার সবাই একসাথে একটি মাঠে তাদের কুকুর নিয়ে উপস্থিত হয়। তবে ওই মুহূর্তে ওই মাঠে মোট কয়টি পা থাকবে?",৮০০
55,"একটি এলাকায় ১২০ জন মানুষ আছে, যাদের প্রত্যেকের ২ টি করে পোষা কুকুর আছে। যদি এলাকার সবাই একসাথে একটি মাঠে তাদের কুকুর নিয়ে উপস্থিত হয়। তবে ওই মুহূর্তে ওই মাঠে মোট কয়টি পা থাকবে?",১২০০
56,"একটি এলাকায় ১০০ জন মানুষ আছে, যাদের প্রত্যেকের ১ টি করে পোষা কুকুর আছে। যদি এলাকার সবাই একসাথে একটি মাঠে তাদের কুকুর নিয়ে উপস্থিত হয়। তবে ওই মুহূর্তে ওই মাঠে মোট কয়টি পা থাকবে?",৬০০
57,আসিফের খামারে মোট ১২৩ টি গরু ও ৪৫ টি ছাগল আছে । তার খামারের পশুগুলোর মোট কয়টি পা আছে?,৬৭২
58,আসিফের খামারের পশুগুলোর মোট ৪৬০ টি পা আছে। তার খামারে মোট কত গুলা গরু আছে?,১১৫
59,অশিমের দোকানে ৭০ ডজন ডিম আছে। আশিম প্রতি ডজন ডিম ২৪০ টাকা করে বিক্রি করে। প্রান্তিক অশিমের দোকান থেকে মোট ডিমের ৩০% ক্রয় করলে প্রান্তিকের কত টাকা বিল দিতে হবে?,৫০৪০
60,ফেব্রুয়ারি মাসের ৩০ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
61,আবিরের মা বললো জিসানের জন্ম এপ্রিল মাসের পরের মাসে কিন্তু আবির জিসানের থেকে এক মাসের বড়। মে মাসে  জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,১
62,আবিরের মা বললো জিসানের জন্ম এপ্রিল মাসের পরের মাসে কিন্তু আবির জিসানের থেকে এক মাসের বড়। জুন মাসে জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
63,আবিরের মা বললো জিসানের জন্ম এপ্রিল মাসের পরের মাসে কিন্তু আবির জিসানের থেকে এক মাসের বড়। মে মাসে আবিরের জন্মদিন হওয়ার সম্ভাবনা কত?,০
64,আবিরের মা বললো জিসানের জন্ম এপ্রিল মাসের পরের মাসে কিন্তু আবির জিসানের থেকে এক মাসের বড়। এপ্রিল মাসে আবিরের জন্মদিন হওয়ার সম্ভাবনা কত?,১
65, জিসানের জন্মদিন মার্চ মাসে হলে। মার্চ মাসের ৩১ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,১/৩১
66,মে মাসের ৩৩ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
67,জুন মাসের ৩১ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
68,সেপ্টেম্বর মাসের ৩১ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
69,এপ্রিল মাসের ৩১ তারিখ জিসানের জন্মদিন হওয়ার সম্ভাবনা কত?,০
70,একটি কারখানায় ৩ দিনে ৩৩৯টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,৩১৬৪
71,একটি কারখানায় ৫ দিনে ২৪৫০টি মোটরসাইকেল তৈরি হয়। ৫ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,১৭১৫০
72,একটি কারখানায় ৫ দিনে ৫০০টি মোটরসাইকেল তৈরি হয়। ৩ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,২১০০
73,একটি কারখানায় ২ দিনে ৩৬০টি মোটরসাইকেল তৈরি হয়। ৫ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,৬৩০০
74,একটি কারখানায় ৩ দিনে ৯০০টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,৮৪০০
75,একটি কারখানায় ৩ দিনে ১৫০০টি মোটরসাইকেল তৈরি হয়। ৬ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,২১০০০
76,একটি কারখানায় ২ দিনে ৪৫০টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,৬৩০০
77,একটি কারখানায় ৫ দিনে ২৪৫০টি মোটরসাইকেল তৈরি হয়। ৪ সপ্তাহে ওই কারখানায় কতটি মোটরসাইকেল তৈরি হবে।,১৩৭২০
78,মিনা ৪ মিনিটে ২০০ মিটার হাঁটে। আধা ঘন্টায় সে কত মিটার হাটতে পারবে?,১৫০০
79,"২টি ঘণ্টা আছে। একটি ১২ মিনিট পরপর এবং অপরটি ৫ মিনিট পরপর বাজে। যদি ঘণ্টা ২টি একসাথে বিকাল ৩ টার সময় বাজে, বিকাল কয়টায় পুনরায় একসাথে বাজবে?",৪
80,"একটি বাস স্টেশন থেকে ক কোম্পানির বাস ১৫ মিনিট পরপর এবং খ কোম্পানির বাস ২৫ মিনিট পরপর ছাড়ে। যদি সকাল ৮:৪৫ এ দুইটি কোম্পানির বাস একসাথে ছাড়ে, পরবর্তীতে সকালে কয়টায় পুনরায় একসাথে ছাড়বে?",১০
81,একজন শিক্ষক ৪০ জন ছাত্র এবং ২৪ জন ছাত্রীকে কতগুলো দলে ভাগ করে দিলেন যেন প্রত্যেক দলে ছাত্র ও ছাত্রীর সংখ্যা সমান থাকে এবং কোনো শিক্ষার্থী অবশিষ্ট না থাকে। সর্বোচ্চ কতটি দলে ভাগ করা যাবে এবং প্রতি দলে কতজন ছাত্র এবং ছাত্রী থাকবে তা নির্ণয় কর।,১২০
82,"তিনটি ভিন্ন রং এর ঘণ্টা আছে। লাল রং এর ঘন্টা ১৮ মিনিট পরপর, হলুদ রং এর ঘণ্টা ১৫ মিনিট পরপর এবং সবুজ রং এর ঘন্টা ১২ মিনিট পরপর বাজে। ঘণ্টাগুলো সন্ধ্যা ৬টায় একসাথে বাজলে, রাত কয়টায় পুনরায় কখন একসাথে বাজবে ?",৯
83,আজ আমি সকাল ১০ঃ২০ টায় এ স্কুলে যাব বলে বাড়ি থেকে বের হয়েছি। বিকাল ৪ঃ২০ টায় এ বাড়ি ফিরে এলাম। আজ আমি কত ঘন্টা বাড়ির বাহিরে ছিলাম হিসাব করি।,৬
84,দেবা কাল রাত ১০ঃ২৫ টায় শুয়ে পড়লো। কিন্তু আজ সকাল ৬ঃ২৫ টায় ঘুম থেকে উঠে পড়লো। হিসাব করে দেখি দেবা কত ঘন্টা ঘুম গেলো।,৮
85,আজ আমি আমার বাড়ির সকলের সাথে পুরী বেড়াতে যাব। ২২ঃ৩৫ -এ হাওড়া স্টেশন থেকে ট্রেন ছাড়বে। কিন্তু আমরা ২০ঃ৩৫ -এ হাওড়া স্টেশনে পৌছেঁ গেছি। হিসাব করে দেখি আমাদের স্টেশনে কত ঘন্টা অপেক্ষা করতে হবে।,২
86,বাড়ি থেকে বাসে চেপে বাবার অফিসে পৌছাঁতে ২ ঘণ্টা ২৩ মিনিট সময় লেগেছে। কিন্তু সেখান থেকে বাড়ি ফিরতে ২ ঘণ্টা ৩৭ মিনিট সময় লেগেছে। হিসাব করে দেখি যেতে ও আসতে মোট কত ঘন্টা সময় লাগল।,৫
87,(৪ ঘণ্টা ৩৩ মিনিট ) + ( ৯ ঘণ্টা ৫২ মিনিট ) = কত মিনিট?,৮৬৫
88,(৫ ঘণ্টা ১৩ মিনিট ) + ( ২ ঘণ্টা ১২ মিনিট ) = কত মিনিট?,৪৪৫
89,(২ ঘণ্টা ৪৫ মিনিট ) + ( ১ ঘণ্টা ৫২ মিনিট ) = কত মিনিট?,২৭৭
90,(৩ ঘণ্টা ৩০ মিনিট ) + ( ১ ঘণ্টা ৩১ মিনিট ) = কত মিনিট?,৩০১
91,(২ ঘণ্টা ৪৫ মিনিট ) - ( ১ ঘণ্টা ৫২ মিনিট ) = কত মিনিট?,৫৩
92,(৩ ঘণ্টা ৩০ মিনিট ) - ( ১ ঘণ্টা ৩১ মিনিট ) = কত মিনিট?,১১৯
93,(৯ ঘণ্টা ৩৩ মিনিট ) - ( ৪ ঘণ্টা ৫২ মিনিট ) = কত মিনিট?,২৮১
94,(৩ ঘণ্টা ১৩ মিনিট ) - ( ২ ঘণ্টা ১২ মিনিট ) = কত মিনিট?,৬১
95,(৪ ঘণ্টা ৩৩ মিনিট ) + ( ৯ ঘণ্টা ২৭ মিনিট ) = কত ঘন্টা?,১৪
96,(২ ঘণ্টা ১৩ মিনিট ) + ( ৪ ঘণ্টা ১৭ মিনিট ) = কত ঘন্টা?,৬.৫০
97,(১ ঘণ্টা ২৩ মিনিট ) + ( ৪ ঘণ্টা ৩৭ মিনিট ) = কত ঘন্টা?,৬
98,(৩ ঘণ্টা ২৫ মিনিট ) + ( ৮ ঘণ্টা ৩৫ মিনিট ) = কত ঘন্টা?,১২
99,(৪ ঘণ্টা ২৮ মিনিট ) + ( ৯ ঘণ্টা ৩২ মিনিট ) = কত ঘন্টা?,১৪
100,(২ ঘণ্টা ১৩ মিনিট ) - ( ২ ঘণ্টা ১২ মিনিট ) = কত মিনিট?,১
101,(৫ ঘণ্টা ৩৩ মিনিট ) - ( ১ ঘণ্টা ৩৩ মিনিট ) = কত ঘন্টা?,৪
102,একটি স্টিল মিলে এক মাসে ১২০০০ মেট্রিকটন রড তৈরি হয়। ঐ মিলে দৈনিক কী পরিমাণ রড তৈরী হয়?,৪০০
103,"একটি হোস্টেলে প্রতিদিন ৬০/৭ কুইন্টাল চাল লাগে। হোস্টেলটিতে এক সপ্তাহে কত কুইন্টাল চাল
লাগবে?",৬০
104,"একটি হোস্টেলে প্রতিদিন ১৫/৭ কুইন্টাল চাল লাগে। হোস্টেলটিতে এক সপ্তাহে কত কুইন্টাল চাল
লাগবে?",১৫
105,একটি স্টিল মিলে এক মাসে ২৪০০০ মেট্রিকটন রড তৈরি হয়। ঐ মিলে দৈনিক কী পরিমাণ রড তৈরী হয়?,৮০০
106,একটি কারখানায় একটি যন্ত্র টানা তিনদিন চলতে থাকে। যন্ত্রটি মোট কত ঘণ্টা চলে?,৭২
107,একটি কারখানায় একটি যন্ত্র টানা আড়াই দিন চলতে থাকে। যন্ত্রটি মোট কত ঘণ্টা চলে?,৬০
108,একটি কারখানায় একটি মেশিন টানা দুই সপ্তাহ চলতে থাকে। মেশিনটি মোট কত ঘণ্টা চলে?,৩৩৬
109,একটি কারখানায় একটি মেশিন টানা আড়াই সপ্তাহ চলতে থাকে। মেশিনটি মোট কত ঘণ্টা চলে?,৪২০
110,একটি কারখানায় একটি মেশিন টানা দেড় সপ্তাহ চলতে থাকে। মেশিনটি মোট কত ঘণ্টা চলে?,২৫২
111,একজন দোকানদারের কাছে তাসের নয়টি ডেক আছে। তার মোট কয়টি লাল রঙের কার্ড আছে?,২৩৪
112,"হাইকিং দলকে প্রত্যেক অংশগ্রহণকারীর জন্য গ্লাভসের ব্যবস্থা করতে হবে। যদি মোট অংশগ্রহণকারীদের সংখ্যা ৪৩ হয়, তাহলে হাইকিং দলকে সর্বনিম্ন কত সংখ্যক গ্লাভস ব্যবস্থা করতে হবে?",৮৬
113,মাতের প্রতিদিন কাজ করে এবং সাপ্তাহিক ভিত্তিতে ৭৯১ টাকা বেতন পান। মাতের যদি এই সপ্তাহে ৪ দিন কাজে না যান তবে তার বেতন কত কাটা যাবে?,৩৩৯
114,থমাস তার গাড়ী বীমা প্রতি বছর ৪ হাজার টাকা খরচ করে. এক দশকে তিনি কত হাজার টাকা খরচ করেছেন?,৪০
115,একজন দোকানদারের ৩টি সম্পূর্ণ ডেক তাস এবং একটি অতিরিক্ত ৪টি তাস রয়েছে৷ তার মোট কত কার্ড আছে?,১৬০
116,জেডেন তার ছেলেকে বলে যে আকাশে মোট ১২ টি পাখির ডানা থাকলে সেখানে কতটি পাখি থাকা উচিত?,৬
117,"পূর্ব উপকূল থেকে পশ্চিম উপকূলে একটি ২৮ ঘন্টা ট্রেন আছে। ট্রেনটি যদি মঙ্গলবার পূর্ব উপকূল থেকে খুব ভোরে যাত্রা শুরু করে, তাহলে কোন দিন গন্তব্যে পৌঁছাবে?",বুধবার
118,"স্টেডিয়ামের প্রবেশপথে বিশাল সংখ্যক প্ল্যাকার্ড একটি বিশাল ঝুড়িতে রাখা হয়। স্টেডিয়ামে প্রবেশকারী প্রত্যেক ব্যক্তি প্রতিটি হাতে একটি করে প্ল্যাকার্ড সংগ্রহ করে। বিকেল ৩টায় স্টেডিয়ামে প্রবেশ করতে শুরু করে মানুষ। কয়েক মিনিট পরে, লোকেরা অভিযোগ করে যে ঝুড়িটি খালি এবং আর কোনও প্ল্যাকার্ড নেই। যদি ঝুড়িতে ৫৬৮২টি প্ল্যাকার্ড থাকতে পারে এবং এটি শুরুতে পূর্ণ ছিল, তবে সেই সময় পর্যন্ত কত লোক স্টেডিয়ামে প্রবেশ করেছে?",২৮৪১
119,"পার্কার প্রতিদিন ৮ ঘন্টা ঘুমায়। আজ যদি তিনি সকাল ৯টায় ঘুম থেকে ওঠেন, তাহলে কতক্ষণে তিনি ঘুমোতেন?",১০
120,একটি নির্দিষ্ট প্রজাতির উদ্ভিদের উচ্চতা প্রতি দশকে ৭৫ মিটার বৃদ্ধি পায়। ৪ শতকে মোট উচ্চতা বৃদ্ধি নির্ণয় কর?,৩০০০
121,বেঞ্জামিন তার গাড়ী বীমার জন্য প্রতি বছর ৩ হাজার টাকা ব্যয় করে। এক দশকে তিনি কত হাজার খরচ করেছেন?,৩০
122,পেনেলোপ সারা বছরের জন্য প্রতিদিন ২৪ টাকা সঞ্চয় করার সিদ্ধান্ত নিয়েছে। বছরের শেষে পেনেলোপের কত টাকা সঞ্চয় হবে তা হিসাব করুন।,৮৭৬০
123,জীববিজ্ঞানের শিক্ষক লক্ষ্য করেন যে ইকরা ক্লাসে মনোযোগ দিচ্ছেন না এবং তাকে পরীক্ষাগারে পোকামাকড়ের সংখ্যা রিপোর্ট করতে বলেন যদি মোট ৫৪টি পোকার পা থাকে। ইকরা এর উত্তর কি হওয়া উচিত?,৯
124,বর্ষাকালে ব্যাঙ সর্বব্যাপী হয়ে ওঠে। এলেনা একটি পুকুরে মোট ২০টি ব্যাঙের চোখ দেখেছিল। এলেনা কয়টি ব্যাঙ দেখেছে?,১০
125,ডাক্তার আরিয়াকে একটানা ২ সপ্তাহ ধরে প্রতিদিন একটি করে আপেল খাওয়ার পরামর্শ দিয়েছেন। তার কত আপেল কিনতে হবে?,১৪
126,অ্যান্টনি এক ডজন কলা কিনেছে। সে ২টি কলা খেয়েছে। এখন কয়জন বাকি আছে?,১০
127,একটি খামারে ৩৮টি প্রাণীর পা এবং মোট ১২টি প্রাণী রয়েছে। কেউ মুরগি আবার কেউ ভেড়া। মুরগির সংখ্যা নির্ণয় কর।,৫
128,"একটি স্থানীয় ফুটবল ক্লাবের সমস্ত খেলোয়াড় ম্যাচের পরপরই তাদের মোজা ধোয়ার জন্য একটি ওয়াশিং মেশিন ব্যবহার করে। যদি ওয়াশিং মেশিনে মোট মোজার সংখ্যা ১৬ হয়, তাহলে কতজন লোক ম্যাচ খেলেছে?",৮
129,"নতুন বছরের দিনে কোচিংয়ে যোগ দেন সায়্যার। তিনি ৩ নভেম্বর পর্যন্ত প্রতিদিন কোচিং করতেন। সায়্যার কে কত কোচিং ফি দিতে হবে, যদি দৈনিক কোচিং চার্জ ৩৯ টাকা হয় এবং বছরটি লিপ ইয়ার না হয়?",১১৮৯৫
