Q No.,Question,Answer
13,সাজিদ একজন ১৮ বছরের ছেলে। তার ডান হাতের বুড়ো আঙুল ও বাম হাতের  তর্জনী নেই। তার দুটি হাতে মোট _____ টি আঙুল।,৮
14,১২টি কলম এবং ৩০টি খাতার মূল্য একত্রে ১৯২ টাকা। একটি কলমের মূল্য ২ টাকা হলে একটি খাতার মূল্য _____ টাকা। ,৫.৬০
15,মিনা ৪ মিনিটে ২০০ মিটার হাঁটে। আধা ঘন্টায় সে _____ মিটার হাটতে পারবে।,১৫০০ 
16,"তিনটি সংখ্যার যোগফল ৫৪৫২ । সংখ্যা তিনটি হল  ২৫৬৩ , _____ এবং ১২৪৫।",১৬৪৪
17,তাহসান দোকান থেকে চার ডজন ডিম নিয়ে বাসায় গেল। বাসায় গিয়ে সে দেখল ৫ টা ডিম নষ্ট এবং _____ টি ভাল ডিম আছে।,৪৩
18,নীলার কাছে ৯ টি নীল বেলুন ছিল এবং সে আরও ২ টি পেয়েছে। নীলার কাছে এখন _____ নীল বেলুন আছে।,১১
19,সীতা অপেক্ষা রায়হানের ৩৯০ টাকা বেশি আছে। শিমুল অপেক্ষা সীতার ৪৭০ টাকা কম আছে। শিমুলের কাছে ৮৯০ টাকা আছে। সীতার কাছে _____ টাকা আছে ।,৪২০
20,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। ৩০০ বছর পর বট গাছটির বয়স _____ বছর হবে।,২১২৯
21,মা এবং পুত্রের বয়সের সমষ্টি ৬০ বছর। মায়ের বয়স পুত্রের বয়সের ৩ গুণ। তাহলে মায়ের বয়স _____  বছর।, ৪৫
22,রাবেয়া ১৫৩ টাকা দিয়ে ৩টি খাতা কিনল।তাহলে ২২টি খাতা কিনতে তার _____ টাকা লাগবে।,১১২২
23,৫টি গরু এবং ৩টি ছাগলের মূল্য একত্রে ৪৫০৮০০ টাকা। একটি ছাগলের মূল্য ৪৫৬০ টাকা। তাহলে একটি গরুর মূল্য _____ টাকা।,৮৭৪২৪
24,রতন এবং জহিরের বেতন একত্রে ১৯৯৫০ টাকা। রতন অপেক্ষা জহির ২৪৫০ টাকা বেশি পায়। রতন _____ টাকা বেতন পায়।, ৮৭৫০
25,"আবিরের কাছে ১০ টি ১০ টাকার নোট, ১০ টি ২০ টাকার নোট ও ১০ টি ৫০ টাকার নোট আছে। তাহলে সর্বনিম্ন _____ টি নোট ব্যবহার করে সে ১৯০ টাকা পরিশোধ করতে পারবে।",৫
26,"আবিরের কাছে ১০ টি ১০ টাকার নোট, ১০ টি ২০ টাকার নোট ও ১০ টি ৫০ টাকার নোট আছে। তাহলে সর্বনিম্ন _____ টি নোট ব্যবহার করে সে ২০০ টাকা পরিশোধ করতে পারবে।",৪
27,২৫ লিটার ৫০ লিটারের _____ %।,১২.৫০
28,১২০ কিলোগ্রামের ২০% হলো _____ কিলোগ্রাম।,২৪
29,১৬ জন লোক হলো _____ জন লোকের ৩২%।,৫০
30,"ইসাবেলার চুল ১৮ ইঞ্চি লম্বা। সে যদি ৪ ইঞ্চি কেটে ফেলে, তাহলে তার চুল _____ ইঞ্চি লম্বা হবে।",১৪
31,সিন্ডির মা ৪১ টি কুকি তৈরি করেছেন। পলের বাবা ৩০ টি খেয়ে ফেললে _____ টি কুকি বাকি আছে।,১১
32,"একটি সিনেমা থিয়েটার প্রাপ্তবয়স্কদের জন্য ৭.৫০ টাকা এবং শিশুদের জন্য ৪.৫০ টাকা চার্জ করে। একটি সিনেমা দেখানোর রসিদ ছিল ৫৪০ টাকা। যদি ৮০  টি টিকিট বিক্রি হয়, তাহলে _____ টি প্রাপ্তবয়স্ক টিকিট বিক্রি হয়েছে।",৬০
33,"দুটি সংখ্যার যোগফল ১৮ । যদি দ্বিগুণ ছোট সংখ্যাটি বড়টির চেয়ে ৬ বেশি হয়, তাহলে বড় সংখ্যাটি _____ হবে।",৮
34,মেলিসার ৮৮ টি কলা আছে। জোশুয়া মেলিসার সাথে আর ৪ টি শেয়ার করেছেন। মেলিসার _____ কলা থাকবে।,৯২
35," একটি সংখ্যা  অন্যটির দ্বিগুণের চেয়ে ৯ কম, এবং তাদের যোগফল ৪২। বড় সংখ্যাটি _____।",২৫
36,"দুইটি সংখ্যার মধ্যে একটি অন্যটির তিনগুণ। তাদের যোগফল ১২৪ হলে, বড় সংখ্যাগুলি _____।",৮
37,"একটি পূর্ণসংখ্যা অন্যটির দ্বিগুণ, এবং তাদের যোগফল হল ৯৬। বড় পূর্ণসংখ্যাটি _____।",৯৩
38,"এই বছর একটি স্পোর্ট ইউটিলিটি ভেহিকেলের মূল্য ১৬০০০ ডলার, যা গত বছরের মূল্যের ০.৮ গুন। গত বছরের গাড়ির মূল্য _____ ডলার।",২০০০০
39,৫ এবং একটি সংখ্যার যোগফল ২০ হলে সংখ্যাটি _____।,১৫
40,অ্যাডাম বিড়ালের খাবারের ৯ প্যাকেজ কিনেছিলেন যাতে প্রতিটিতে ১০ টি ক্যান ছিল। এছাড়াও তিনি কুকুরের খাবারের ৭ প্যাকেজ কিনেছেন যার প্রতিটির ভিতরে ৫ টি ক্যান রয়েছে। তার নিকট সব মিলিয়ে _____ ক্যান পোষা খাবার আছে।,১২৫
41,পিতা পুত্রের বর্তমান বয়সের পার্থক্য ১৫ বছর । ৩০ বছর পর তাদের বয়সের পার্থক্য _____ বছর হবে।,১৫
42,১৭১৬ মিটার লম্বা একটি ভারকে ৭৮টি সমানভাগে ভাগ করা হলে প্রতিভাগের দৈর্ঘ্য _____ মিটার হবে।,২২
43,৮৫ কেজি চালের দাম ২২৯৫ টাকা হলে ১ কেজি চালের দাম _____ টাকা।,২৭
44,তোমার কাছে ২৭৮৪টি পুঁতি আছে। একটি মালা তৈরি করতে ৯৮টি পুঁতি লাগে। সবগুলো পুঁতি ব্যবহার করে তুমি এরূপ _____ টি মালা তৈরি করতে পারবে।,২৮
45,৫০০টি পেনসিল থেকে প্রতি বক্সে ১২টি করে পেনসিল রাখলে _____ টি বক্সের প্রয়োজন পড়বে।,৪১
46,তুমি ৯৯ জন খেলোয়াড় থেকে ১১ সদস্য বিশিষ্ট _____ টি ফুটবল দল গঠন করতে পারবে।,৯
47, রূপা ও মনির কাছে একসাথে ৮৭৫ টাকা রয়েছে। মনির কাছে রূপার চেয়ে ১২৫ টাকা বেশি রয়েছে। মনির নিকট _____ টাকা আছে ।,৫০০
48,পিতা-পুত্রের বয়সের সমষ্টি ৫৫ বছর। পিতার বয়স পুত্রের বয়সের ৪ গুণ। পৃথকভাবে পিতা ও পুত্রের বয়স _____ বছর ।,৪৪
49,৪টি মুরগি এবং ৩টি হাঁসের দাম একত্রে ৬৩৯ টাকা। ১টি হাঁসের দাম ৮৫ টাকা হলে ১টি মুরগির দাম _____ টাকা।,৯৬
50,_____ সংখ্যাটি ১৫৪৩ থেকে ৫০০ বড়।,২০৪৩
51,"গ্রামবাসীরা গ্রামের রাস্তা মেরামতের জন্য টাকা তোলার সিদ্ধান্ত নিলেন । গ্রামে ৩২৪টি পরিবার আছে। যদি প্রত্যেক পরিবার যদি ২৫০ টাকা করে জমা দেয়, তাহলে সর্বমোট _____ টাকা হবে।",৮১০০০
52,"একটি কোম্পানির ব্যবসায় ৯৫২০০ টাকা লাভ হলো এবং তা কর্মচারীদের মধ্যে সমানভাবে ভাগ করে দেওয়ার সিদ্ধান্ত হলো । যদি প্রত্যেক কর্মচারী ৮০০ টাকা করে পান, তাহলে _____ জন কর্মচারী কোম্পানিটিতে কাজ করে।",১১৯
53,আলতাফ সাহেবের মাসিক বেতন ৯৮৭০ টাকা। প্রতি মাসে তিনি ৩৮০০ টাকা বাসা ভাড়া বাবদ এবং ৫৬৫০ টাকা পরিবারের প্রয়োজন বাবদ খরচ করেন। অবশিষ্ট টাকা তিনি একটি ব্যাংকে জমা রাখেন। তিনি বছরে _____ টাকা ব্যাংকে জমা রাখেন।,৫০৪০
54,১৮টি ডিমের দাম ৭২ টাকা।  তাহলে এরূপ ১৫টি ডিম ক্রয় করতে _____ টাকার প্রয়োজন।,৬০
55,৪টি কলমের মূল্য ৮০ টাকা। ১০টি কলমের মূল্য _____ টাকা।,২০০
56,১২টি প্লেট এবং ২০টি কাপের মূল্য একত্রে ৩৯২০ টাকা। একটি কাপের মূল্য ১৪৫ টাকা এবং একটি প্লেটের মূল্য _____ টাকা।,৮৫
57,"একটি মুদি দোকানে একটি খাতা ১৮ টাকায়, একটি পেনসিল ৮ টাকায় এবং একটি জ্যামিতিক ত্রিকোণি ২৫ টাকায় বিক্রি হয়। আমরা ৪টি খাতা, ৮টি পেনসিল এবং ২টি জ্যামিতিক ত্রিকোণ কেনার সময় ৫০০ টাকা দিলে _____ টাকা ফেরত পাব।",৩১৪
58,একটি মোটরসাইকেল ১২ লিটার পেট্রল দিয়ে ৩০০ কি.মি. যেতে পারে। তাহলে ১০০ কি.মি. যাওয়ার জন্য _____ লিটার পেট্রল লাগবে।,৪
59,১০টি গরু এবং ৫টি ছাগলের মূল্য একত্রে ৯৪৫০০০ টাকা। একটি ছাগলের মূল্য ৬৫৬০ টাকা এবং একটি গরুর মূল্য _____ টাকা।,৯১২২০
60,জালাল সাহেবের মাসিক বেতন ৮৭৬৫ টাকা। প্রতি মাসে তিনি ৩২২৫ টাকা বাড়িভাড়া এবং ৪৮৫০ টাকা অন্যান্য জিনিস ক্রয়ে খরচ করেন। অবশিষ্ট টাকা তিনি ব্যাংকে জমা রাখেন। তিনি ৮ মাসে _____ টাকা জমা করেন।,৫৫২০
61,ফরিদা এবং ফাতেমার বেতন একত্রে ১৯৯৫০ টাকা । ফরিদা অপেক্ষা ফাতেমা ২৪৫০ টাকা বেশি পায়। ফরিদার বেতন _____ টাকা।,৮৭৫০
62,রাজু এবং রনির একত্রে ৬৯০টি লিচু আছে। রাজু অপেক্ষা রনির ৮৬টি লিচু কম আছে। রাজুর _____ টি লিচু আছে।,৩৮৮
63,মা এবং পুত্রের বয়সের সমষ্টি ৬০ বছর। মায়ের বয়স পুত্রের বয়সের ৩ গুণ। মায়ের বয়স _____ বছর।,৪৫
64,"ভাজক ৭৮, ভাগফল ২৫ এবং ভাগশেষ হলো ভাজকের এক তৃতীয়াংশ হলে ভাজ্য _____ হবে।",১৯৭৬
65,"ভাজ্য ৮৯০৩, ভাজক ৮৭ এবং ভাগশেষ ২৯ হলে ভাগফল _____ হবে।",১০২
66,একটি কারখানায় ৭ দিনে ২৫২০টি সাইকেল তৈরি হয়। তবে ওই কারখানায় ৩ সপ্তাহে _____ টি সাইকেল তৈরি হবে।,৭৫৬০
67,আয়েশা ৭২ টাকা দিয়ে ৩টি খাতা কিনল। ১২টি খাতা কিনতে তার _____ টাকা লাগবে ।,২৮৮
68,"যদি ৮ কেজি পোলাওয়ের চালের মূল্য ৯৬০ টাকা হয়, তাহলে ৪৮০০ টাকা দিয়ে _____ কেজি চাল কেনা যাবে।",৪০ 
69,৭/৫ মি ও ৪/৫ মি দৈর্ঘ্যের দুইটি ফিতা একত্রে _____ মিটার।,১১/৫
70,"এক বক্স আইসক্রিম তৈরিতে ২/৭ লিটার দুধ প্রয়োজন হয়। এরকম ৩ বক্স
আইসক্রিম তৈরি করতে _____ লিটার দুধ প্রয়োজন হবে।",৬/৭
71,একটি বোর্ডের ৩/৪ বর্গ মি রঙিন করতে ১ ডেসি লি রং লাগে। ৪ ডেলি লি রং দ্বারা _____ বর্গ মি রং করা যাবে।,৩
72,এক বাটি পায়েস তৈরি করতে ২ কিলোগ্রাম চিনি লাগে। এরূপ ১৪ বাটি পায়েস তৈরি করতে _____ কিলোগ্রাম চিনি লাগবে ।,২৮
73,"৪/৫ লিটার শরবত ২ জনকে সমানভাবে ভাগ করে দিলে প্রত্যেকে _____ লিটার
শরবত পাবে।",২/৫
74,৮/৯ লিটার দুধ ৫ জনকে সমানভাবে ভাগ করে দিলে প্রত্যেকে _____ লিটার দুধ পাবে।,৮/৪৫
75,"৩/৫ বর্গ মি ক্ষেত্রফল এর জন্য ২ ডেসি লি রং লাগে। ১ ডেসি লি রং দ্বারা _____ বর্গ মি
ক্ষেত্রফল রং করা যাবে।",৩/১০
76,১ ডেসি লি রং দ্বারা ৮/৯ বর্গ মি রং করা যায় । ৫/৮ ডেসি লি রং দ্বারা _____ বর্গ মি রং করা যাবে।,৫/৯
77,"একটি বাগানের ক্ষেত্রফল ২০ বর্গ মি। এই বাগানের ৫/৬ অংশ ফুল চাষ করা হয়েছে, চাষ করা অংশের ক্ষেত্রফল _____ বর্গ মি।",১৬.৬৬
78,"৪টি দুধের প্যাকেটের প্রত্যেকটিতে ০.২ লিটার করে দুধ আছে। সব প্যাকেটের দুধ
একত্রে করলে _____ লিটার দুধ হবে ।",০.৮০
79,৫টি কাপ আছে যার প্রত্যেকটির ওজন ০.৩ কেজি। ৫টি কাপের ওজন একত্রে _____ কেজি।,১.৫০
80,৭ প্যাকেট দুধের প্রত্যেকটিতে ০.০৮ লিটার দুধ আছে। এরূপ ৭টি প্যাকেটে মোট _____ লিটার দুধ আছে ।,০.৫৬
81,"একটি মোটরসাইকেল প্রতি সেকেন্ডে ০.০২ কি.মি. যায়। ৮ সেকেন্ডে _____ কিলোমিটার
যায় ।",০.১৬
82,"আমরা ০.৬ লিটার দুধকে ৩ জন শিক্ষার্থীর মধ্যে সমানভাবে ভাগ করতে চাই।
তাহলে প্রত্যেক শিক্ষার্থী _____ লিটার দুধ পাবে।",০.২০
83,৫ জন শিক্ষার্থী ৪.৫ মিটার ফিতা নিজেদের মধ্যে সমানভাবে ভাগ করতে চায়। তাহলে প্রত্যেকে _____ মিটার ফিতা পাবে।,০.৯০
84,"একটি পাত্রে ০.৬৩ লিটার তেল আছে। ঐ তেল ৭টি কাপে সমানভাবে ঢালা হলে, প্রত্যেক কাপে _____ লিটার তেল থাকবে ।",০.০৯
85,"আমরা ২ লিটার দুধকে ৫ জন শিক্ষার্থীর মধ্যে সমানভাবে ভাগ করতে চাই।
তাহলে প্রত্যেক শিক্ষার্থী _____ লিটার দুধ পাবে।",০.৪০
86,একজন শিক্ষক ৭৫ জন শিক্ষার্থীর প্রত্যেককে ০.২৪ মিটার করে ফিতা দিলেন। তাহলে তিনি সকল শিক্ষার্থীকে মোট _____ মিটার ফিতা দিলেন ।,১৮
87,একটি প্যাকেটে ০.৩৩৪ লিটার দুধ আছে। এরূপ ৫০টি প্যাকেটে _____ লিটার দুধ আছে।,১৬.৭০
88,"৩৫.২৮ লিটার তেল ৯টি পরিবারের মধ্যে সমানভাবে ভাগ করে দিলে প্রত্যেক পরিবার _____ লিটার
তেল পাবে।",৩.৯২
89,১২টি কাপের ওজন একত্রে ৪.৮০ কেজি হলে প্রত্যেকটির ওজন _____ কেজি।,০.৪০
90,এক ইঞ্চি সমান ২.৫৪ সে.মি। তাহলে ৮.৫ ইঞ্চি সমান ______ সে.মি।,২১.৫৯
91,একটি গাড়ি এক ঘণ্টায় ৪২.৮ কি.মি. যায়। তাহলে ১৫.৫ ঘণ্টায় গাড়িটি _____ কি.মি. যায়।,৬৬৩.৪০
92,একটি গাড়ি ২.৫ ঘণ্টায় ১১৪.৫ কি.মি. যায়। গাড়িটি এক ঘণ্টায় _____ কি.মি. যায়।,৪৫.৮০
93,সখিপুর গ্রামের মোট জনসংখ্যা ১২৮০ জন। তার মধ্যে ৪০% লোক শিক্ষিত হলে শিক্ষিত লোকের সংখ্যা _____ জন।,৫১২
94,দশ লাখ টাকার জন্য মোট _____ টা দুইশত টাকার নোট প্রয়োজন।,৫০০০
95,দশ হাজার টাকার জন্য মোট _____ টা পাঁচশত টাকার নোট প্রয়োজন।,২০
96,৫% মুনাফা হারে ১১ বছরে ১০০০০ টাকা থেকে _____ টাকা লাভ পাওয়া যাবে।,৫৫০০
97,নাদিমের কাছে ৫ টাকা ছিল। দোকানে তিনি একটি নতুন খেলায় ২ টাকা ব্যয় করেছিলেন। তিনি যদি তার ভাতার জন্য আরও ৫ টাকা পান তবে তার কাছে এখন _____ পরিমাণ অর্থ রয়েছে।,৮
98,বাপ্পি ঘণ্টায় ৪ মাইল বেগে ১৪ মাইল হাঁটছিলেন। বাপ্পি _____ ঘন্টা ধরে হাঁটছিলেন।,৩.৫০
99,"আব্দুল্লাহ ১ মিটার লম্বা একটি রেখা আঁকেন। তারপর তিনি বুঝতে পারলেন যে এটি কিছুটা দীর্ঘ। সুতরাং, তিনি এটির ২২ সেন্টিমিটার মুছে ফেলেছেন। ফলে রেখার দৈর্ঘ্য  এখন _____ সে.মি.।",৭৮
100,পার্কে আখরোট গাছ আছে ৬টি। পার্কের কর্মীরা আজ ৪টি গাছ অপসারণ করবে। শ্রমিকদের কাজ শেষ করার পর পার্কে _____ টি আখরোট গাছ থাকবে।,২
101,স্পার্স বাস্কেটবল দলে ২২ জন খেলোয়াড় রয়েছে। প্রতিটি খেলোয়াড়ের ১১টি বাস্কেটবল রয়েছে। তাদের সব মিলিয়ে _____ টি বাস্কেটবল আছে।,২৪২
102,জোয়ান এই বছর ১৪টি ফুটবল খেলায় গিয়েছিলেন। তিনি এই বছর এবং গত বছর মোট ৩১টি গেমে গিয়েছিলেন। জোয়ান গত বছর _____ টি ফুটবল খেলায় গিয়েছিলেন।,১৭
103,১২টি কলম এবং ৩০টি খাতার মূল্য একত্রে ১৯২ টাকা। একটি কলমের মূল্য ৬ টাকা হলে একটি খাতার মূল্য _____ টাকা। ,৪
104,তিনটি সংখ্যার যোগফল ৫৪৫২ । দুইটি সংখ্যা ২৫৬৩ ও  ১২৪৫ হলে অপর সংখাটি _____ ,১৬৪৪
105,সীতা অপেক্ষা রায়হানের ৩৯০ টাকা বেশি আছে। শিমুল অপেক্ষা সীতার ৪৭০ টাকা কম আছে। শিমুলের কাছে ৮৯০ টাকা আছে। সীতার কাছে  _____ টাকা আছে।,৪২০
106,সীতা অপেক্ষা রায়হানের ৩৯০ টাকা বেশি আছে। শিমুল অপেক্ষা সীতার ৪৭০ টাকা কম আছে। শিমুলের কাছে ৮৯০ টাকা আছে। রায়হানের কাছে _____ টাকা আছে।,৮১০
107,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। ২০০ বছর পর পাইন গাছটির বয়স _____ বছর হবে।,১৬৩২
108,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। বর্তমানে বট গাছটির বয়স _____ বছর।,১৮২৯
109,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। ২০০ বছর পর গাছ দুইটির বয়সের যোগফল _____ বছর হবে।,৩৬৬১
110,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। বর্তমানে গাছ দুইটির বয়সের যোগফল _____ বছর হবে।,৩২৬১
111,একটি পার্কে একটি বট গাছ ও একটি পাইন গাছ আছে। ১৫০ বছর পূর্বে গাছ দুইটির বয়সের যোগফল ছিল ২৯৬১ বছর। বর্তমানে পাইন পাছটির বয়স ১৪৩২ বছর। ২০০ বছর পর বট গাছটির বয়স _____ বছর হবে।,২০২৯
112,মা এবং পুত্রের বয়সের সমষ্টি ৬০ বছর। মায়ের বয়স পুত্রের বয়সের ৩ গুণ। তাহলে মায়ের বয়স _____ বছর।,৪৫
113,মা এবং পুত্রের বয়সের সমষ্টি ৬০ বছর। মায়ের বয়স পুত্রের বয়সের ৩ গুণ। তাহলে পুত্রের বয়স _____ বছর।,১৫
114,রাবেয়া ১৫৩ টাকা দিয়ে ৩টি খাতা কিনল।তাহলে ১২টি খাতা কিনতে তার _____ টাকা লাগবে।,৬১২
115,২টি গরু এবং ৩টি ছাগলের মূল্য একত্রে ৪৫০৮০ টাকা। একটি ছাগলের মূল্য ৪৫৬০ টাকা। তাহলে একটি গরুর মূল্য _____ টাকা।,১৫৭০০
116,নাজমুল এবং জহিরের বেতন একত্রে ১৯৯৫০ টাকা । নাজমুল অপেক্ষা জহির ২৪৫০ টাকা বেশি পায়। নাজমুল _____ টাকা বেতন পায়।,৮৭৫০
117,নাজমুল এবং জহিরের বেতন একত্রে ১৯৯৫০ টাকা । নাজমুল অপেক্ষা জহির ২৪৫০ টাকা বেশি পায়। জহির _____ টাকা বেতন পায়।,১১২০০
118,রাজদীপের বাবা তাদের পেয়ারা বাগান থেকে ১২৫টি পেয়ারা প্রতিটি ২ টাকা দামে বারুইপুর বাজারে বিক্রি করলেন। তিনি যে টাকা পেলেন তা দিয়ে প্রতিটি ৫ টাকা দামের ২টি পেন ও প্রতিটি ২০ টাকা দামের ২টি খাতা কিনলেন। বাকি টাকা তাদের দুই ভাই-বোনকে মিষ্টি খাওয়ার জন্য সমান ভাগে ভাগ করে দিলেন। রাজদীপ _____ টাকা পেল দেখি।,১০০
119,"_____ হলো সব চেয়ে ছোট সংখ্যা যা ১৮, ২৪, ৪২ দিয়ে বিভাজ্য। ",৫০৪
120,_____ হলো সব চেয়ে বড় সংখ্যা যা দিয়ে ৪৫ ও ৬০ কে ভাগ করলে কোনো ভাগশেষ থাকবে না।,১৫
121,দুটি সংখ্যার ল.সা.গু ও গ.সা.গু যথাক্রমে ২৫২ ও ৬; সংখ্যা দুটির গুণফল _____ হবে।,১৫১২
122,দুটি সংখ্যার গ.সা.গু ও ল.সা.গু যথাক্রমে ৮ ও ২৮০; একটি সংখ্যা ৫৬ হলে অপর সংখ্যাটি _____ হবে। ,৪০
123,দুটি সংখ্যার গ.সা.গু ১ এবং গুনফল ৩০। ছোট সংখ্যাটি _____ হবে।,২
124,দুটি সংখ্যার গ.সা.গু ১ এবং গুনফল ৩০। বড় সংখ্যাটি _____ হবে।,১৫
125,৪৮ টি রসগোল্লা ও ৬৪টি সন্দেশ কোনোটি না ভেঙে সবচেয়ে বোশি _____ জনকে সমান সংখ্যায় দেওয়া যাবে।,১৬
126,বিভাস ও তার বন্ধুরা মিলে ৮ জন অথবা ১০ জন করে সদস্য নিয়ে নাটকের একটি দল তৈরির কথা ভাবল। কমপক্ষে _____ জন থাকলে উভয়প্রকার দল তৈরি করতে পারবে। ,৪০
127,"যদুনাথ বিদ্যামন্দির স্কুলের ষষ্ঠ শ্রেণির ছাত্রছাত্রীদের, স্কুলের বাগানে লাগানোর জন্য পঞ্চায়েত থেকে ফুলগাছের চারা পাঠিয়েছে। হিসাব করে দেখা গেল চারাগুলিকে ২০টি, ২৪টি বা ৩০ টি সারিতে লাগালে প্রতিক্ষেত্রে প্রতিসারিতে সমান চারা থাকে। পঞ্চায়েত থেকে কমপক্ষে _____ টি চারা পাঠিয়েছিল।",১২০
128,একটি ইঞ্জিনের সামনের চাকার পরিধি ১৪ ডেসিমি. এবং পিছনের চাকার পরিধি ৩৫ ডেসিমি.। কমপক্ষে _____ পথ গেলে চাকা দুটি একই সঙ্গে পূর্ণসংখ্যক বার ঘোরা সম্পূর্ণ ঘুরবে। ,৭০
129,"আমার কাছে একটি বড়ো চকোলেট আছে। আমি সেই চকোলেটকে সমান ৮টি টুকরো করে তার ৩টি টুকরো বোনকে, ২টি টুকরো ভাইকে দিলাম ও বাকি টুকরোগুলি নিজে খেলাম। আমি চকোলেটের _____ অংশ পেলাম দেখি। ",৩/৮
130,"আমার কাছে একটি বড়ো চকোলেট আছে। আমি সেই চকোলেটকে সমান ৮টি টুকরো করে তার ৩টি টুকরো বোনকে, ২টি টুকরো ভাইকে দিলাম ও বাকি টুকরোগুলি নিজে খেলাম। বোন চকোলেটের _____ অংশ পেলাম দেখি। ",৩/৮
131,"আমার কাছে একটি বড়ো চকোলেট আছে। আমি সেই চকোলেটকে সমান ৮টি টুকরো করে তার ৩টি টুকরো বোনকে, ২টি টুকরো ভাইকে দিলাম ও বাকি টুকরোগুলি নিজে খেলাম। ভাই চকোলেটের _____ অংশ পেলাম দেখি। ",১/৪
132,১ থেকে ১০ পর্যন্ত পূর্ণসংখ্যাগুলির মধ্যে মোট পূর্ণ সংখ্যার _____ অংশ মৌলিক সংখ্যা আছে।,২/৫
133,ঝুড়িতে কিছু কমলালেবু আছে। অর্ধেক লেবু দাদুকে দেওয়ার পরে ঝুড়িতে ২টি লেবু পড়ে রইল। দাদুকে দেওয়ার আগে ঝুড়িতে _____ টি লেবু ছিল। ,৪
134, স্কুলের গেটে ৫/৭ অংশ রং করা হয়ে গেছে। _____ অংশ রং করতে এখনো বাকি আছে।,২/৭
