Q No.,Question,Answer
156,हॉस्टल में २० छात्रों के लिए ३० दिनों का १५० किग्रा आटा जमा रखा है। लेकिन ३० किग्रा आटा खराब हो गया और ५ छात्र घर चले गए। बाकी आटे से शेष छात्रों का _____ दिन चलेगा।,३२
110,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। वर्तमान में दोनों पेड़ों की आयु का योग _____ वर्ष होगा।,३२६१
423,किसी विद्यालय के २७०४ विद्यार्थियों को दैनिक सभा के लिए वर्गाकार रूप में सजाया गया। प्रत्येक पंक्ति में _____ विद्यार्थी हैं।,५२
297,५३२० के साथ कौन-सी एक सबसे छोटी संख्या जोड़ने पर योग पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,९
400,"यदि जसवंत एक बैंक से ६% वार्षिक ब्याज पर २,००० रुपये कर्ज़ ले तो जसवंत को हर साल _____ रुपये ब्याज देना होगा।",१२०
618,"यदि एक त्रिभुजाकार क्षेत्र का आधार २४ मीटर और ऊँचाई १५ मीटर ५० सेंटीमीटर हो, तो इसका क्षेत्रफल _____ वर्ग मीटर है।",१८६
335,यदि कोई दुकान ५०० रुपये की वस्तु पर २०% छूट दे तो आप _____ रुपये बचाएँगे।,१००
515,पारस की १६ एकड़ ज़मीन में २८ मीट्रिक टन धान हुआ है। उनकी प्रति एकड़ ज़मीन में _____ किलो धान हुआ है।,१७५०
245,"३६०० लीटर, ४८०० लीटर, ६ लीटर। इन राशियों के ल.स. का मान _____ होगा।",१४४००
342,"यदि एक यूरो १२० रुपये के बराबर हो, तो नौ करोड़ चौरानबे लाख तैंतीस हज़ार चार सौ चालीस रुपये _____ यूरो के बराबर हैं।",८२८६१२
77,"एक बगीचे का क्षेत्रफल २० वर्ग मीटर है। इस बगीचे के ५/६ भाग में फूल उगाए गए हैं, उगाए गए भाग का क्षेत्रफल _____ वर्ग मीटर है।",१६.६६
590,वार्षिक प्रतिशत १० रुपये ब्याज पर ५००० रुपये के ३ साल के साधारण ब्याज और चक्रवृद्धि ब्याज का अंतर _____ रुपये होगा।,१५५
549,एक ट्रेन ३० कि.मी. प्रति घंटे की गति से चलकर नई दिल्ली स्टेशन से गाज़ियाबाद स्टेशन पहुँची। यदि गति २५ कि.मी. होती तो १० मिनट अधिक लगते। दोनों स्टेशनों के बीच की दूरी _____ कि.मी. है।,२५
657,"एक लड़के ने दुकान से १५ कॉपियाँ और १० पेंसिलें ३०० रुपये में खरीदीं। वहीं, एक अन्य लड़के ने उसी दुकान से उसी प्रकार की १० कॉपियाँ और १५ पेंसिलें २५० रुपये में खरीदीं। प्रत्येक पेंसिल का मूल्य _____ रुपये है।",६
136,मेरे पास २० रुपये हैं। मैंने ५ रुपये खर्च किए। मेरे रुपयों का _____ भाग अभी भी मेरे पास है।,३/४
137,रचना के पास ३६ फूल हैं। वह अपने कुल फूलों का २/३ भाग मुझे देगी। रचना मुझे _____ फूल देगी।,२४
102,जोआन इस साल १४ फुटबॉल मैच देखने गई। वह इस साल और पिछले साल कुल ३१ मैच देखने गई। जोआन पिछले साल _____ फुटबॉल मैच देखने गई थी।,१७
73,४/५ लीटर शरबत २ लोगों में बराबर बाँटने पर प्रत्येक को _____ लीटर शरबत मिलेगा।,२/५
628,एक कमरे के फर्श को कार्पेट से ढँकने में कुल ७२०० रुपये खर्च होते हैं। यदि कमरे की चौड़ाई ३ मीटर कम होती तो ५७६ रुपये कम खर्च होते। कमरे की चौड़ाई _____ मीटर है।,३७.५०
11,स्पर्स बास्केटबॉल टीम में २२ खिलाड़ी हैं। प्रत्येक खिलाड़ी के पास ११ बास्केटबॉल हैं। उन सबके पास मिलाकर _____ बास्केटबॉल हैं।,२४२
653,"यदि दो अंकों वाली किसी संख्या के दोनों अंकों का योग १० और अंतर ४ हो, तो ऐसी संभव सबसे बड़ी संख्या _____ होगी।",७३
574,कोई मूलधन ३ साल में ब्याज-मूलधन मिलाकर १५७८ रुपये और ५ साल में ब्याज-मूलधन मिलाकर १८३० रुपये हो जाता है। प्रतिशत _____ रुपये ब्याज ज्ञात कीजिए।,१०.५०
512,एक समांतर चतुर्भुज क्षेत्र का आधार ४० मीटर और ऊँचाई ५० मीटर है। इसका क्षेत्रफल _____ वर्ग मीटर है।,२०००
32,"एक सिनेमा थिएटर वयस्कों के लिए ७.५० रुपये और बच्चों के लिए ४.५० रुपये लेता है। एक सिनेमा दिखाने की रसीद ५४० रुपये थी। यदि ८० टिकट बिके, तो _____ वयस्क टिकट बिके।",६०
177,आज मेरी दादी ने ढेर सारा बेर का अचार बनाया। उन्होंने उस अचार का ४/७ भाग काँच के मर्तबान में भरकर रख दिया और बाकी हम ६ लोगों में बराबर बाँट दिया। हिसाब करके देखते हैं कि हममें से प्रत्येक को कुल अचार का _____ भाग मिला।,१/१४
347,"६, ४, ८ और २ अंकों का केवल एक बार उपयोग करके बनी सबसे बड़ी और सबसे छोटी संख्याओं का अंतर _____ है।",६१७४
446,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। सूरज के रुपयों की राशि _____ रुपये है।",१८००
603,"एक हौज़ में ८००० लीटर पानी आता है। यदि हौज़ की लंबाई २.५६ मीटर और चौड़ाई १.२५ मीटर हो, तो गहराई _____ मीटर है।",२.५०
119,"_____ वह सबसे छोटी संख्या है जो १८, २४, ४२ से विभाज्य है।",५०४
56,१२ प्लेटों और २० कपों का मूल्य मिलाकर ३९२० रुपये है। एक कप का मूल्य १४५ रुपये है और एक प्लेट का मूल्य _____ रुपये है।,८५
333,४६३९ में से कोई एक सबसे छोटी संख्या घटाने पर अंतर एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ होगी।,१५
471,रवि ने ४० रुपये प्रति किलो की दर से ५० किलो चावल खरीदकर ४४ रुपये प्रति किलो की दर से बेचा तो _____ रुपये का लाभ या हानि होगी।,२००
491,हेमा और हीना एक काम मिलकर २० दिनों में कर सकती हैं। हेमा और हीना के मिलकर ८ दिन काम करने के बाद हेमा चली गई। हीना ने बाकी काम २१ दिनों में पूरा किया। पूरा काम हीना _____ दिनों में कर सकती थी।,३५
78,दूध के ४ पैकेटों में से प्रत्येक में ०.२ लीटर दूध है। सभी पैकेटों का दूध मिलाने पर _____ लीटर दूध होगा।,०.८०
602,"एक बक्से की लंबाई २ मीटर, चौड़ाई १ मीटर ५० से.मी. और ऊँचाई १ मीटर है। बक्से का आयतन _____ घन मीटर है।",३
79,५ कप हैं जिनमें से प्रत्येक का वज़न ०.३ किलो है। ५ कपों का वज़न मिलाकर _____ किलो है।,१.५०
635,"३ मीटर लंबाई, २ मीटर चौड़ाई और १ मीटर ऊँचाई वाले एक खाली हौज़ में ५० से.मी. भुजा वाला एक ठोस धातु का घन रखा है। हौज़ को पानी से भरने के बाद घन निकाल लिया जाए, तो पानी की गहराई _____ मीटर होगी।",९७.९२
358,"किसी स्थान पर १० से अधिक विद्यार्थी हैं। एक शिक्षक ४२ केले, ८४ बिस्कुट और १०५ चॉकलेट बिना कुछ शेष रखे विद्यार्थियों में बराबर बाँटना चाहते हैं। _____ विद्यार्थियों में शिक्षक केले, बिस्कुट और चॉकलेट बाँट सकेंगे।",२१
399,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में से ४२% छात्राएँ हैं। उस कक्षा में कुल _____ छात्र हैं।,२९
640,दो अंकों वाली किसी संख्या के दोनों अंकों के योग के साथ ७ जोड़ने पर योग दहाई के अंक का तीन गुना हो जाता है। लेकिन संख्या में से १८ घटाने पर दोनों अंक स्थान बदल लेते हैं। वह संख्या _____ होगी।,५३
278,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे १६२ को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
164,एक संस्था ने एक चित्रकार के बनाए दो चित्र क्रमशः ९००००० रुपये और २०००००० रुपये में खरीदे और एक अन्य चित्रकार के बनाए दो चित्र क्रमशः ३०२१६३६ रुपये और १७६१०८४ रुपये में खरीदे। चारों चित्र खरीदने में उस संस्था ने कुल _____ रुपये खर्च किए।,७६८२७२०
121,दो संख्याओं का ल.स. और म.स. क्रमशः २५२ और ६ है; दोनों संख्याओं का गुणनफल _____ होगा।,१५१२
3,नवीन के पास ५ रुपये थे। दुकान में उसने एक नए खेल पर २ रुपये खर्च किए। यदि उसे अपने भत्ते के ५ रुपये और मिलें तो उसके पास अब _____ रुपये हैं।,८
165,किसी एक देश का क्षेत्रफल लगभग ३२८७२६३ वर्ग किलोमीटर है। इसमें वन भूमि लगभग ७५४७४० वर्ग किलोमीटर और नदी घाटी २५०३००० वर्ग किलोमीटर में फैली है। वन भूमि और नदी घाटी को छोड़कर बाकी भाग का क्षेत्रफल _____ वर्ग किलोमीटर है।,२९५२३
183,आज हम मोटरगाड़ी से ९४.५ कि.मी. रास्ता जाएँगे। एक किलोमीटर जाने में उस मोटरगाड़ी में ०.०७८ लीटर पेट्रोल खर्च होता है। हिसाब करके देखते हैं कि हमें कुल _____ लीटर पेट्रोल चाहिए।,७.३७
661,"एक माली २१ मीटर त्रिज्या के वृत्ताकार बगीचे के चारों ओर दो बार घुमाकर रस्सी की बाड़ लगाना चाहता है। यदि प्रति मीटर रस्सी का मूल्य १८ रुपये हो, तो उसे _____ रुपये की रस्सी खरीदनी होगी।",४७५२
272,"रामपुर गाँव के श्यामलाल चाचा अपने खेत में लगाने के लिए ७८० पपीते के पौधे लाए हैं। उन्होंने तय किया है कि जितनी पंक्तियों में पौधे लगाएँगे, प्रत्येक पंक्ति में ठीक उतने ही पौधे रहेंगे। लेकिन इस तरह पौधे लगाते समय उन्होंने देखा कि ४ पौधे कम पड़ रहे हैं। श्यामलाल चाचा ने _____ पंक्तियों में पौधे लगाने का निर्णय लिया है।",२८
362,३/५ वर्ग मीटर दीवार रंगने में १/३ डेसीलीटर रंग लगता है। १ डेसीलीटर रंग से _____ वर्ग मीटर दीवार रंगी जा सकेगी।,९/५
61,सरिता और कविता का वेतन मिलाकर १९९५० रुपये है। सरिता की तुलना में कविता २४५० रुपये अधिक पाती है। सरिता का वेतन _____ रुपये है।,८७५०
134,स्कूल के गेट का ५/७ भाग रंगा जा चुका है। _____ भाग रंगना अभी बाकी है।,२/७
31,सिंडी की माँ ने ४१ कुकीज़ बनाईं। यदि पॉल के पिता ३० खा लें तो _____ कुकीज़ बची हैं।,११
70,एक बॉक्स आइसक्रीम बनाने में २/७ लीटर दूध की आवश्यकता होती है। ऐसे ३ बॉक्स आइसक्रीम बनाने के लिए _____ लीटर दूध की आवश्यकता होगी।,६/७
291,दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। बड़ी संख्या _____ है।,२१
596,१ मीट्रिक टन चावल ६४ मज़दूरों में बराबर बाँटने पर प्रत्येक को _____ किलो चावल मिलेगा।,१५.६२
45,५०० पेंसिलों में से प्रत्येक बॉक्स में १२ पेंसिलें रखने पर _____ बॉक्सों की आवश्यकता होगी।,४१
71,एक बोर्ड के ३/४ वर्ग मीटर को रंगने में १ डेसीलीटर रंग लगता है। ४ डेसीलीटर रंग से _____ वर्ग मीटर रंगा जा सकेगा।,३
337,"तनुज के फार्म में ५० बैल और ६० गायें हैं। यदि प्रत्येक गाय साल में २ बछड़ों को जन्म दे और ३०% बछड़े बीमारी के कारण मर जाएँ, तो एक साल बाद तनुज के फार्म में कुल _____ पशु होंगे।",१९४
182,मेरे पास १५० रुपये हैं। अपने रुपयों के ०.३ भाग से मैंने कॉपियाँ खरीदीं और अपने रुपयों के ०.४ भाग से कहानी की किताबें खरीदीं। अब मेरे पास _____ रुपये बचे हैं।,४५
624,"एक छोटे बक्से की लंबाई १५ से.मी. २.४ मि.मी., चौड़ाई ७ से.मी. ६.२ मि.मी. और ऊँचाई ५ से.मी. ८ मि.मी. है। बक्से का आयतन _____ घन सेंटीमीटर है।",६७३.५४
376,"सज्जन बाबू के पास २४,००० रुपये थे। उन्होंने इन रुपयों का ५/१२ भाग अनाथालय को, ३/८ भाग शिक्षा संस्थान को दान किया। उन्होंने _____ रुपये शिक्षा संस्थान को दिए।",९०००
448,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। लिंकन के रुपयों की राशि _____ रुपये है।",१५००
370,एक धातु की नली के १ मीटर का वज़न १३/8 किलो है। नली के ३/५ मीटर का वज़न _____ किलो है।,३९/२०
279,देखते हैं ७ को एक सबसे छोटी प्राकृतिक संख्या से गुणा करने पर गुणनफल एक पूर्ण वर्ग संख्या होगी। वह संख्या _____ है।,७
66,एक कारखाने में ७ दिनों में २५२० साइकिलें बनती हैं। तो उस कारखाने में ३ सप्ताह में _____ साइकिलें बनेंगी।,७५६०
425,किसी बगीचे में १८०० पौधे वर्गाकार रूप में लगाते समय ३६ पौधे अधिक हो गए। प्रत्येक पंक्ति में _____ पौधे हैं।,४२
50,_____ संख्या १५४३ से ५०० बड़ी है।,२०४३
149,गोमती नदी के किनारे के एक हिस्से को बाँधने में ४० मज़दूरों को ३५ दिन लगते हैं। २८ दिनों में उस हिस्से को बाँधने के लिए _____ मज़दूर लगेंगे।,५०
329,२१० रुपये कविता और शेखर के बीच ३:४ के अनुपात में बाँटने की कोशिश करता हूँ। कविता को _____ रुपये दूँगा।,९०
40,एडम ने बिल्ली के खाने के ९ पैकेज खरीदे जिनमें प्रत्येक में १० कैन थे। इसके अलावा उसने कुत्ते के खाने के ७ पैकेज खरीदे जिनमें प्रत्येक के अंदर ५ कैन हैं। उसके पास कुल मिलाकर पालतू भोजन के _____ कैन हैं।,१२५
623,"सोना, पानी की तुलना में १९.३ गुना भारी है। एक आयताकार सोने की छड़ की लंबाई ७.८ से.मी., चौड़ाई ६.४ से.मी. और ऊँचाई २.५ से.मी. है। सोने की छड़ का वज़न _____ ग्राम है।",२४०८.६४
351,किसी दौड़ प्रतियोगिता के रास्ते का एक चक्कर ८०० मीटर के बराबर है। तो वह _____ वीं बार में १०००० मीटर रास्ता पार करेगा।,१३
7,"राजेश ने १ मीटर लंबी एक रेखा खींची। फिर उसे लगा कि यह कुछ लंबी है। इसलिए, उसने इसका ३३ सेंटीमीटर मिटा दिया। फलस्वरूप रेखा की लंबाई अब _____ से.मी. है।",६७
193,हमारी कक्षा में कुल विद्यार्थियों का ०.२३ भाग छात्राएँ हैं। हमारी कक्षा में कुल विद्यार्थियों का प्रतिशत _____ भाग छात्राएँ पढ़ती हैं।,२३
662,५.५ से.मी. त्रिज्या वाले एक लंब वृत्तीय बेलन की ऊँचाई ८ से.मी. है। बेलन के संपूर्ण पृष्ठ का क्षेत्रफल ज्ञात कीजिए _____ वर्ग से.मी.। (π=३.१४),४६६.२९
654,"एक आयताकार क्षेत्र की लंबाई चौड़ाई की तुलना में २५ मीटर अधिक है। यदि आयताकार क्षेत्र की परिधि १५० मीटर हो, तो क्षेत्र की लंबाई _____ मीटर है।",५०
520,एक व्यापारी किसी एक दिन १८ कि.ग्रा. ३०० ग्राम चावल और ५ कि.ग्रा. ७५० ग्राम नमक बेचते हैं। इस हिसाब से महीने में वे _____ किलो नमक बेचते हैं।,१७२.५०
132,१ से १० तक की पूर्ण संख्याओं में कुल पूर्ण संख्याओं का _____ भाग अभाज्य संख्याएँ हैं।,२/५
330,२१० रुपये कविता और शेखर के बीच ३:४ के अनुपात में बाँटने की कोशिश करता हूँ। शेखर को _____ रुपये दूँगा।,१२०
582,"एक फ्लैट मालिक कल्याण समिति ने वसूले गए सर्विस चार्ज में से बचे २००००० रुपये बैंक में हर छह महीने पर चक्रवृद्धि ब्याज आधारित सावधि जमा के रूप में रखे। यदि ब्याज दर वार्षिक १२ रुपये हो, तो छह महीने बाद उस समिति के खाते में _____ रुपये ब्याज जमा होगा।",१२०००
166,आज पिताजी १० लीटर पीने का पानी पास के नलकूप से लाए। माँ ने १/५ भाग पानी से खाना बनाया। बाकी पानी का १/४ भाग पीने के बाद अभी भी _____ लीटर पानी बचा है।,६
87,एक पैकेट में ०.३३४ लीटर दूध है। ऐसे ५० पैकेटों में _____ लीटर दूध है।,१६.७०
315,"मेरी और सुधा की आयु का अनुपात ५:६ है; यदि मेरी आयु १० वर्ष हो, तो सुधा की आयु _____ वर्ष होगी।",१२
469,एक दुकानदार ने २०० रुपये प्रति मीटर की दर से ५ मीटर कपड़ा खरीदकर २२५ रुपये प्रति मीटर की दर से बेचा तो _____ रुपये का लाभ हुआ।,१२५
305,दो धनात्मक पूर्ण वर्ग संख्याओं का गुणनफल १५७६ और भागफल ९/७ है। छोटी संख्या _____ है।,३५
619,एक आयताकार क्षेत्र की लंबाई ४८ मीटर और चौड़ाई ३२ मीटर ८० से.मी. है। क्षेत्र के बाहर चारों ओर ३ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल _____ वर्ग मीटर है।,५२०.८०
292,दो धनात्मक संख्याओं का गुणनफल १४७ है; बड़ी संख्या छोटी संख्या की ३ गुनी है। छोटी संख्या _____ है।,७
159,रामनगर के एक कारखाने में पिछले साल ७५२१२०० रुपये की आय हुई थी। यदि इस साल ३२५०३२५ रुपये और आय हो तो दो सालों में कुल _____ रुपये की आय हुई।,१०७७१५२५
42,१७१६ मीटर लंबे एक भार को ७८ बराबर भागों में बाँटा जाए तो प्रत्येक भाग की लंबाई _____ मीटर होगी।,२२
629,८० मीटर लंबाई और ६० मीटर चौड़ाई वाले एक आयताकार बगीचे के भीतर चारों ओर ४ मीटर चौड़ा एक रास्ता है। ७.२५ रुपये प्रति वर्ग मीटर की दर से उस रास्ते को बाँधने का खर्च _____ रुपये है।,७६५६
109,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। २०० वर्ष बाद दोनों पेड़ों की आयु का योग _____ वर्ष होगा।,३६६१
221,११ किलो चीनी १२ पैकेटों में बराबर बाँटने पर प्रत्येक भाग की माप _____ किलो होती है।,०.९१
57,"एक किराने की दुकान में एक कॉपी १८ रुपये में, एक पेंसिल ८ रुपये में और एक ज्यामितीय त्रिकोण (सेट स्क्वायर) २५ रुपये में बिकता है। हम ४ कॉपियाँ, ८ पेंसिलें और २ ज्यामितीय त्रिकोण खरीदते समय ५०० रुपये दें तो _____ रुपये वापस पाएँगे।",३१४
364,"एक लाठी का १/६ भाग मिट्टी में, १/२ भाग पानी में और शेष भाग पानी के ऊपर है। पानी के ऊपर वाले भाग की लंबाई २ मीटर है। लाठी का _____ मीटर मिट्टी में है।",१
328,समकोण समद्विबाहु त्रिभुज के तीनों कोणों का अनुपात _____ होगा।,१:१:२
551,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की चौड़ाई _____ मीटर है।,५
133,टोकरी में कुछ संतरे हैं। आधे संतरे दादाजी को देने के बाद टोकरी में २ संतरे बचे रहे। दादाजी को देने से पहले टोकरी में _____ संतरे थे।,४
219,"फसल कटने के समय धान का दाम १०८० रुपये प्रति क्विंटल था। बरसात में धान का दाम १५% बढ़ गया। जिस किसान ने फसल कटने के समय १२ क्विंटल धान बेचा, वह बरसात में उतना ही धान बेचता तो उसे _____ रुपये अधिक मिलते।",१९४४
249,"५८३४ में से सबसे छोटी _____ संख्या घटाने पर अंतर २०, २८, ३२ और ३५ से विभाज्य होगा।",२३४
25,"अमित के पास १० रुपये के १० नोट, २० रुपये के १० नोट और ५० रुपये के १० नोट हैं। तो न्यूनतम _____ नोटों का उपयोग करके वह १९० रुपये चुका सकेगा।",५
550,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की लंबाई _____ मीटर है।,१५
301,चार अंकों की सबसे बड़ी पूर्ण वर्ग संख्या _____ है।,९८०१
633,"एक किताब की लंबाई २५ से.मी. और चौड़ाई १८ से.मी. है। यदि किताब के पृष्ठों की संख्या २०० हो और प्रत्येक पन्ने के कागज़ की मोटाई ०.१ मि.मी. हो, तो किताब का आयतन _____ घन से.मी. है।",४५०
250,सबसे बड़ी _____ संख्या से २३०० और ३५०० को भाग देने पर क्रमशः ३२ और ५६ शेष बचेंगे।,८४
548,एक क्रिकेट मैच में ईशान और सुमन के कुल रनों की संख्या ५८ है। ईशान के रनों की संख्या सुमन के रनों की संख्या के दोगुने से ५ रन कम है। उस मैच में ईशान के रनों की संख्या _____ है।,३७
111,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। २०० वर्ष बाद बरगद के पेड़ की आयु _____ वर्ष होगी।,२०२९
260,साकेत ने गिनकर देखा कि उसके पास ४५० पीले बटन हैं। उसने उन्हें वर्गाकार रूप में सजाने की कोशिश की। साकेत के वर्गाकार रूप में सजाने के बाद भी ९ पीले बटन बचे रहे। साकेत की सजावट की प्रत्येक पंक्ति में _____ पीले बटन हैं।,२१
83,५ विद्यार्थी ४.५ मीटर फीता आपस में बराबर बाँटना चाहते हैं। तो प्रत्येक को _____ मीटर फीता मिलेगा।,०.९०
610,"एक कमरे के फर्श की लंबाई ४ मीटर और चौड़ाई ३.५ मीटर है। यदि कमरे की ऊँचाई ३ मीटर हो और इसकी दीवारें १५ से.मी. मोटी हों, तो चारों दीवारों का आयतन _____ घन मीटर है।",७.०२
568,"६५०० रुपये जिस ब्याज दर पर ४ साल में ब्याज-मूलधन मिलाकर ८८४० रुपये होते हैं, उसी ब्याज दर पर _____ रुपये ४ साल में ब्याज-मूलधन मिलाकर १०२०० रुपये होंगे।",७५००
535,"यदि तीन क्रमागत प्राकृतिक संख्याओं का योग ६३ हो, तो छोटी संख्या _____ होगी।",२०
444,"कुछ रुपये ललित, सुमन और शिवा में ५ : ४ : २ के अनुपात में बाँटे गए। यदि शिवा को १८० रुपये मिलें तो ललित को _____ रुपये मिलेंगे, ज्ञात कीजिए।",४५०
258,"२८, ३३, ४२ और ७७ से विभाज्य जो संख्या ९८७६५ के निकटतम है वह _____ है।",९८८६८
211,एक विशेष प्रकार के पीतल में ७०% ताँबा और बाकी जस्ता है। २० किग्रा ऐसा पीतल बनाने के लिए _____ किग्रा जस्ता लगेगा।,६
19,सीता की तुलना में रोहन के पास ३९० रुपये अधिक हैं। श्याम की तुलना में सीता के पास ४७० रुपये कम हैं। श्याम के पास ८९० रुपये हैं। सीता के पास _____ रुपये हैं।,४२०
517,"यदि एक ज़मीन के टुकड़े पर किसी एक दिन २० कि.ग्रा. ८५० ग्राम सरसों उगे, तो वैसे ७ ज़मीन के टुकड़ों पर कुल _____ किलो सरसों उगेगी।",१४५.९५
552,एक दुकानदार २५ रुपये प्रति गंडा (चार) की दर से अंडे खरीदकर ५६ रुपये प्रति २ गंडा की दर से बेचे तो उन्हें प्रतिशत _____ भाग लाभ होगा।,१२
464,एक चाय व्यापारी ने एक बॉक्स चाय पत्ती ८० रुपये प्रति किलो के हिसाब से खरीदी। सारी चाय पत्ती ७५ रुपये प्रति किलो की दर से बेचने पर ५०० रुपये की हानि हुई। उन्होंने _____ किलो चाय पत्ती खरीदी थी।,१००
62,राजू और मोनू के पास मिलाकर ६९० लीची हैं। राजू की तुलना में मोनू के पास ८६ लीची कम हैं। राजू के पास _____ लीची हैं।,३८८
146,लंबी कूद प्रतियोगिता में साहिल ने १८२.८८ से.मी. की छलांग लगाई और मुन्ना ने १७९.२५ से.मी. की। साहिल ने _____ से.मी. अधिक छलांग लगाई।,३.६३
447,"सूरज, दिलीप और लिंकन तीन भाई हैं। उनके पिता ने ६३०० रुपये उनमें बाँट दिए। इसमें सूरज को दिलीप का ३/५ भाग और दिलीप को लिंकन का दोगुना रुपया मिलता है। दिलीप के रुपयों की राशि _____ रुपये है।",३०००
30,"इसाबेला के बाल १८ इंच लंबे हैं। यदि वह ४ इंच काट दे, तो उसके बाल _____ इंच लंबे होंगे।",१४
