Q No.,Premise,Hypothesis,Answer
253,आयशा के जन्म के समय उसके पिता की आयु ३४ वर्ष थी और उसकी माँ की आयु ३० वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,आयशा के जन्म के समय उसके पिता की आयु १४ वर्ष थी और उसकी माँ की आयु ३० वर्ष थी जब उससे चार साल छोटे उसके भाई का जन्म हुआ,contradiction
370,जॉन के ६ दोस्त हैं जो उसकी नई गाड़ी में चढ़ना चाहते हैं जिसमें एक बार में केवल ३ लोग बैठ सकते हैं (जॉन और २ यात्री),जॉन के ५ से अधिक दोस्त हैं जो उसकी नई गाड़ी में चढ़ना चाहते हैं जिसमें एक बार में केवल ३ लोग बैठ सकते हैं (जॉन और २ यात्री),Entailment
389,रमन ने रुपयों में ५४ किलो मक्खन मिलाया,रमन ने रुपयों में ५४ किलो से कम मक्खन मिलाया,contradiction
409,"१०० लोगों के एक निश्चित समूह में से, ४० हाई स्कूल ए से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं","३०० से कम लोगों के एक निश्चित समूह में से, ४० हाई स्कूल A से स्नातक हैं, ६५ कॉलेज Y से स्नातक हैं, और ३० सिटी ज़ेड में रहते हैं",Entailment
221,५ साल से अधिक समय बाद अरुण की आयु १९ वर्ष होगी,७ साल बाद अरुण की आयु १९ वर्ष होगी,neutral
349,"मैथ्यू की चलने की दर ३ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?","मैथ्यू की चलने की दर ४ किमी प्रति घंटा थी और जॉनी की ४ किमी प्रति घंटा, उनके मिलने तक जॉनी कितने किमी चला था?",Entailment
368,८ महीने बाद एलेक्स रुपये निवेश करके उसके साथ जुड़ जाता है,एलेक्स ७ महीने से अधिक समय बाद रुपये निवेश करके उसके साथ जुड़ जाता है,Entailment
77,"हर सप्ताह, हैरी को पहले १८ घंटों के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए १.५ x डॉलर दिए जाते हैं","हर सप्ताह, हैरी को पहले ६८ घंटों से कम समय के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए १.५ x डॉलर दिए जाते हैं।",Entailment
292,"यदि उनके घरों के बीच की दूरी ६१० किलोमीटर से कम हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ७ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी ११० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ७ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",neutral
159,"मैडी के पास ८ से कम सेब हैं, यदि वह माइक को ३ दे, तो उसके पास कितने बचेंगे?","मैडी के पास ६ सेब हैं, यदि वह माइक को ३ दे, तो उसके पास कितने सेब बचते हैं?",neutral
106,श्नाइडर समुदाय के गायक दल में पुरुषों का महिलाओं से अनुपात ४ से ५ है,श्नाइडर समुदाय के गायक दल में पुरुषों और महिलाओं का अनुपात ३ से ५ से अधिक है,Entailment
23,रेबेका की वार्षिक आय कितनी बढ़ानी होगी ताकि वह रेबेका और जिमी की संयुक्त आय का ५५% हो जाए?,रेबेका की वार्षिक आय कितनी बढ़ानी होगी ताकि वह रेबेका और जिमी की संयुक्त आय के ५५% से कम हो जाए?,contradiction
378,पैट्रिक ने ९० पेंसिलें खरीदीं और ४० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,पैट्रिक ने ५० से अधिक पेंसिलें खरीदीं और ४० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,Entailment
329,"यदि एक पोशाक में ५ से कम शर्ट, १ जोड़ी जींस और १ जोड़ी स्नीकर हों, तो जॉर्डन के पास कितनी अलग-अलग पोशाकें हैं?","यदि एक पोशाक में १ शर्ट, १ जोड़ी जींस और १ जोड़ी स्नीकर्स हों, तो जॉर्डन के पास कितनी अलग-अलग पोशाकें हैं?",neutral
321,आरती को उस रूट का पहले से अनुभव था और उसने बताया कि धारा की गति १ किमी प्रति घंटे से अधिक थी,आरती को उस रूट का पहले से अनुभव था और उसने बताया कि धारा की गति ४ किमी प्रति घंटा थी,neutral
244,यदि डोनाल्ड कुल ४० नोट ($ १० या € १०) रखे तो वे कुल कितने नोट ($ १० या € १०) लेते हैं?,यदि डोनाल्ड कुल ३० नोट ($ १० या € १०) रखे तो वे कुल कितने नोट ($ १० या € १०) लेते हैं?,neutral
198,"जेरी औसतन ४० मील प्रति घंटे की गति से ८ मील यात्रा करता है, १३ मिनट के लिए रुकता है और फिर ६० मील प्रति घंटे की औसत गति से २० मील और यात्रा करता है","जेरी औसतन ४० मील प्रति घंटे की गति से ३ मील से अधिक यात्रा करता है, १३ मिनट के लिए रुकता है और फिर ६० मील प्रति घंटे की औसत गति से २० मील और यात्रा करता है",Entailment
286,श्रीधर मिलाकर १९८०० कमाते हैं,श्रीधर ने मिलाकर ७९८०० से कम कमाया है,Entailment
337,यूरोपीय चैंपियंस लीग में बुल्गारियाई अंडरडॉग लुडोगोरेट्स के विरुद्ध घरेलू मैदान पर अंतिम क्षणों में जीत के बाद वेस्ट हैम से ३-१ की हार ब्रेंडन रॉजर्स की टीम के लिए पाँच मैचों में तीसरी थी।,लिवरपूल लगातार दूसरे मैच में वेस्ट हैम से ३-१ से हारा,neutral
206,"इंटरपोल ने बताया, तीन कैदियों के साथियों ने एक हेलिकॉप्टर हाईजैक किया और पायलट को जेल के आँगन में उतरने पर मजबूर किया।",बेल्जियम की जेल से हेलिकॉप्टर में तीन कैदी भाग निकले हैं,neutral
101,"मार्टिन ने १० कॉन्सर्ट टिकट खरीदे, कुछ टिकट $२.०० प्रति टिकट के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर।","मार्टिन ने ३० कॉन्सर्ट टिकट खरीदे, कुछ $२.०० प्रति टिकट के पूरे मूल्य पर, और कुछ $१.६० प्रति टिकट के छूट वाले मूल्य पर।",contradiction
214,विंसन हर सप्ताह पहले ४० घंटे काम करने के लिए प्रति घंटे $१०.०० कमाते हैं और ओवरटाइम के लिए यह दर दोगुनी हो जाती है,विंसन हर सप्ताह पहले १० घंटे से अधिक काम करने के लिए प्रति घंटे $१०.०० कमाते हैं और ओवरटाइम के लिए यह दर दोगुनी हो जाती है,Entailment
91,प्रीति मैच के दौरान एसी मिलान के इस मिडफील्डर ने रेफरी से तीन बार कहा कि उसके साथ दुर्व्यवहार हो रहा है।,जर्मन मूल के बोआटेंग ने रेफरी से तीन बार कहा कि उसके साथ दुर्व्यवहार हो रहा है,neutral
82,"लेकिन वेटेल मैदान में गरजते हुए छठा स्थान पाने में सफल रहे और खिताब के प्रतिद्वंद्वी फर्नांडो अलोंसो को तीन अंकों से वंचित कर दिया, स्पेनिश खिलाड़ी ने रेस दूसरे स्थान पर खत्म की।",फर्नांडो अलोंसो दूसरे स्थान पर हैं और तीन अंक गँवाए हैं,neutral
1,"चूँकि आप अच्छे हैं, आपने नकुल को २ बेसबॉल कार्ड दिए।","चूँकि आप अच्छे हैं, आपने नकुल को २ से अधिक बेसबॉल कार्ड दिए।",contradiction
248,"यदि गैस का दाम $६/गैलन से कम हो, तो डैन की गाड़ी $५४ की गैस में कितने मील जा सकती है?","यदि गैस का दाम $४/गैलन हो, तो डैन की गाड़ी $५४ की गैस में कितने मील जा सकती है?",neutral
422,उसी समय जॉयस उसी इमारत की ८१वीं मंज़िल पर एक लिफ्ट में चढ़ती है और प्रति मिनट ७८ मंज़िल की गति से चलती है,उसी समय जॉयस उसी इमारत की ६१वीं मंज़िल पर एक लिफ्ट में चढ़ती हैं और प्रति मिनट ७८ मंज़िल की गति से नीचे उतरती हैं,neutral
38,फ्रेड और सैम ७० मील से भी कम दूरी पर खड़े हैं और वे एक ही समय पर एक-दूसरे की ओर एक सीधी रेखा में चलना शुरू करते हैं,फ्रेड और सैम ५० मील दूर खड़े हैं और वे एक ही समय पर एक-दूसरे की ओर एक सीधी रेखा में चलना शुरू करते हैं,neutral
78,"ओवरलैंड पार्क, कैनसस (सीएनएन) -- कैनसस के दो यहूदी-संबद्ध प्रतिष्ठानों में तीन लोगों की हत्या के आरोपी व्यक्ति ने अपने नस्लवादी विचार नहीं छिपाए, अखबारों में चिट्ठियाँ लिखीं और अपने घर में श्वेत-वर्चस्ववादी सभाओं में लोगों को आमंत्रित किया, ऐसा वे लोग कहते हैं जो उसे जानते थे।",क्रॉस पर दो यहूदी-संबद्ध प्रतिष्ठानों में तीन लोगों की हत्या का आरोप है,neutral
128,"स्वतंत्र रूप से काम करते हुए, एन वही काम ९ घंटे में कर सकती है","स्वतंत्र रूप से काम करते हुए, एन वही काम ७ घंटे में कर सकती है",contradiction
238,"विंसेंट ने जानवरों के बारे में १०.० किताबें, अंतरिक्ष के बारे में १.० किताब और ट्रेनों के बारे में ३.० किताबें खरीदीं और उसने सभी किताबों के लिए $१६.० चुकाए",१.० किताब का औसत मूल्य ४.६ है,contradiction
45,फ्रेड ने दिन में ८ घंटे काम करके ५० दिनों में २ किलोमीटर हाईवे बनाने के लिए १०० लोगों को नियुक्त किया,फ्रेड ने दिन में ८ घंटे काम करके ५० दिनों में २ किमी हाईवे बनाने के लिए ४०० लोगों को नियुक्त किया,contradiction
310,"चांग ली के पास पालतू तिलचट्टे हैं जो हर सप्ताह एक ही दर से बढ़ते हैं। पहले सप्ताह उसके पास ५ थे, अगले सप्ताह १०, दूसरे सप्ताह २०, और चौथे सप्ताह उसके पास ८० थे","चांग ली के पास पालतू तिलचट्टे हैं जो हर सप्ताह एक ही दर से बढ़ते हैं। पहले सप्ताह उसके पास ५ से अधिक थे, अगले सप्ताह १०, दूसरे सप्ताह २०, और चौथे सप्ताह उसके पास ८० थे",contradiction
211,"स्वतंत्र रूप से काम करते हुए, एन वही काम ९ घंटे में कर सकती है","स्वतंत्र रूप से काम करते हुए, एन वही काम ७ घंटे से अधिक समय में कर सकती है",Entailment
283,"शीला सोमवार, बुधवार और शुक्रवार को प्रतिदिन ८ घंटे और मंगलवार और गुरुवार को प्रतिदिन ६ घंटे काम करती है","शीला सोमवार, बुधवार और शुक्रवार को दिन में ५ घंटे से अधिक और मंगलवार और गुरुवार को प्रतिदिन ६ घंटे काम करती है",Entailment
153,४०-गैलन ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,१०-गैलन से अधिक ईंधन टैंक वाले एक छोटे विमान का पायलट ४८० मील दूर क्लीवलैंड उड़ान भरना चाहता है,Entailment
49,फ्रेड और सैम ४० मील दूर खड़े हैं और वे एक ही समय पर एक-दूसरे की ओर एक सीधी रेखा में चलना शुरू करते हैं,फ्रेड और सैम २० मील दूर खड़े हैं और वे एक ही समय पर एक-दूसरे की ओर एक सीधी रेखा में चलना शुरू करते हैं,contradiction
314,मोलिनारी ने शुरुआती छह होलों में छह बर्डी कार्ड के जाल से उड़ान भरी लेकिन ऐसी शानदार शुरुआत के बाद वे अपने राउंड ६५ में केवल एक और ही कर सके।,६५ के राउंड के बाद ११-अंडर पर जिमेनेज़ के साथ एदोआर्दो मोलिनारी जुड़ गए,neutral
83,"फैज़ा के पास ५ से अधिक पर्स हैं, उसने उपहार के रूप में ३ पर्स दिए हैं","फैज़ा के पास ७ पर्स हैं, वह उपहार के रूप में ३ पर्स देती है",neutral
180,किसान के पास १२७.० सेब थे और उसके पड़ोसी ने उसे ८८.० पाउंड सेब दिए,उसके पास अब २१५.० पाउंड सेब हैं,Entailment
407,"यदि उनके घरों के बीच की दूरी ३० किलोमीटर हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?","यदि उनके घरों के बीच की दूरी २० किलोमीटर से अधिक हो, मैक्सवेल की चलने की गति ४ किमी/घंटा हो, और ब्रैड की दौड़ने की गति ६ किमी/घंटा हो, तो ब्रैड की यात्रा की दूरी कितनी है?",Entailment
340,एक ट्रेन ६ बजे के बाद दिल्ली छोड़ती है,एक ट्रेन ९ बजे दिल्ली छोड़ती है,neutral
258,"मानवाधिकार संगठनों का कहना है, ताबा के हिल्टन होटल पर हमले के बाद पुलिस ने लगभग २,५०० लोगों को हिरासत में लिया और उनमें से कई के साथ दुर्व्यवहार किया।","ताबा में हिल्टन होटल पर हमले के बाद लगभग २,५०० लोगों को गिरफ्तार किया गया है।",Entailment
158,वे उस पर २० दिन काम करते हैं और फिर राजेश उसे ३० दिनों में पूरा करता है,वे उस पर २० दिनों से अधिक समय तक काम करते हैं और फिर राजेश उसे ३० दिनों में पूरा करता है,contradiction
187,सूज़न एक ट्रिप के पहले ४० मील के लिए २० मील प्रति घंटे से अधिक की गति से गाड़ी चलाती है फिर ट्रिप के बाकी ४० मील के लिए १५ मील/घंटा की औसत गति से। यदि उसने ट्रिप के दौरान कोई स्टॉप न लिया हो तो पूरी ट्रिप के लिए सूज़न की औसत गति मील/घंटा में क्या थी,सूज़न ने एक ट्रिप के पहले ४० मील के लिए औसतन ३० मील प्रति घंटे की गति से गाड़ी चलाई फिर ट्रिप के बाकी ४० मील के लिए १५ मील/घंटा की औसत गति से। यदि उन्होंने ट्रिप के दौरान कोई स्टॉप न लिया हो तो पूरी ट्रिप के लिए सूज़न की औसत गति मील/घंटा में कितनी थी,neutral
190,मोर्स हाई स्कूल में ३०० सीनियर हैं और उनमें से ५०% के पास गाड़ियाँ हैं,मोर्स हाई स्कूल में ३०० से कम सीनियर हैं और उनमें से ५०% के पास गाड़ियाँ हैं,contradiction
240,एक स्कूल में ५४२.० लड़कियाँ और ३८७.० लड़के हैं।,उस स्कूल में ९२८.० विद्यार्थी हैं,contradiction
62,एक ट्रेन ९ बजे दिल्ली छोड़ती है,एक ट्रेन ८ बजे के बाद दिल्ली छोड़ती है,Entailment
309,एंजेला का ग्रेड उसकी कक्षा के ८० ग्रेडों में ९०वें पर्सेंटाइल पर था,एंजेला का ग्रेड उसकी कक्षा के ८० ग्रेडों में ९०वें पर्सेंटाइल से अधिक था,contradiction
341,"८% स्टॉक में ४६२० से कम, माइकल रुपये कमाते हैं","८% स्टॉक में १६२०, माइकल रुपये कमाते हैं",neutral
239,"हर सप्ताह, जेम्स को पहले २० घंटों से अधिक समय के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं।","हर सप्ताह, जेम्स को पहले ४० घंटों के लिए प्रति घंटे x डॉलर और उस सप्ताह काम किए गए प्रत्येक अतिरिक्त घंटे के लिए २ x डॉलर दिए जाते हैं",neutral
315,८ साल पहले जेसन १२ गुना बड़ा था,८ साल से भी अधिक पहले जेसन १२ गुना बड़ा था,contradiction
203,पैट्रिक ने १० से अधिक पेंसिलें खरीदीं और ३० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,पैट्रिक ने ८० पेंसिलें खरीदीं और ३० पेंसिलों के बिक्री मूल्य के बराबर हानि पर बेचीं,neutral
41,"लाली केवल लाल, हरी और नीली खिलौना ईंटों का उपयोग करके ७ : ३ : १ के अनुपात में एक टावर बनाती है","लाली केवल लाल, हरी और नीली खिलौना ईंटों का उपयोग करके ४ : ३ : १ के अनुपात में एक टावर बनाती है",neutral
119,"शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ४६, ६५, ८२, ६७ और ९५ अंक पाए","शेखर ने गणित, विज्ञान, सामाजिक अध्ययन, अंग्रेज़ी और जीव विज्ञान में क्रमशः ७६, ६५, ८२, ६७ और ९५ अंक पाए।",neutral
105,सैंडी ने ६.० गाजरें उगाईं और सैम ने ३.० गाजरें ले लीं,सैंडी के पास ३.० गाजरें बची हैं,Entailment
47,स्थानीय अधिकारियों का हवाला देते हुए समाचार रिपोर्ट में कहा गया है कि कुछ कच्ची सब्ज़ियों में ई. कोलाई के कारण १६ लोगों की मृत्यु हुई है।,"मीडिया रिपोर्ट में प्रकोप से जुड़े १६ लोग मारे गए हैं, जिनमें से १ स्वीडन में है",neutral
276,जैक ८ फुट प्रति सेकंड से कम गति से क्रिस्टीना की ओर एक सीधी रेखा में चलता है और क्रिस्टीना ८ फुट प्रति सेकंड की गति से जैक की ओर एक सीधी रेखा में चलती है,जैक क्रिस्टीना की ओर एक सीधी रेखा में ७ फुट प्रति सेकंड की स्थिर गति से चलता है और क्रिस्टीना ८ फुट प्रति सेकंड की गति से जैक की ओर एक सीधी रेखा में चलती है,neutral
394,लॉयड अपनी वर्गाकार आकृति की १२० वर्ग फुट ज़मीन की प्रत्येक भुजा पर बाड़ लगाना चाहता है,लॉयड अपनी वर्गाकार आकृति की ज़मीन की प्रत्येक भुजा पर ८२० वर्ग फुट बाड़ लगाना चाहता है,contradiction
154,सैली के बैंक में ७६०.० क्वार्टर थे और उसने अपने क्वार्टरों में से ४१८.० खर्च कर दिए,उसके पास अब ३४२.० क्वार्टर हैं,Entailment
185,मेरी अल्बर्ट से ८ साल छोटी है,मेरी अल्बर्ट से १ साल से अधिक छोटी है,Entailment
336,पहली बार्बी डॉल $३ में बिकी थी।,पहली बार्बी का दाम ३ डॉलर था।,Entailment
132,कल सिटी ए से सिटी बी जाने में रॉबर्ट को १ घंटे से अधिक समय लगा,कल सिटी ए से सिटी बी जाने में रॉबर्ट को ४ घंटे लगे थे,neutral
17,"एक $ ५,००० का पुरस्कार दिया जाता है।",कुछ जानते हैं? ६४१-२२८-१८२ नंबर पर कॉल करें। एक पुरस्कार दिया जाता है,neutral
71,सैली के पास ९.० नारंगी गुब्बारे और ४.० नीले गुब्बारे हैं और उसे २.० नारंगी गुब्बारे और मिले हैं,सैली के पास अब १३.० नारंगी गुब्बारे हैं,contradiction
16,टिया की आयु १४ वर्ष है।,टिया की आयु १५ वर्ष है।,contradiction
188,"एनी, अकेले काम करते हुए, केवल ९ घंटे में वही काम कर सकती है","एनी, अकेले काम करते हुए, केवल ६ घंटे में वही काम कर सकती है",contradiction
397,"पाँच दोषी ठहराए गए क्यूबाई खुफिया एजेंटों की ग्रॉस जेल की सज़ा, जिनमें से तीन अमेरिका में सज़ा काट रहे हैं।'",क्यूबाई अधिकारी चाहते हैं कि अमेरिका ग्रॉस को कैद तीन क्यूबाई जासूसों के बदले अदला-बदली करे,neutral
89,"श्रीलंका के एक गाँव के ४% से अधिक लोग बम धमाके में मारे गए, बाकी १५% डर से गाँव छोड़ गए","श्रीलंका के एक गाँव के ५% लोग बम धमाके में मारे गए, बाकी १५% डर से गाँव छोड़ गए",neutral
249,"यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ५ : ४ हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?","यदि हाइब्रिड ताजिमा और नॉन-हाइब्रिड फ्रैंक का अनुपात ४ : ४ से अधिक हो और डीलरशिप के स्वामित्व में कुल २८० मोटरगाड़ियाँ हों, तो कितनी हाइब्रिड फ्रैंक हैं?",Entailment
293,"बेन ने प्रति वर्ष $ ७५,००० देने वाली एक बिक्री की नौकरी लेने के लिए प्रति वर्ष $ ४५,००० और ७५ प्रतिशत से कम कमीशन देने वाली एक नौकरी छोड़ी थी","बेन ने प्रति वर्ष $ ७५,००० देने वाली एक बिक्री की नौकरी लेने के लिए प्रति वर्ष $ ४५,००० और १५ प्रतिशत कमीशन देने वाली एक नौकरी छोड़ी थी",neutral
413,एंड्रयू ने ७० रुपये प्रति किलो की दर से ८ किलो अंगूर और ५५ रुपये प्रति किलो की दर से ९ किलो आम खरीदे थे,एंड्रयू ने ७० रुपये प्रति किलो की दर से ५ किलो से अधिक अंगूर और ५५ रुपये प्रति किलो की दर से ९ किलो आम खरीदे थे,Entailment
33,"यदि मेरी को हैरी से ८०० डॉलर अधिक मिलें, तो उस साल उनके व्यवसाय में कितना लाभ हुआ था?","यदि मेरी को हैरी से $ ५०० अधिक मिलें, तो उस साल उनके व्यवसाय का लाभ कितना था?",Entailment
112,"प्रोफेसर वांग जब इस टर्म की कक्षाओं के रोस्टर देखते हैं, तो वे देखते हैं कि उनकी अर्थशास्त्र की कक्षा के रोस्टर में ७६ से कम नाम थे, उनकी मार्केटिंग कक्षा के रोस्टर में २८ और उनकी सांख्यिकी कक्षा के रोस्टर में १८ थे","प्रोफेसर वांग जब इस टर्म की कक्षाओं के रोस्टर देखते हैं, तो वे देखते हैं कि उनकी अर्थशास्त्र की कक्षा के रोस्टर में १६ नाम थे, उनकी मार्केटिंग कक्षा के रोस्टर में २८ और उनकी सांख्यिकी कक्षा के रोस्टर में १८ थे",neutral
156,"सैंडी को ६०० मीटर की दूरी पार करने में कितने सेकंड लगते हैं, यदि सैंडी १८ किमी/घंटा की गति से दौड़े?",यदि सैंडी १८ किमी/घंटा की गति से दौड़े तो ६०० मीटर से कम दूरी पार करने में उसे कितने सेकंड लगते हैं?,contradiction
18,वेरिडैक्स कॉर्पोरेशन में २५० कर्मचारी हैं,वेरिडैक्स कॉर्पोरेशन में ६५० से भी कम कर्मचारी हैं।,Entailment
65,"२००३ में, जेफरसन हाई स्कूल में पढ़ने वाली लड़कियों की संख्या लड़कों की संख्या के बराबर थी","६००३ में, जेफरसन हाई स्कूल में पढ़ने वाली लड़कियों की संख्या लड़कों की संख्या के बराबर थी",contradiction
202,विदेशी सहायता संघीय बजट के १% से भी कम है।,"विदेशी सहायता संघीय बजट के १% से भी कम है, उन्होंने कहा",Entailment
60,"अंग्रेज़ी, विज्ञान, गणित और इतिहास में गणेश का औसत स्कोर अंग्रेज़ी, इतिहास, भूगोल और गणित में उसके स्कोर से ८८ से कम है।","अंग्रेज़ी, विज्ञान, गणित और इतिहास में गणेश का औसत स्कोर अंग्रेज़ी, इतिहास, भूगोल और गणित में उसके स्कोर से १८ कम है।",neutral
173,कनाडाई स्वास्थ्य अधिकारियों ने ब्रिटिश कोलंबिया में एंटेरोवायरस डी ६८ के तीन मामलों की पुष्टि की है।,कनाडा ने ब्रिटिश कोलंबिया में तीन मामलों की पुष्टि की है,Entailment
197,जिल ने अपनी जन्मदिन की पार्टी में ३७.० लोगों को आमंत्रित किया है और प्रत्येक पिज़्ज़ा को ८ बराबर भागों में बाँटा गया है और प्रत्येक व्यक्ति १.० स्लाइस खाता है,६.० पिज़्ज़ा खाए गए हैं,contradiction
143,एंडी एक गणित अभ्यास में ७५ से १२५ तक की समस्याएँ हल करता है,एंडी एक गणित अभ्यास में २५ से १२५ तक की समस्याएँ हल करता है,contradiction
373,"आज कैथरीन, जिनकी आयु ४० वर्ष है, और उनकी बेटी, जिसकी आयु १० वर्ष है, अपने जन्मदिन मना रही हैं","आज कैथरीन, जिनकी आयु ७० वर्ष से कम है, और उनकी बेटी, जिसकी आयु १० वर्ष है, अपने जन्मदिन मना रही हैं",Entailment
80,"२००० से कम, इसाबेला की पूँजी क्या है?","१०००, इसाबेला की पूँजी क्या है?",neutral
204,यदि लियो का वज़न ६० पाउंड से कम हो तो उसका वज़न उसकी बहन केंद्रा से ५०% अधिक होगा,यदि लियो १० पाउंड बढ़ा ले तो उसका वज़न उसकी बहन केंद्रा से ५०% अधिक हो जाएगा,neutral
