Q No.,Question,Answer
482,"श्री राय एक सरकारी अधिकारी हैं। वे तीर्थ स्थानों के दर्शन के लिए भारत जाएँगे। यदि बांग्लादेशी १ टका भारतीय ०.६३ रुपये के बराबर हो, तो भारतीय ३००० रुपयों के लिए बांग्लादेश के _____ टका आवश्यक होंगे।",४७६१.९०
599,१ इंच = २.५४ सेंटीमीटर और १ एकड़ = ४८४० वर्ग गज़। १ एकड़ में _____ वर्ग मीटर हैं।,४०४६.८५
530,किसी एक संख्या में से २७ घटाने पर अंतर -२१ होगा। वह संख्या _____ होगी।,६
454,"९६०० रुपये सारा, माया और रिया में ४:३:१ के अनुपात में बाँटने पर रिया को _____ रुपये मिलेंगे।",१२००
170,१५० रुपये के १/२ भाग में से _____ रुपये लेने पर ३० रुपये बचे रहेंगे।,४५
223,२४ मीटर लंबी सड़क के किनारे सड़क के दोनों सिरों सहित बराबर दूरी पर १५ पेड़ लगाने पर लगातार दो पेड़ों की दूरी _____ मीटर होती है।,१.७१
238,"३०६, ८१० और २२१४ को सबसे बड़ी _____ संख्या से भाग देने पर हर स्थिति में कोई शेष नहीं बचेगा।",१८
110,एक पार्क में एक बरगद का पेड़ और एक चीड़ का पेड़ है। १५० वर्ष पहले दोनों पेड़ों की आयु का योग २९६१ वर्ष था। वर्तमान में चीड़ के पेड़ की आयु १४३२ वर्ष है। वर्तमान में दोनों पेड़ों की आयु का योग _____ वर्ष होगा।,३२६१
462,एक मछली विक्रेता ने प्रति गंडा (चार) रोहू मछली १६०० रुपये में खरीदकर प्रत्येक मछली ३५० रुपये में बेची। उन्हें प्रतिशत _____ भाग लाभ या हानि हुई।,१२.५०
72,एक कटोरी खीर बनाने में २ किलोग्राम चीनी लगती है। ऐसी १४ कटोरी खीर बनाने के लिए _____ किलोग्राम चीनी लगेगी।,२८
629,८० मीटर लंबाई और ६० मीटर चौड़ाई वाले एक आयताकार बगीचे के भीतर चारों ओर ४ मीटर चौड़ा एक रास्ता है। ७.२५ रुपये प्रति वर्ग मीटर की दर से उस रास्ते को बाँधने का खर्च _____ रुपये है।,७६५६
517,"यदि एक ज़मीन के टुकड़े पर किसी एक दिन २० कि.ग्रा. ८५० ग्राम सरसों उगे, तो वैसे ७ ज़मीन के टुकड़ों पर कुल _____ किलो सरसों उगेगी।",१४५.९५
383,"राजन का वज़न ३६.५ किलो है, उसके छोटे भाई और पिता का वज़न क्रमशः उसके वज़न का ०.८ गुना और १.६ गुना है। उसके पिता का वज़न _____ किलो है।",५८.४०
619,एक आयताकार क्षेत्र की लंबाई ४८ मीटर और चौड़ाई ३२ मीटर ८० से.मी. है। क्षेत्र के बाहर चारों ओर ३ मीटर चौड़ा एक रास्ता है। रास्ते का क्षेत्रफल _____ वर्ग मीटर है।,५२०.८०
10,पार्क में ६ अखरोट के पेड़ हैं। पार्क के कर्मचारी आज ४ पेड़ हटाएँगे। कर्मचारियों का काम पूरा होने के बाद पार्क में _____ अखरोट के पेड़ रहेंगे।,२
568,"६५०० रुपये जिस ब्याज दर पर ४ साल में ब्याज-मूलधन मिलाकर ८८४० रुपये होते हैं, उसी ब्याज दर पर _____ रुपये ४ साल में ब्याज-मूलधन मिलाकर १०२०० रुपये होंगे।",७५००
34,मेलिसा के पास ८८ केले हैं। जोशुआ ने मेलिसा के साथ ४ और साझा किए। मेलिसा के पास _____ केले होंगे।,९२
6,पार्क में वर्तमान में ९ ओक के पेड़ हैं। पार्क के कर्मचारी २ नए ओक के पेड़ लगा रहे हैं। कर्मचारियों का काम पूरा होने पर पार्क में _____ ओक के पेड़ होंगे।,११
212,चीनी का दाम बढ़ जाने से हमने तय किया है कि अभी की तुलना में ४% चीनी का उपयोग घटाएँगे। अभी हम प्रतिदिन ६२५ ग्राम चीनी का उपयोग करते हैं। घटाने के बाद प्रतिदिन _____ ग्राम चीनी का उपयोग करेंगे।,२५
535,"यदि तीन क्रमागत प्राकृतिक संख्याओं का योग ६३ हो, तो छोटी संख्या _____ होगी।",२०
89,यदि १२ कपों का वज़न मिलाकर ४.८० किलो हो तो प्रत्येक का वज़न _____ किलो है।,०.४०
435,"२० मीटर कपड़े को तीन भाई-बहनों अमित, सुमित और चेतना में ५ : ३ : २ के अनुपात में बाँटने पर चेतना के कपड़े की मात्रा _____ मीटर है।",४
211,एक विशेष प्रकार के पीतल में ७०% ताँबा और बाकी जस्ता है। २० किग्रा ऐसा पीतल बनाने के लिए _____ किग्रा जस्ता लगेगा।,६
119,"_____ वह सबसे छोटी संख्या है जो १८, २४, ४२ से विभाज्य है।",५०४
144,मीरा ने १२.५ से.मी. लंबाई की रस्सी से ८.५ लंबाई की रस्सी काट ली। देखते हैं अब _____ लंबाई की रस्सी बची है।,४
17,तुषार दुकान से चार दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ५ अंडे खराब हैं और _____ अच्छे अंडे हैं।,४३
62,राजू और मोनू के पास मिलाकर ६९० लीची हैं। राजू की तुलना में मोनू के पास ८६ लीची कम हैं। राजू के पास _____ लीची हैं।,३८८
309,२०१० से २०३० तक कुल _____ लीप ईयर थे।,५
129,"मेरे पास एक बड़ी चॉकलेट है। मैंने उस चॉकलेट के बराबर ८ टुकड़े करके उसके ३ टुकड़े बहन को, २ टुकड़े भाई को दिए और बाकी टुकड़े खुद खा लिए। देखता हूँ मुझे चॉकलेट का _____ भाग मिला।",३/८
155,१५ वैन ४० मिनट में ७५ क्विंटल सब्ज़ी ढो सकती हैं। २० वैन १०० क्विंटल सब्ज़ी ढोने में _____ समय लेंगी।,४०
638,१० वर्ष पहले पिता और पुत्र की आयु का अनुपात ४:१ था। १० वर्ष बाद पिता और पुत्र की आयु का अनुपात २:१ होगा। पिता की वर्तमान आयु _____ वर्ष है।,५०
322,२ मीटर लंबे बाँस की लंबाई में से ७५ से.मी. लंबाई पर लाल रंग किया। बाँस की बाकी लंबाई पर सफेद रंग किया। बाँस पर लाल रंग की गई लंबाई और सफेद रंग की गई लंबाई का अनुपात _____ होगा।,३:५
288,किसी एक सबसे छोटी पूर्ण वर्ग संख्या का एक गुणनखंड १७ है। वह संख्या _____ है।,२८९
508,एक आयताकार कमरे की परिधि एक वर्गाकार परिधि के बराबर है। आयताकार कमरे की लंबाई चौड़ाई की ३ गुनी है। ७५ रुपये प्रति वर्ग मीटर की दर से कमरे के फर्श को कार्पेट से ढँकने में कुल ११०२५ रुपये खर्च होते हैं। ४० से.मी. के वर्गाकार टाइलों से वर्गाकार कमरे के फर्श को ढँकने में _____ टाइलें लगेंगी।,१६००
112,माँ और पुत्र की आयु का योग ६० वर्ष है। माँ की आयु पुत्र की आयु की ३ गुनी है। तो माँ की आयु _____ वर्ष है।,४५
71,एक बोर्ड के ३/४ वर्ग मीटर को रंगने में १ डेसीलीटर रंग लगता है। ४ डेसीलीटर रंग से _____ वर्ग मीटर रंगा जा सकेगा।,३
216,हमारे परिवार के कुल मासिक खर्च में ४७५० रुपये खाने पर खर्च होते हैं और अन्य खर्च ५९०० रुपये हैं। यदि खाने का खर्च १०% बढ़ाकर अन्य खर्च १६% घटाया जाए तो कुल मासिक खर्च _____ रुपये घटेगा।,४६९
104,तीन संख्याओं का योग ५४५२ है। यदि दो संख्याएँ २५६३ और १२४५ हों तो तीसरी संख्या _____ है।,१६४४
302,५००० के निकटतम ५००० से छोटी पूर्ण वर्ग संख्या _____ है।,४९००
411,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। १० साल बाद उन्हें कुल _____ रुपये चुकाने होंगे।,८१००
101,स्पर्स बास्केटबॉल टीम में २२ खिलाड़ी हैं। प्रत्येक खिलाड़ी के पास ११ बास्केटबॉल हैं। उन सबके पास मिलाकर _____ बास्केटबॉल हैं।,२४२
491,हेमा और हीना एक काम मिलकर २० दिनों में कर सकती हैं। हेमा और हीना के मिलकर ८ दिन काम करने के बाद हेमा चली गई। हीना ने बाकी काम २१ दिनों में पूरा किया। पूरा काम हीना _____ दिनों में कर सकती थी।,३५
31,सिंडी की माँ ने ४१ कुकीज़ बनाईं। यदि पॉल के पिता ३० खा लें तो _____ कुकीज़ बची हैं।,११
297,५३२० के साथ कौन-सी एक सबसे छोटी संख्या जोड़ने पर योग पूर्ण वर्ग संख्या होगा। वह संख्या _____ है।,९
98,बबलू ४ मील प्रति घंटे की गति से १४ मील चला। बबलू _____ घंटे चलता रहा।,३.५०
143,२.७५ के साथ _____ जोड़ने पर ३ मिलेगा।,०.२५
398,किसी विद्यालय की ५वीं कक्षा के कुल ५० विद्यार्थियों में से ४२% छात्राएँ हैं। उस कक्षा में कुल _____ छात्राएँ हैं।,२१
133,टोकरी में कुछ संतरे हैं। आधे संतरे दादाजी को देने के बाद टोकरी में २ संतरे बचे रहे। दादाजी को देने से पहले टोकरी में _____ संतरे थे।,४
206,आज सुबह से बहुत बारिश हो रही है। इसलिए अमन के स्कूल में कुल विद्यार्थियों में से केवल २०% विद्यार्थी उपस्थित हुए हैं। यदि अमन के स्कूल के कुल विद्यार्थी १२३० हों तो आज _____ विद्यार्थी स्कूल में उपस्थित हुए हैं।,२४६
202,आज हमारी कक्षा में ७ विद्यार्थी अनुपस्थित हैं। कक्षा में कुल ३५ विद्यार्थी हैं। आज कुल विद्यार्थियों का प्रतिशत _____ भाग स्कूल आया है।,८०
132,१ से १० तक की पूर्ण संख्याओं में कुल पूर्ण संख्याओं का _____ भाग अभाज्य संख्याएँ हैं।,२/५
467,"नमन ने मिठाई की दुकान से २५० रुपये प्रति किलो के हिसाब से किलो भर संदेश (मिठाई) खरीदा। यदि वैट की दर ४ रुपये हो, तो मिठाई खरीदने के लिए वह दुकानदार को _____ रुपये देगा।",५२०
556,वार्षिक ८ १/२ रुपये प्रतिशत ब्याज पर _____ रुपये का ६ साल का ब्याज २५५० रुपये होगा।,५०००
625,"एक आयताकार हौज़ की लंबाई ५.५ मीटर, चौड़ाई ४ मीटर और ऊँचाई २ मीटर है। यदि उक्त हौज़ पानी से भरा हो तो पानी का आयतन _____ लीटर है।",४४०००
341,"यदि एक डॉलर १०० रुपये के बराबर हो, तो सात करोड़ चौरानबे लाख सैंतीस हज़ार एक सौ रुपये _____ डॉलर के बराबर हैं।",७९४३७१
227,"४२० रुपये, ५६० रुपये और ६३० रुपये का ल.स. _____ रुपये है।",५०४०
267,आज खेल के मैदान में हमने वर्गाकार रूप में खड़े होने का निर्णय लिया। कुछ लोगों के वर्गाकार रूप में खड़े होने के बाद भी ४ दोस्त मैदान के बाहर खड़े हैं। यदि वे इस वर्गाकार में खड़े हों तो वर्गाकार नहीं रहेगा। आज हमारी कक्षा में ४० लोग उपस्थित हुए हैं। इस वर्गाकार सजावट की प्रत्येक पंक्ति में _____ लोग खड़े हैं।,६
549,एक ट्रेन ३० कि.मी. प्रति घंटे की गति से चलकर नई दिल्ली स्टेशन से गाज़ियाबाद स्टेशन पहुँची। यदि गति २५ कि.मी. होती तो १० मिनट अधिक लगते। दोनों स्टेशनों के बीच की दूरी _____ कि.मी. है।,२५
264,"उनके कुछ और दोस्त उनके साथ बगीचे के काम में शामिल हो गए। बगीचा साफ करने के लिए अब वे कुल जितने लोग हैं, प्रत्येक ने उतने ५-५ रुपये चंदा दिया। कुल चंदा ७२० रुपये इकट्ठा हुआ। हिसाब करके देखते हैं कि कुल _____ दोस्तों ने मिलकर चंदा इकट्ठा किया।",१२
198,इस साल की गणित परीक्षा में हमारी कक्षा के ६०% विद्यार्थियों ने ८० से अधिक अंक पाए हैं। यदि हमारी कक्षा के कुल विद्यार्थी ५० हों तो _____ विद्यार्थियों ने ८० से अधिक अंक पाए हैं।,३०
279,देखते हैं ७ को एक सबसे छोटी प्राकृतिक संख्या से गुणा करने पर गुणनफल एक पूर्ण वर्ग संख्या होगी। वह संख्या _____ है।,७
459,"एक संतरा विक्रेता ने प्रति सौ संतरे १००० रुपये में खरीदकर १२०० रुपये में बेचे, उन्हें _____ रुपये का लाभ हुआ।",२००
78,दूध के ४ पैकेटों में से प्रत्येक में ०.२ लीटर दूध है। सभी पैकेटों का दूध मिलाने पर _____ लीटर दूध होगा।,०.८०
426,"कोई एक सबसे छोटी पूर्ण वर्ग संख्या ९, १५ और २५ से विभाज्य है। वह संख्या _____ है।",२२५
443,"२१६० रुपये रुचि, जूही और कोमल में १ : २ : ३ के अनुपात में बाँटने पर कोमल को _____ रुपये मिलेंगे।",१०८०
361,एक वर्गाकार मैदान की एक भुजा की लंबाई ५/२ कि.मी. है। मैदान का क्षेत्रफल _____ वर्ग किमी है।,२५/४
165,किसी एक देश का क्षेत्रफल लगभग ३२८७२६३ वर्ग किलोमीटर है। इसमें वन भूमि लगभग ७५४७४० वर्ग किलोमीटर और नदी घाटी २५०३००० वर्ग किलोमीटर में फैली है। वन भूमि और नदी घाटी को छोड़कर बाकी भाग का क्षेत्रफल _____ वर्ग किलोमीटर है।,२९५२३
653,"यदि दो अंकों वाली किसी संख्या के दोनों अंकों का योग १० और अंतर ४ हो, तो ऐसी संभव सबसे बड़ी संख्या _____ होगी।",७३
571,"वार्षिक प्रतिशत ६ रुपये ब्याज पर ५०० रुपये का ४ साल का ब्याज जितना होता है, वार्षिक प्रतिशत ५ रुपये ब्याज पर _____ रुपये का २ साल ६ महीने का ब्याज उतना ही होगा।",९६०
289,"शून्य के अलावा १०, १५, २० और ३० से विभाज्य सबसे छोटी पूर्ण वर्ग संख्या _____ है।",९००
650,"किसी भिन्न के अंश के साथ ५ जोड़ने पर इसका मान २ हो जाता है। और, हर में से १ घटाने पर इसका मान १ हो जाता है। वह भिन्न _____ होगी।",३/४
455,"तीन छात्रों में ४२०० रुपये उनकी कक्षा के अनुपात में बाँटे गए। यदि वे क्रमशः छठी, ७वीं और ८वीं कक्षा के विद्यार्थी हों, तो छठी कक्षा के विद्यार्थी को _____ रुपये मिलेंगे।",१२००
584,"किसी शहर की वर्तमान जनसंख्या ८० लाख है। यदि उस शहर की जनसंख्या वृद्धि की दर प्रति हज़ार ३० हो, तो ३ साल बाद उस शहर की जनसंख्या _____ होगी।",८७४१८१६
334,५६०५ के साथ कोई एक सबसे छोटी संख्या जोड़ने पर योग एक पूर्ण वर्ग संख्या होगा। वह संख्या _____ होगी।,२०
371,"यदि ३२/५ मीटर तार को हम ४/५ मीटर के टुकड़ों में काटें, तो _____ टुकड़े होंगे।",८
352,"किसी घर में ९८००० ग्राम चावल है। यदि उन्हें प्रतिदिन ६५० ग्राम चावल लगे, तो _____ वें दिन चावल खत्म होगा।",१५१
593,वार्षिक प्रतिशत ८.५० रुपये चक्रवृद्धि ब्याज पर १०००० रुपये का २ साल का चक्रवृद्धि ब्याज _____ रुपये है।,१७७२.२५
53,आलोक बाबू का मासिक वेतन ९८७० रुपये है। हर महीने वे ३८०० रुपये मकान किराए में और ५६५० रुपये परिवार की ज़रूरतों में खर्च करते हैं। शेष रुपये वे एक बैंक में जमा करते हैं। वे साल में _____ रुपये बैंक में जमा करते हैं।,५०४०
350,राहुल के पास ४५ सेब और १८ संतरे हैं। राहुल कोई सेब या संतरा शेष न रखते हुए अधिक से अधिक बच्चों में इस प्रकार बाँटना चाहता है कि प्रत्येक को बराबर संख्या में सेब और संतरे मिलें। राहुल _____ बच्चों में ये बाँट सकेगा।,९
354,एक पानी की टंकी में प्रति मिनट ५ लीटर पानी आता है और २ लीटर पानी खर्च होता है। १० मिनट में पानी की टंकी में _____ लीटर पानी होगा।,३०
188,"उर्मिला देवी के घर में ३०.६ मीटर कपड़ा है। उस कपड़े से वे फ्रॉक बनाएँगी। यदि प्रत्येक फ्रॉक के लिए १.७ मीटर कपड़ा लगे, तो उर्मिला देवी _____ फ्रॉक बनाएँगी।",१८
438,"कबीर बाबू के तीन पुत्रों की आयु क्रमशः ५ वर्ष, ७ वर्ष और ९ वर्ष है। उन्होंने ४२०० रुपये तीनों पुत्रों में उनकी आयु के अनुपात में बाँट दिए, बड़े बेटे को _____ रुपये मिलेंगे।",१८००
26,"अमित के पास १० रुपये के १० नोट, २० रुपये के १० नोट और ५० रुपये के १० नोट हैं। तो न्यूनतम _____ नोटों का उपयोग करके वह २०० रुपये चुका सकेगा।",४
178,महेंद्र और उसकी टीम ने तय किया है कि ३३ दिनों में ३७१/१५ कि.मी. सड़क बनाएँगे। उन्होंने प्रतिदिन ११/१५ कि.मी. करके २५ दिन सड़क बनाई। अब ठीक समय पर बाकी काम पूरा करने के लिए उन्हें बाकी दिनों में प्रतिदिन _____ कि.मी. सड़क बनानी होगी।,४/५
382,"राजन का वज़न ३६.५ किलो है, उसके छोटे भाई और पिता का वज़न क्रमशः उसके वज़न का ०.८ गुना और १.६ गुना है। उसके भाई का वज़न _____ किलो है।",२९.२०
468,"नरेश बाबू का मासिक मूल वेतन २७,६५० रुपये है। वार्षिक कुल आय के पहले दो लाख पचास हज़ार रुपये पर आयकर ० (शून्य) रुपये है। उसके बाद की राशि पर आयकर की दर १० रुपये हो, तो नरेश बाबू _____ रुपये आयकर देते हैं।",८१८०
444,"कुछ रुपये ललित, सुमन और शिवा में ५ : ४ : २ के अनुपात में बाँटे गए। यदि शिवा को १८० रुपये मिलें तो ललित को _____ रुपये मिलेंगे, ज्ञात कीजिए।",४५०
275,एक ऐसी सबसे छोटी प्राकृतिक संख्या है जिससे ५० को गुणा करने पर पूर्ण वर्ग संख्या मिलेगी। वह संख्या _____ है।,२
7,"राजेश ने १ मीटर लंबी एक रेखा खींची। फिर उसे लगा कि यह कुछ लंबी है। इसलिए, उसने इसका ३३ सेंटीमीटर मिटा दिया। फलस्वरूप रेखा की लंबाई अब _____ से.मी. है।",६७
221,११ किलो चीनी १२ पैकेटों में बराबर बाँटने पर प्रत्येक भाग की माप _____ किलो होती है।,०.९१
136,मेरे पास २० रुपये हैं। मैंने ५ रुपये खर्च किए। मेरे रुपयों का _____ भाग अभी भी मेरे पास है।,३/४
186,एक समबाहु त्रिभुज की परिधि १४.४ से.मी. है। उस समबाहु त्रिभुज की १ भुजा की लंबाई _____ से.मी. है (उसे दशमलव संख्या में लिखता हूँ)।,४.८०
30,"इसाबेला के बाल १८ इंच लंबे हैं। यदि वह ४ इंच काट दे, तो उसके बाल _____ इंच लंबे होंगे।",१४
180,मीतू ४ कॉपियाँ खरीदेगी। यदि १ कॉपी का दाम १२.७५ रुपये हो तो मीतू को _____ रुपये जुटाने होंगे।,५१
496,"धारा के प्रतिकूल एक जहाज़ ११ घंटे में ७७ कि.मी. रास्ता पार करता है। यदि स्थिर पानी में जहाज़ की गति ९ कि.मी. प्रति घंटा हो, तो धारा की गति प्रति घंटे _____ कि.मी. है।",२
566,वार्षिक प्रतिशत _____ रुपये ब्याज पर कोई मूलधन ८ साल में ब्याज-मूलधन मिलाकर १८८५० रुपये होगा।,९
346,सोहन ने ७०००० रुपये में एक मोटरसाइकिल खरीदी। मोटरसाइकिल के रजिस्ट्रेशन में १५०० रुपये और मरम्मत में ८०० रुपये खर्च हुए। अब यदि वह मोटरसाइकिल १००००० रुपये में बेचे तो उसे _____ रुपये का लाभ होगा।,२७७००
214,अनिल बाबू अपनी मासिक आय का २२% मकान किराया देते हैं। यदि अनिल बाबू हर महीने १८७० रुपये मकान किराया दें तो अनिल बाबू की मासिक आय _____ रुपये है।,८५००
561,"एक वस्तु बेचकर थोक विक्रेता को २०% और खुदरा विक्रेता को २०% लाभ होता है। यदि वस्तु का खुदरा बिक्री मूल्य ५७६ रुपये हो, तो थोक विक्रेता का क्रय मूल्य _____ रुपये है।",४००
465,एक अंडा विक्रेता ने १०१ रुपये प्रति दर्जन की दर से ५ दर्जन और ९० रुपये की दर से ६ दर्जन अंडे खरीदकर _____ रुपये की दर से बेचे तो उन्हें प्रति दर्जन ३ रुपये का लाभ होगा।,९८
305,दो धनात्मक पूर्ण वर्ग संख्याओं का गुणनफल १५७६ और भागफल ९/७ है। छोटी संख्या _____ है।,३५
370,एक धातु की नली के १ मीटर का वज़न १३/8 किलो है। नली के ३/५ मीटर का वज़न _____ किलो है।,३९/२०
401,यदि दिल्ली में मई महीने में कुल २४८ से.मी. बारिश हो तो औसतन प्रतिदिन _____ से.मी. बारिश हुई।,८
242,"२२८ मीटर, ३४२ मीटर, ४५६ मीटर। इन राशियों के म.स. का मान _____ होगा।",११४
634,"एक तालाब की लंबाई ३२ मीटर, चौड़ाई २० मीटर और तालाब के पानी की गहराई ३ मीटर है। एक मशीन से तालाब को खाली किया जा रहा है जो प्रति सेकंड ०.१ घन मीटर पानी निकाल सकती है। तालाब को खाली करने में _____ मिनट लगेंगे।",३२०
470,एक संतरा विक्रेता ने ६० रुपये प्रति गंडा (चार) की दर से ५ दर्जन संतरे खरीदकर ५० रुपये प्रति गंडा की दर से बेचे तो _____ रुपये की हानि हुई।,१५०
554,"रमेश बाबू ने बैंक में ५००० रुपये जमा किए और तय किया कि अगले ६ साल वे बैंक से रुपये नहीं निकालेंगे। यदि बैंक का वार्षिक ब्याज १०% हो, तो ६ साल बाद उन्हें _____ रुपये ब्याज मिलेगा।",३०००
538,"गीता, रीता और मीता के पास मिलाकर १८० रुपये हैं। रीता की तुलना में गीता के पास ६ रुपये कम और मीता के पास १२ रुपये अधिक हैं। गीता के पास _____ रुपये हैं।",५२
552,एक दुकानदार २५ रुपये प्रति गंडा (चार) की दर से अंडे खरीदकर ५६ रुपये प्रति २ गंडा की दर से बेचे तो उन्हें प्रतिशत _____ भाग लाभ होगा।,१२
256,"५० और १०० के बीच की दो जोड़ी संख्याएँ जिनका म.स. १६ और योग १७६ है, उनमें बड़ी संख्या _____ होगी।",९६
219,"फसल कटने के समय धान का दाम १०८० रुपये प्रति क्विंटल था। बरसात में धान का दाम १५% बढ़ गया। जिस किसान ने फसल कटने के समय १२ क्विंटल धान बेचा, वह बरसात में उतना ही धान बेचता तो उसे _____ रुपये अधिक मिलते।",१९४४
281,"इस साल गणतंत्र दिवस पर हमारे स्कूल के शारीरिक शिक्षा के सर ने हमें अलग-अलग समय पर १२, १५ और २० पंक्तियों में खड़ा करके तरह-तरह की परेड कराई। एक समय हमें ठोस वर्गाकार रूप में भी सजाया। उस दिन कम से कम _____ विद्यार्थी विद्यालय में उपस्थित थे।",९००
659,"एक आदमी के पास ५००० रुपये हैं। उन्होंने वे रुपये दो लोगों में इस प्रकार बाँट दिए कि पहले व्यक्ति के रुपये दूसरे व्यक्ति के ४ गुने हों। और, यदि पहले व्यक्ति से १५०० रुपये दूसरे व्यक्ति को दिए जाएँ तो दोनों के रुपयों की राशि बराबर हो जाती है। दूसरे व्यक्ति के रुपयों की राशि _____ रुपये है।",१०००
640,दो अंकों वाली किसी संख्या के दोनों अंकों के योग के साथ ७ जोड़ने पर योग दहाई के अंक का तीन गुना हो जाता है। लेकिन संख्या में से १८ घटाने पर दोनों अंक स्थान बदल लेते हैं। वह संख्या _____ होगी।,५३
414,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। १० साल बाद उन्हें _____ रुपये ब्याज देना होगा।,३६००
38,"इस साल एक स्पोर्ट यूटिलिटी व्हीकल का मूल्य १६००० डॉलर है, जो पिछले साल के मूल्य का ०.८ गुना है। पिछले साल गाड़ी का मूल्य _____ डॉलर था।",२००००
412,श्यामल कुमार ने एक बैंक से ४५०० रुपये कर्ज़ लिया। मूलधन पर वार्षिक ८% ब्याज तय किया गया। _____ साल बाद कुल ब्याज की राशि २५२० रुपये होगी।,७
95,दस हज़ार रुपये के लिए कुल _____ पाँच सौ रुपये के नोटों की आवश्यकता है।,२०
400,"यदि जसवंत एक बैंक से ६% वार्षिक ब्याज पर २,००० रुपये कर्ज़ ले तो जसवंत को हर साल _____ रुपये ब्याज देना होगा।",१२०
403,सुनील ने एक बैंक से ८०० रुपये कर्ज़ लेकर एक साल बाद ८५६ रुपये लौटाए। वार्षिक ब्याज की प्रतिशत दर _____ थी।,७
431,ऐसी दो सबसे छोटी क्रमागत संख्याएँ हैं जिनके वर्गों का अंतर एक पूर्ण वर्ग संख्या है। छोटी संख्या _____ होगी।,४
91,एक गाड़ी एक घंटे में ४२.८ कि.मी. जाती है। तो १५.५ घंटे में गाड़ी _____ कि.मी. जाती है।,६६३.४०
565,"यदि वार्षिक ब्याज प्रतिशत १० रुपये से घटकर ८ रुपये हो जाए, तो ३००० रुपये का ३ साल का ब्याज _____ रुपये कम होगा।",१८०
475,एक वस्तु १९० रुपये में खरीदकर १७५ रुपये में बेचने पर प्रतिशत _____ भाग लाभ या हानि होगी।,७.८९
301,चार अंकों की सबसे बड़ी पूर्ण वर्ग संख्या _____ है।,९८०१
166,आज पिताजी १० लीटर पीने का पानी पास के नलकूप से लाए। माँ ने १/५ भाग पानी से खाना बनाया। बाकी पानी का १/४ भाग पीने के बाद अभी भी _____ लीटर पानी बचा है।,६
551,एक आयताकार ज़मीन की लंबाई चौड़ाई की तीन गुनी है और ज़मीन की परिधि ४० मीटर है। ज़मीन की चौड़ाई _____ मीटर है।,५
