Q No.,Question,Answer
288,जगदीश की जेब में ताश के ५० पूरे डेक हैं। उसके पास कुल कितने हुकुम के पत्ते हैं?,६५०
77,एक कारखाने में ५ दिनों में २४५० मोटरसाइकिलें बनती हैं। ४ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,१३७२०
328,सुबह ५ बजे बोस्टन से यात्रा शुरू करके शाम ८ बजे शिकागो पहुँचता हूँ। मैंने कितने घंटे यात्रा की?,१५
310,"अनुज सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में ५ दिन लगते हैं, तो अनुज को सभी व्यंजन सीखने में कितने दिन लगेंगे?",१९५
221,"ओवेन एक डॉक्टर हैं, जो ३:२८ बजे ३ घंटे लंबा ऑपरेशन करने ऑपरेशन थिएटर में गए। ओवेन की बहन ओवेन से मिलने ५:३६ बजे आई, ओवेन से मिलने के लिए उसे कितने मिनट इंतज़ार करना पड़ा?",५२
23,राकेश दुकान से १४४ रुपये प्रति दर्जन के हिसाब से ढाई दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ४ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,३६०
366,"जोसेफ वेगास घूमने जा रहा है। चूँकि पोकर और ताश के अन्य खेल आजकल लोकप्रिय हो गए हैं, जोसेफ ने यात्रा के लिए ताश के ४ डेक रखने का निर्णय लिया। उसके पास कुल कितने कार्ड हैं?",२०८
119,"पार्कर प्रतिदिन ८ घंटे सोता है। यदि आज वह सुबह ९ बजे नींद से उठा, तो वह कितने बजे सोया था?",१०
349,"यदि एक वर्ग की प्रत्येक भुजा पर बाड़ लगाने में ६९ रुपये खर्च होते हैं, तो बाड़ पर कुल कितना खर्च होगा, ज्ञात कीजिए।",२७६
377,अमेलिया ने ६ एक जैसी घनाकार वस्तुओं की सभी बाहरी सतहों को पेंट किया। अमेलिया द्वारा पेंट की गई सतहों की कुल संख्या कितनी है?,३६
116,जेडन अपने बेटे से कहता है कि यदि आकाश में पक्षियों के कुल १२ पंख हैं तो वहाँ कितने पक्षी होने चाहिए?,६
133,"महीने के अंत में सचिन अपने अप्रैल महीने के खर्च का हिसाब कर रहा था। उसने देखा कि उसने बर्गर पर कुल ४२० रुपये खर्च किए हैं। यदि सचिन प्रतिदिन समान संख्या में बर्गर खाता है, तो वह प्रतिदिन कितने रुपये के बर्गर खाता है?",१४
233,"पूर्वी तट से पश्चिमी तट तक एक ३२ घंटे की ट्रेन है। यदि ट्रेन शनिवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",रविवार
404,"महीने के अंत में, क्लेयर अपने मार्च के खर्च का हिसाब कर रही थी। उसने देखा कि उसने चावल खाने पर कुल ३४१ रुपये खर्च किए हैं। उसने प्रतिदिन कितने रुपये के चावल खाए?",११
49,तुषार दुकान से १३२ रुपये में एक दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,३३
186,आइज़क एक लेख पढ़ रहा है जिसमें कहा गया है कि प्रत्येक शताब्दी में तापमान ४ यूनिट बढ़ रहा है। १६०० वर्षों में तापमान में क्या परिवर्तन होगा?,६४
318,"विक्टोरिया ने एक प्रदर्शनी में रखे सभी वाणिज्यिक विमानों के पंख गिने। यदि कुल ५० पंख हों, तो कितने प्लेन थे?",२५
1,करण एक १४ साल का लड़का है। उसके दोनों हाथों में कुल कितनी उंगलियाँ हैं?,१०
211,एक चॉकलेट की कीमत २ रुपये है। क्रिसमस के समय लागत मूल्य पर ५७ पैसे की छूट थी। चॉकलेट की कीमत कितने रुपये है?,१.४३
197,ईथन के पास एक नौकरी है जो उसे प्रति घंटे १८ रुपये देती है। वह दिन में ८ घंटे और सप्ताह में ५ दिन काम करता है। ५ सप्ताह में ईथन को कितना मिलेगा?,३६००
38,राकेश दुकान से १० रुपये प्रति अंडे के हिसाब से साढ़े छह दर्जन अंडे लेकर घर गया। तो राकेश के कितने रुपये खर्च हुए?,७८०
89,(२ घंटे ४५ मिनट) + (१ घंटा ५२ मिनट) = कितने मिनट?,२७७
83,आज मैं सुबह १०:२० बजे स्कूल जाने के लिए घर से निकला। शाम ४:२० बजे घर वापस आया। हिसाब करता हूँ कि आज मैं कितने घंटे घर से बाहर रहा।,६
190,एक फार्म में ८ जानवर हैं। कुछ बत्तखें हैं और कुछ कुत्ते। जानवरों के कुल २४ पैर हैं। बत्तखों की संख्या कितनी है?,४
276,मोहन के पास ताश के ३ पूरे डेक हैं। उसके पास कुल कितने इक्के हैं?,१२
258,कूपर और ऑड्रे ने तीन घंटे की मूवी देखनी शुरू की। उन्होंने ठीक बीच में मूवी रोक दी। बाकी मूवी देखने में और कितने मिनट लगेंगे?,९०
406,"४:१२ बजे केशव का लैपटॉप पूरी तरह चार्ज हो जाने के बाद, केशव ने एक ७ घंटे की सीरीज़ देखनी शुरू की, केशव तब तक मूवी देखता रहा जब तक केशव के लैपटॉप की बैटरी १०:४३ pm पर पूरी तरह खत्म नहीं हो गई। केशव को अभी और कितने मिनट मूवी देखनी बाकी है?",२९
126,एंटनी ने एक दर्जन केले खरीदे। उसने २ केले खा लिए। अब कितने बचे हैं?,१०
373,"एक दुकान में, जेडन देखता है कि नए और आकर्षक डिज़ाइन के जूते मुफ्त में मिल रहे हैं। जेडन सब कुछ लेने के लिए अपने ३१ दोस्तों को लेकर आया। कितनी जोड़ी जूते थे?",३२
184,"एंटनी ६ घंटे काम में, ६ घंटे अन्य दैनिक कामों में बिताता है और दिन का बाकी समय सोता है। एंटनी दिन में कितने घंटे सोता है?",१२
173,"नए साल के दिन सैमुअल कोचिंग में शामिल हुआ। सैमुअल ४ नवंबर से बंद होने तक बिना नागा प्रतिदिन कोचिंग लेता रहा। सैमुअल को कितनी कोचिंग फीस देनी होगी, यदि दैनिक कोचिंग शुल्क २३ रुपये है और वह साल लीप ईयर नहीं है?",७०८४
329,जैक अप्रैल महीने में एक स्कूल के प्रधानाध्यापक बने। जैक उसी साल अगस्त में सेवानिवृत्त हो गए। वे कितने महीने प्रधानाध्यापक रहे?,४
238,एमिली के खिलौनों के बॉक्स में हमारी संख्या प्रणाली के प्रत्येक अंक का प्रतिनिधित्व करने वाले खिलौने हैं। भाई-बहनों के लिए एमिली के पास ऐसे ३ और खिलौनों के बॉक्स हैं। उनके पास कितने खिलौने हैं?,४०
356,"हेज़ल अपनी पत्नी की प्रत्येक तर्जनी के लिए एक सोने की अंगूठी खरीदना चाहता है। यदि एक अंगूठी की कीमत १२ रुपये है, तो हेज़ल को कितने रुपये देने होंगे?",२४
231,कोल्टन ने एक फुट लंबा बर्गर खरीदा और उसे अपने भाई के साथ आधा-आधा बाँट लिया। प्रत्येक को कितने इंच बर्गर मिलेगा?,६
273,मोहन के पास ताश के ७ पूरे डेक हैं। उसके पास कुल कितने फेस कार्ड हैं?,८४
245,"प्रतिदिन जोनाथन अपने फोन पर ८ घंटे बिताता है। यदि इस समय का आधा हिस्सा सोशल मीडिया पर खर्च होता है, तो एक सप्ताह में वह सोशल मीडिया पर कितना समय बिताता है?",२८
62,"अमित की माँ ने कहा कि जतिन का जन्म अप्रैल के अगले महीने में हुआ था, लेकिन अमित जतिन से एक महीने बड़ा है। जून महीने में जतिन का जन्मदिन होने की संभावना कितनी है?",०
253,सेबेस्टियन प्रतिदिन काम करता है और साप्ताहिक आधार पर १०४३ रुपये वेतन पाता है। यदि सेबेस्टियन इस सप्ताह २ दिन काम पर नहीं जाए तो उसे कितने रुपये वेतन मिलेगा?,७४५
272,"पूर्वी तट से पश्चिमी तट तक एक ३१ घंटे की ट्रेन है। यदि ट्रेन सोमवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",मंगलवार
334,"करण अपने १४ जोड़ी जूते बदलवाना चाहता है। यदि बदलवाने की लागत ३७ रुपये प्रति जूता है, तो करण को कितने रुपये देने होंगे?",१०३६
292,एक दुकानदार के पास ताश के १५ पूरे डेक हैं। उसके पास कुल कितने बादशाह हैं?,६०
151,रॉबर्ट ने जनवरी महीने में GRE प्रवेश परीक्षा की तैयारी शुरू की। ४ तारीख को लिखित परीक्षा होने तक रॉबर्ट ने तैयारी की। रॉबर्ट ने किस महीने के लिए तैयारी की?,मई
394,एक नाखून काटने पर नेलकटर एक विशेष प्रकार की आवाज़ करता है। ७ लोगों की सभी उंगलियों के लिए यह आवाज़ कितनी बार होगी?,१४०
398,एक फार्म में जानवरों के ४८ पैर हैं और कुल १५ जानवर हैं। कुछ बत्तखें हैं और कुछ घोड़े। घोड़ों की संख्या ज्ञात कीजिए।,९
281,सारा के पास ताश के ९ पूरे डेक हैं। उसके पास कुल कितने पान के पत्ते हैं?,११७
189,"एमरी अपने १७ जोड़ी जूते बदलवाना चाहती है। यदि बदलवाने की लागत २९ रुपये प्रति जूता है, तो उसे कितने रुपये देने होंगे?",९८६
47,तुषार दुकान से १२० रुपये प्रति दर्जन के हिसाब से साढ़े तीन दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ८ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,८०
143,मेसन प्रतिदिन पाँच पैसे बचाना शुरू करता है। कितने दिनों में वह कुल ३ रुपये बचा लेगा?,६०
382,व्याट मार्च महीने में एक स्कूल के प्रधानाध्यापक बने। व्याट उसी साल दिसंबर में सेवानिवृत्त हो गए। व्याट ने कितने समय तक प्रधानाध्यापक का काम किया?,९
73,एक कारखाने में २ दिनों में ३६० मोटरसाइकिलें बनती हैं। ५ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,६३००
91,(२ घंटे ४५ मिनट) - (१ घंटा ५२ मिनट) = कितने मिनट?,५३
271,"इलियास क्लास के प्रत्येक छात्र को उनके रोल नंबर के अनुसार एक रोमन अंक स्केच करने का निर्देश देते हैं। रोल नंबर १ वाला छात्र पहला रोमन अक्षर स्केच करेगा, रोल नंबर २ वाला दूसरा रोमन अक्षर स्केच करेगा, इत्यादि। अंत में, इलियास सभी स्केच इकट्ठा करके देखते हैं कि प्रत्येक रोमन अक्षर के ६ स्केच हैं। क्लास में कितने छात्र थे?",४२
128,"एक स्थानीय फुटबॉल क्लब के सभी खिलाड़ी मैच के तुरंत बाद अपने मोज़े धोने के लिए एक वॉशिंग मशीन का उपयोग करते हैं। यदि वॉशिंग मशीन में मोज़ों की कुल संख्या १६ है, तो कितने लोगों ने मैच खेला?",८
17,अमित दुकान से तीन दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ८ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,२८
71,एक कारखाने में ५ दिनों में २४५० मोटरसाइकिलें बनती हैं। ५ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,१७१५०
16,अमित दुकान से साढ़े चार दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ५ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,४९
117,"पूर्वी तट से पश्चिमी तट तक एक २८ घंटे की ट्रेन है। यदि ट्रेन मंगलवार को बहुत सुबह पूर्वी तट से यात्रा शुरू करे, तो वह किस दिन गंतव्य पर पहुँचेगी?",बुधवार
201,"इस्ला को प्रतिदिन डायबिटीज़ कैप्सूल खाने की सलाह दी गई है। जुलाई महीने में, वह २ दिन कैप्सूल लेना भूल गई। जुलाई महीने में उसने कितने कैप्सूल खाए?",२९
304,"मुकेश ने बोर्ड पर अंग्रेज़ी का प्रत्येक स्वर (vowel) लिखा। यदि प्रत्येक स्वर ५ बार लिखा गया हो, तो बोर्ड पर कुल कितने अक्षर लिखे गए थे?",२५
236,"ओवेन कार्यस्थल पर ६ घंटे, अन्य दैनिक कामों में ७ घंटे बिताता है और दिन का बाकी समय सोता है। ओवेन दिन में कितने घंटे सोता है?",११
282,सारा के पास ताश के २ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,२६
159,विवियन अपनी कार के बीमे पर प्रति वर्ष २ हज़ार रुपये खर्च करती है। एक दशक में उसने कितने हज़ार खर्च किए?,२०
320,जॉन ने पिछले सोमवार से हर सुबह दौड़ने का निर्णय लिया और सोमवार को १७०० मीटर दौड़ा। शनिवार रात को जॉन के दुर्घटना में घायल होने तक जॉन हर सुबह उतनी ही दूरी दौड़ता रहा। जॉन कुल कितने मीटर दौड़ा?,१०२००
101,(५ घंटे ३३ मिनट) - (१ घंटा ३३ मिनट) = कितने घंटे?,४
248,"यदि एक वर्ग की प्रत्येक भुजा पर बाड़ लगाने में ७९ रुपये खर्च होते हैं, तो बाड़ की कुल लागत कितनी है?",३१६
18,अमित दुकान से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि २ अंडे खराब हैं। तो अमित के पास कितने अच्छे अंडे हैं?,४
65,"यदि जतिन का जन्मदिन मार्च महीने में है, तो मार्च महीने की ३१ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?",१/३१
154,कैरोलिन ने एक फुट लंबा बर्गर खरीदा और उसे अपने भाई के साथ आधा-आधा बाँट लिया। प्रत्येक को कितने इंच हिस्सा मिलेगा?,६
227,अमेलिया को बताया जाता है कि तालाब में ६ मेंढक हैं। तालाब में उसे मेंढकों की कितनी आँखों की उम्मीद करनी चाहिए?,१२
204,आर्या मेडिकल में पढ़ रही है। आर्या ५-५ घंटे में मानव शरीर की एक-एक हड्डी का विश्लेषण कर रही है। आर्या को विश्लेषण पूरा करने में कितने घंटे लगेंगे?,१०३०
137,"हार्पर पास के एक पशु फार्म में जाने का निर्णय लेती है जहाँ कुल ११ जानवर हैं। वह प्रवेश द्वार के पास एक कतार में खड़ी है, गेट से उसे फार्म के जानवरों के पैर दिखाई दिए और उसने कुल ३० पैर गिने। वह पहले से जानती है कि इस फार्म में केवल बत्तखें और घोड़े हैं। इस जानकारी से घोड़ों की संख्या ज्ञात कीजिए।",४
163,"आशा एक शिक्षिका हैं। आशा अपनी क्लास के प्रत्येक छात्र को उनके रोल नंबर के अनुसार एक रोमन अंक स्केच करने का निर्देश देती हैं। रोल नंबर १ वाला छात्र पहला रोमन अक्षर स्केच करेगा, रोल नंबर २ वाला दूसरा रोमन अक्षर स्केच करेगा, इत्यादि। अंत में, आशा सभी स्केच इकट्ठा करती हैं और देखती हैं कि प्रत्येक रोमन अक्षर के ५ स्केच हैं। क्लास में कितने छात्र थे?",३५
80,"एक बस स्टेशन से क कंपनी की बस १५ मिनट के अंतराल पर और ख कंपनी की बस २५ मिनट के अंतराल पर छूटती है। यदि सुबह ८:४५ पर दोनों कंपनियों की बसें एक साथ छूटें, तो अगली बार सुबह कितने बजे फिर से एक साथ छूटेंगी?",१०
311,"अनुज सबसे पहले बांग्ला भाषा के व्यंजन सीखने से शुरुआत करता है। यदि अनुज को एक अक्षर सीखने में ९ दिन लगते हैं, तो अनुज को सभी व्यंजन सीखने में कितने दिन लगेंगे?",३५१
155,"सैंटियागो ने जनवरी महीने में अपना देश छोड़ा, और दिसंबर में उसी तारीख को लौटने से पहले कई महीने ऑस्ट्रेलिया में रहा। सैंटियागो कितने महीने ऑस्ट्रेलिया में रहा?",११
399,"यदि ग्रेसन इस सप्ताह ईंधन पर ४० रुपये खर्च करता है। यदि एक बार ईंधन लेने में १० रुपये खर्च होते हैं, तो उसने कितनी बार ईंधन लिया?",४
106,एक कारखाने में एक यंत्र लगातार तीन दिन चलता रहता है। यंत्र कुल कितने घंटे चलता है?,७२
180,"हन्ना का लैपटॉप दोपहर बाद ३:२० बजे पूरी तरह चार्ज हो जाने के बाद, हन्ना ने एक ३ घंटे की सीरीज़ देखनी शुरू की, बैटरी पूरी तरह डिसचार्ज होते ही हन्ना का लैपटॉप ५:४४ बजे बंद हो गया। हन्ना को अभी और कितने मिनट मूवी देखनी बाकी है?",३६
127,एक फार्म में जानवरों के ३८ पैर हैं और कुल १२ जानवर हैं। कुछ मुर्गियाँ हैं और कुछ भेड़ें। मुर्गियों की संख्या ज्ञात कीजिए।,५
136,स्टेला एक फार्मास्युटिकल कंपनी में काम करती है और महीने में ४९१९ रुपये पाती है। पिछले साल उसने २ महीने की अवैतनिक छुट्टी ली थी। पिछले साल की उसकी वार्षिक आय ज्ञात कीजिए।,४९१९०
158,एजेकिएल ने थैंक्सगिविंग सेल के दौरान ३ जोड़ी जूते खरीदे। अब उसके कुल नए जूतों की संख्या कितनी है?,६
52,अशोक की दुकान में ५० दर्जन अंडे हैं। अशोक प्रति दर्जन अंडे १२० रुपये में बेचता है। यदि प्रतीक अशोक की दुकान से कुल अंडों का ७५% खरीदे तो प्रतीक को कितने रुपये का बिल देना होगा?,४५००
15,"४ लड़कियों का एक समूह नेल पॉलिश करवाने के लिए एक स्पा में गया। यदि प्रत्येक लड़की के पैरों की सभी उंगलियाँ पॉलिश की जाती हैं, तो स्पा कर्मियों द्वारा पॉलिश की गई कुल उंगलियों की संख्या कितनी है?",४०
112,"हाइकिंग टीम को प्रत्येक प्रतिभागी के लिए ग्लव्स की व्यवस्था करनी है। यदि कुल प्रतिभागियों की संख्या ४३ है, तो हाइकिंग टीम को न्यूनतम कितने ग्लव्स की व्यवस्था करनी होगी?",८६
72,एक कारखाने में ५ दिनों में ५०० मोटरसाइकिलें बनती हैं। ३ सप्ताह में उस कारखाने में कितनी मोटरसाइकिलें बनेंगी?,२१००
148,एवा और सारा ने शतरंज खेलने का निर्णय लिया लेकिन देखा कि १० मोहरे गायब हैं। कितने मोहरे मौजूद थे?,२२
24,राकेश दुकान से १२० रुपये प्रति दर्जन के हिसाब से डेढ़ दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ६ अंडे खराब हैं। तो राकेश के कितने रुपये खर्च हुए?,१८०
170,लियोनार्दो एक लेख पढ़ रहा है जिसमें कहा गया है कि प्रत्येक शताब्दी में तापमान ३ यूनिट बढ़ रहा है। ७०० वर्षों में तापमान में क्या परिवर्तन होगा?,२१
85,आज मैं अपने घर के सभी लोगों के साथ आगरा घूमने जाऊँगा। २२:३५ पर नई दिल्ली स्टेशन से ट्रेन छूटेगी। लेकिन हम २०:३५ पर ही नई दिल्ली स्टेशन पहुँच गए। हिसाब करके देखता हूँ कि हमें स्टेशन पर कितने घंटे इंतज़ार करना होगा।,२
286,स्नेहा के पास ताश के २५ पूरे डेक हैं। उसके पास कुल कितने चिड़ी के पत्ते हैं?,३२५
4,एक लड़का एक मैदान में ५ गायें चरा रहा है। वहाँ कुल कितने पैर हैं?,२२
153,विक्टोरिया ९५ मीटर/सेकंड की गति से चलती है। वह २ मिनट में कितने किमी पार कर सकती है?,११.४०
132,एक फार्म में जानवरों के ६० पैर हैं और कुल २० जानवर हैं। कुछ मुर्गियाँ हैं और कुछ भेड़ें। भेड़ों की संख्या ज्ञात कीजिए।,१०
98,(३ घंटे २५ मिनट) + (८ घंटे ३५ मिनट) = कितने घंटे?,१२
346,"जय को हर महीने २ बार डॉक्टर के पास जाना होता है। इसलिए, उसने पूरे साल हर महीने २ छुट्टियाँ लीं। उस साल जय ने कितनी छुट्टियाँ लीं?",२४
368,एक वर्गाकार पार्क के चारों ओर बाड़ लगाने की कुल लागत २२४ रुपये थी। प्रत्येक भुजा पर बाड़ लगाने में कितने रुपये खर्च होते हैं?,५६
383,पार्कर के पास एक नौकरी है जो उसे प्रतिदिन ६३ रुपये देती है और वह हर दिन काम करता है। ६ सप्ताह में पार्कर द्वारा कमाई गई राशि की गणना कीजिए।,२६४६
66,मई महीने की ३३ तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
33,गोपाल दुकान से ११ रुपये प्रति अंडे के हिसाब से साढ़े तीन गंडा अंडे लेकर घर गया। तो गोपाल के कितने रुपये खर्च हुए?,१५४
115,एक दुकानदार के पास ताश के ३ पूरे डेक और अतिरिक्त ४ ताश हैं। उसके पास कुल कितने कार्ड हैं?,१६०
352,इलियास ने दो दर्जन केले खरीदे। उसने ३ केले खा लिए। अब कितने बचे हैं?,२१
41,राकेश दुकान से १४४ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ३ अंडे खराब हैं। तो राकेश का कितने रुपये का नुकसान हुआ?,३६
147,"पाइपर ने एक एयर शो में रखे सभी वाणिज्यिक विमानों के पंख गिने। यदि कुल ९० पंख हों, तो कितने प्लेन थे?",४५
60,फरवरी महीने की ३० तारीख को जतिन का जन्मदिन होने की संभावना कितनी है?,०
345,"पूरे जून महीने के लिए, ओवेन ने प्रतिदिन २ बर्गर खरीदे। यदि प्रत्येक बर्गर की कीमत १२ रुपये है, तो जून महीने में ओवेन ने बर्गर पर कितना खर्च किया?",७२०
48,तुषार दुकान से १३२ रुपये प्रति दर्जन के हिसाब से आधा दर्जन अंडे लेकर घर गया। घर जाकर उसने देखा कि ६ अंडे खराब हैं। तो तुषार का कितने रुपये का नुकसान हुआ?,६६
58,आशीष के फार्म के पशुओं के कुल ४६० पैर हैं। उसके फार्म में कुल कितनी गायें हैं?,११५
270,पेंसिल की कीमत ६ रुपये है और एलिज़ाबेथ की जेब में केवल ५ रुपये हैं। उसने अपने पड़ोसी से ५३ पैसे उधार लिए। एक पेंसिल खरीदने के लिए एलिज़ाबेथ को अब और कितने पैसे चाहिए?,४७
225,"रोमन प्रतिदिन ७ घंटे सोता है। यदि आज वह सुबह ९ बजे नींद से उठा, तो वह कितने बजे सोया था?",१०
297,जैक्सन हर महीने तीन दिन काम से छुट्टी लेता है। पूरे साल में जैक्सन ने कितनी छुट्टियाँ लीं?,३६
109,एक कारखाने में एक मशीन लगातार ढाई सप्ताह चलती रहती है। मशीन कुल कितने घंटे चलती है?,४२०
125,डॉक्टर ने आर्या को लगातार २ सप्ताह तक प्रतिदिन एक सेब खाने की सलाह दी है। उसे कितने सेब खरीदने होंगे?,१४
295,एक दुकानदार के पास ताश के ५ पूरे डेक हैं। उसके पास कुल कितने फेस कार्ड हैं?,६०
55,"एक इलाके में १२० लोग हैं, जिनमें से प्रत्येक के पास २ पालतू कुत्ते हैं। यदि इलाके के सभी लोग अपने कुत्तों के साथ एक मैदान में एक साथ उपस्थित हों, तो उस समय उस मैदान में कुल कितने पैर होंगे?",१२००
166,"कार्सन को जलीय जीवों पर एक रिपोर्ट तैयार करनी है। इसलिए, वह एक एक्वेरियम देखने जाता है और कुल ५ ऑक्टोपस देखता है। वह ऑक्टोपस के पैरों की संख्या का उल्लेख करना चाहता है। ऑक्टोपस के पैरों की कुल संख्या ज्ञात कीजिए।",४०
283,स्नेहा के पास ताश के ३ पूरे डेक हैं। उसके पास कुल कितने ईंट के पत्ते हैं?,३९
266,इकिएल ने ५ एक जैसी घनाकार वस्तुओं की सभी बाहरी सतहों को पेंट किया। इकिएल द्वारा पेंट की गई सतहों की कुल संख्या कितनी है?,३०
401,जोसेफिन प्रतिदिन दस पैसे बचाना शुरू करती है। कितने दिनों बाद वह कुल २ रुपये बचा लेगी?,२०
367,"हाइकिंग टीम को प्रत्येक प्रतिभागी के लिए ग्लव्स की व्यवस्था करनी है। यदि कुल प्रतिभागियों की संख्या ६३ है, तो हाइकिंग टीम को न्यूनतम कितने ग्लव्स की व्यवस्था करनी होगी?",१२६
222,"एक फुटबॉल मैच में, प्रत्येक दर्शक को उसके दोनों हाथों के लिए रिस्टबैंड दिए गए। कुल २९० रिस्टबैंड बाँटे गए। कितने लोगों ने मैच देखा?",१४५
287,स्नेहा के पास ताश के ६ पूरे डेक हैं। उसके पास कुल कितने चिड़ी के पत्ते हैं?,७८
378,"पोकर और ताश के अन्य खेल आजकल लोकप्रिय हो गए हैं, इसलिए एलिजा ने यात्रा के लिए ताश के ६ डेक रखने का निर्णय लिया। उसके पास कुल कितने कार्ड हैं?",३१२
198,शतरंज के खेल में आरियाना ने ३ मोहरे और सामंथा ने ९ मोहरे खोए हैं। शतरंज बोर्ड पर अब कितने मोहरे बचे हैं?,२०
203,सोफिया प्रतिदिन दस पैसे बचाना शुरू करती है। कितने दिनों में वह कुल २ रुपये बचा लेगी?,२०
